"id","name","year","porjaay","section","number","raag","taal","swaralipikar"
00354,"জানি তোমার অজানা নাহি গো কী আছে আমার মনে।",1926,প্রেম,প্রেমবৈচিত্র্য,74,ভৈরবী,দাদরা,রমা মজুমদার
00355,"পুরানো জানিয়া চেয়ো না আমারে আধেক আঁখির কোণে অলস অন্যমনে।",1927,প্রেম,প্রেমবৈচিত্র্য,75,কীর্তন,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00356,"আমার যদি বেলা যায় গো বয়ে জেনো জেনো",1921,প্রেম,প্রেমবৈচিত্র্য,76,ভৈরবী,ষষ্ঠী,দিনেন্দ্রনাথ ঠাকুর
00357,"চপল তব নবীন আঁখি দুটি",1926,প্রেম,প্রেমবৈচিত্র্য,77,খাম্বাজ,ঝম্পক,দিনেন্দ্রনাথ ঠাকুর
00358,"জয়যাত্রায় যাও গো, ওথো জয়রথে তব।",1925,প্রেম,প্রেমবৈচিত্র্য,78,কীর্তন,দাদরা/খেমটা,দিনেন্দ্রনাথ ঠাকুর
00359,"বিজয়মালা এনো আমার লাগি।",1933,প্রেম,প্রেমবৈচিত্র্য,79,কেদারা-কীর্তন,দাদরা,শান্তিদেব ঘোষ
00360,"আন্‌মনা, আন্‌মনা",1924,প্রেম,প্রেমবৈচিত্র্য,80,কীর্তন,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00361,"ওলো সই, ওলো সই",1895,প্রেম,প্রেমবৈচিত্র্য,81,বিভাস-কীর্তন,দাদরা,জ্যোতিরিন্দ্রনাথ ঠাকুর
00362,"হৃদয়ের এ কূল, ও কূল, দু কূল ভেসে যায়, হায় সজনি",1893,প্রেম,প্রেমবৈচিত্র্য,82,বিভাস-কীর্তন,দাদরা,জ্যোতিরিন্দ্রনাথ ঠাকুর
00363,"না বলে যেয়ো না চলে মিনতি করি",1909,প্রেম,প্রেমবৈচিত্র্য,83,পরজ-বসন্ত,দাদরা,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়
00364,"আর নাই রে বেলা, নামল ছায়া ধরণীতে।",1909,প্রেম,প্রেমবৈচিত্র্য,84,ইমন-কীর্তন,দাদরা,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়; ভীমরাও শাস্ত্রী
00365,"বেদনায় ভরে গিয়েছে পেয়ালা, নিয়ো হে নিয়ো।",1914,প্রেম,প্রেমবৈচিত্র্য,85,খাম্বাজ,তেওরা,অনাদিকুমার দস্তিদার
00366,"আমি চিনি গো চিনি তোমারে ওগো বিদেশিনী।",1895,প্রেম,প্রেমবৈচিত্র্য,86,খাম্বাজ,একতাল,দিনেন্দ্রনাথ ঠাকুর; সরলা দেবী; দিনেন্দ্রনাথ ঠাকুর
00367,"যা ছিল কালো-ধলো তোমার রঙে রঙে রাঙা হল।",1910,প্রেম,প্রেমবৈচিত্র্য,87,বাউল,দাদরা,অনাদিকুমার দস্তিদার
00368,"আহা, তোমার সঙ্গে প্রাণের খেলা, প্রিয় আমার, ওগো প্রিয়--",1910,প্রেম,প্রেমবৈচিত্র্য,88,পিলু,দাদরা (বা মুক্তছন্দ),অনাদিকুমার দস্তিদার
00369,"আমার সকল নিয়ে বসে আছি সর্বনাশের আশায়।",1910,প্রেম,প্রেমবৈচিত্র্য,89,খাম্বাজ,দাদরা (বা মুক্তছন্দ),অনাদিকুমার দস্তিদার
00370,"আমি রূপে তোমায় ভোলাব না, ভলোবাসায় ভোলাব।",1910,প্রেম,প্রেমবৈচিত্র্য,90,কীর্তন,ত্রিতাল,শৈলজারঞ্জন মজুমদার
00371,"আমি তোমার প্রেমে হব সবার কলঙ্কভাগী।",1910,প্রেম,প্রেমবৈচিত্র্য,91,ভৈরবী,দাদরা,সাহানা দেবী
00372,"আমার নয়ন তোমার নয়নতলে মনের কথা খোঁজে",1929,প্রেম,প্রেমবৈচিত্র্য,92,ছায়ানট,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00373,"ফুল তুলিতে ভুল করেছি প্রেমের সাধনে",1929,প্রেম,প্রেমবৈচিত্র্য,93,খাম্বাজ-বাউল,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
00374,"চাঁদের হাসির বাঁধ ভেঙেছে, উছলে পড়ে আলো।",1929,প্রেম,প্রেমবৈচিত্র্য,94,পিলু,দাদরা,অনাদিকুমার দস্তিদার; দিনেন্দ্রনাথ ঠাকুর
00375,"তুমি একটু কেবল বসতে দিয়ো কাছে",1912,প্রেম,প্রেমবৈচিত্র্য,95,ভৈরবী,দাদরা,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়; দিনেন্দ্রনাথ ঠাকুর; ভীমরাও শাস্ত্রী
00376,"ওগো, তোমার চক্ষু দিয়ে মেলে সত্য দৃষ্টি",1933,প্রেম,প্রেমবৈচিত্র্য,96,পিলু-কীর্তন,দাদরা,অনাদিকুমার দস্তিদার
00377,"হে নবীনা",1933,প্রেম,প্রেমবৈচিত্র্য,97,ভৈরবী-বাউল,দাদরা,শান্তিদেব ঘোষ
00378,"ওগো শান্ত পাষাণমুরতি সুন্দরী",1933,প্রেম,প্রেমবৈচিত্র্য,98,রামকেলি,কাহারবা,শান্তিদেব ঘোষ
00379,"তোমার পায়ের তলায় যেন গো রঙ লাগে--",1933,প্রেম,প্রেমবৈচিত্র্য,99,বাহার,দাদরা,শান্তিদেব ঘোষ
00380,"অনেক পাওয়ার মাঝে মাঝে কবে কখন একটুখানি পাওয়া",1918,প্রেম,প্রেমবৈচিত্র্য,100,ভৈরবী,একতাল,দিনেন্দ্রনাথ ঠাকুর
00381,"শাঙনগগনে ঘোর ঘনঘটা, নিশীথযামিনী রে।",1877,প্রকৃতি,বর্ষা,31,পিলু মল্লার,ত্রিতাল,দিনেন্দ্রনাথ ঠাকুর
00382,"গহন ঘন ছাইল গগন ঘনাইয়া।",1882,প্রকৃতি,বর্ষা,29,মেঘমল্লার,ত্রিতাল,জ্যোতিরিন্দ্রনাথ ঠাকুর; দিনেন্দ্রনাথ ঠাকুর; ইন্দিরা দেবী
00383,"বিশ্ববীণারবে বিশ্বজন মোহিছে।",1895,প্রকৃতি,সাধারণ,1,শঙ্ক‌রাভরণ,ঝাঁপতাল-কাহারবা,জ্যোতিরিন্দ্রনাথ ঠাকুর; সরলা দেবী;
00384,"একি আকুলতা ভুবনে! একি চঞ্চলতা পবনে॥",1895,প্রকৃতি,সাধারণ,3,বাহার,ত্রিতাল,জ্যোতিরিন্দ্রনাথ ঠাকুর ও ইন্দিরা দেবী
00385,"ঝরঝর বরিষে বারিধারা।",1895,প্রকৃতি,বর্ষা,28,মেঘমল্লার,কাহারবা,জ্যোতিরিন্দ্রনাথ ঠাকুর; সরলা দেবী; দিনেন্দ্রনাথ ঠাকুর
00386,"ওই আসে ওই অতি ভৈরব হরষে",1897,প্রকৃতি,বর্ষা,27,NA,ত্রিতাল-দাদরা,দিনেন্দ্রনাথ ঠাকুর
00387,"হেরিয়া শ্যামল ঘন নীল গগনে",1897,প্রকৃতি,বর্ষা,30,গৌড় মল্লার,ত্রিতাল,দিনেন্দ্রনাথ ঠাকুর
00388,"মেঘের পরে মেঘ জমেছে, আঁধার করে আসে।",1909,প্রকৃতি,বর্ষা,32,মিশ্র সাহানা,ত্রিতাল বা একতাল,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়; ভীমরাও শাস্ত্রী; এ. এ. বাকে; দিনেন্দ্রনাথ ঠাকুর
00389,"আষাঢ়সন্ধ্যা ঘনিয়ে এল, গেল রে দিন বয়ে।",1909,প্রকৃতি,বর্ষা,33,ইমন,দাদরা বা একতাল,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়; ভীমরাও শাস্ত্রী; দিনেন্দ্রনাথ ঠাকুর
00390,"আজ বারি ঝরে ঝরঝর ভরা বাদরে",1909,প্রকৃতি,বর্ষা,34,ইমন,তেওরা,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়; ভীমরাও শাস্ত্রী; দিনেন্দ্রনাথ ঠাকুর
00391,"আজি শ্রাবণঘনগহন মোহে গোপন তব চরণ ফেলে",1909,প্রকৃতি,বর্ষা,94,গৌড় মল্লার,ঝম্পক,দিনেন্দ্রনাথ ঠাকুর; সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়; ভীমরাও শাস্ত্রী
00392,"আজি ঝড়ের রাতে তোমার অভিসার",1909,প্রকৃতি,বর্ষা,95,মল্লার,ঝম্পক,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়; ভীমরাও শাস্ত্রী; দিনেন্দ্রনাথ ঠাকুর
00393,"এসো হে এসো সজল ঘন বাদলবরিষনে--",1909,প্রকৃতি,বর্ষা,99,গৌড় মল্লার,ঝাঁপতাল,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়; ভীমরাও শাস্ত্রী; দিনেন্দ্রনাথ ঠাকুর
00394,"আমারে যদি জাগালে আজি নাথ",1910,প্রকৃতি,বর্ষা,97,গৌড় মল্লার,ঝম্পক,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়; ভীমরাও শাস্ত্রী; দিনেন্দ্রনাথ ঠাকুর
00395,"আবার এসেছে আষাঢ় আকাশ ছেয়ে",1910,প্রকৃতি,বর্ষা,98,মল্লার,দাদরা,ভীমরাও শাস্ত্রী; দিনেন্দ্রনাথ ঠাকুর
00396,"চিত্ত আমার হারালো আজ মেঘের মাঝখানে--",1910,প্রকৃতি,বর্ষা,100,মল্লার,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
00397,"উতল-ধারা বাদল ঝরে। সকল বেলা একা ঘরে॥",1911,প্রকৃতি,বর্ষা,62,দেশ,কাহারবা বা রূপকড়া,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়; দিনেন্দ্রনাথ ঠাকুর
00398,"কাঁপিছে দেহলতা থরথর",1917,প্রকৃতি,বর্ষা,35,দেশ,একাদশী,দিনেন্দ্রনাথ ঠাকুর
00399,"ওই বুঝি কালবৈশাখী",1919,প্রকৃতি,গ্রীষ্ম,17,ইমন,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
00400,"আমার দিন ফুরালো ব্যাকুল বাদলসাঁঝে",1919,প্রকৃতি,বর্ষা,36,দেশ মল্লার,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00401,"পূর্ণচাঁদের মায়ায় আজি ভাবনা আমার পথ ভোলে",1921,প্রকৃতি,সাধারণ,6,খাম্বাজ,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00402,"দারুণ অগ্নিবাণে রে হৃদয় তৃষায় হানে রে॥",1922,প্রকৃতি,গ্রীষ্ম,11,বৃন্দাবনী সারং,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
00403,"এসো এসো হে তৃষ্ণার জল, কলকল্‌ ছলছল্‌--",1922,প্রকৃতি,গ্রীষ্ম,12,মিশ্র ইমন,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
00404,"বাদল-মেঘে মাদল বাজে গুরু গুরু গগন-মাঝে॥",1921,প্রকৃতি,বর্ষা,37,দেশ-পিলু,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00405,"ওগো আমার শ্রাবণমেঘের খেয়াতরীর মাঝি",1921,প্রকৃতি,বর্ষা,38,পিলু,দাদরা/ খেমটা,দিনেন্দ্রনাথ ঠাকুর
00406,"তিমির-অবগুণ্ঠনে বদন তব ঢাকি",1921,প্রকৃতি,বর্ষা,39,হাম্বীর,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
00407,"এই শ্রাবণের বুকের ভিতর আগুন আছে।",1921,প্রকৃতি,বর্ষা,60,বাউল,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00408,"মেঘের কোলে কোলে যায় রে চলে বকের পাঁতি।",1921,প্রকৃতি,বর্ষা,61,বাউল,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00409,"আজ তালের বনের করতালি কিসের তালে",1922,প্রকৃতি,সাধারণ,4,দেশ,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
00410,"আঁধার কুঁড়ির বাঁধন টুটে চাঁদের ফুল উঠেছে ফুটে॥",1922,প্রকৃতি,সাধারণ,5,খাম্বাজ,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
00411,"কত যে তুমি মনোহর মনই তাহা জানে",1923,প্রকৃতি,সাধারণ,7,তোড়ি-ভৈরবী,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00412,"হৃদয় আমার, ওই বুঝি তোর বৈশাখী ঝড়",1922,প্রকৃতি,গ্রীষ্ম,13,বাউল,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00413,"প্রখর তপনতাপে আকাশ তৃষায় কাঁপে",1922,প্রকৃতি,গ্রীষ্ম,18,মুলতান-ভীমপলশ্রী,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00414,"বৈশাখের ঐ ভোরের হাওয়া আসে মৃদুমন্দ",1922,প্রকৃতি,গ্রীষ্ম,19,মিশ্র পিলু,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00415,"বৈশাখ হে, মৌনী তাপস, কোন্‌ অতলের বাণী",1922,প্রকৃতি,গ্রীষ্ম,20,মিশ্র কেদারা,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00416,"শুষ্কতাপের দৈত্যপুরে দ্বার ভাঙ্বে ব'লে",1923,প্রকৃতি,গ্রীষ্ম,21,কেদারা,দাদরা-খেমটা,দিনেন্দ্রনাথ ঠাকুর
00417,"হে তাপস, তব শুষ্ক কঠোর রূপের গভীর রসে",1923,প্রকৃতি,গ্রীষ্ম,22,সুর অজ্ঞাত,NA,দিনেন্দ্রনাথ ঠাকুর
00418,"ওই-যে ঝড়ের মেঘের কোলে",1922,প্রকৃতি,বর্ষা,63,দেশ-বাউল,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
00419,"কখন বাদল-ছোঁওয়া লেগে",1922,প্রকৃতি,বর্ষা,64,দেশ-কেদারা,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00420,"আজ নবীন মেঘের সুর লেগেছে আমার মনে।",1922,প্রকৃতি,বর্ষা,65,মিশ্র মল্লার,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00421,"আজ আকাশের মনের কথা ঝরো ঝরো বাজে",1922,প্রকৃতি,বর্ষা,66,পিলু,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00422,"এই সকাল বেলার বাদল-আঁধারে",1922,প্রকৃতি,বর্ষা,67,কাফি,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00423,"পুব-সাগরের পার হতে কোন্‌ এলো পরবাসী--",1922,প্রকৃতি,বর্ষা,68,মিশ্র মল্লার,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
00424,"আজি বর্ষারাতের শেষে",1922,প্রকৃতি,বর্ষা,69,ভৈরবী,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
00425,"শ্রাবণমেঘের আধেক দুয়ার ওই খোলা",1922,প্রকৃতি,বর্ষা,70,দেশ,দাদরা-খেমটা,দিনেন্দ্রনাথ ঠাকুর
00426,"বহু যুগের ওপার হতে আষাঢ় এলো আমার মনে",1922,প্রকৃতি,বর্ষা,71,কেদারা,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
00427,"বাদল-বাউল বাজায় রে একতারা--",1922,প্রকৃতি,বর্ষা,72,গৌড় সারং-বাউল,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
00428,"একি গভীর বাণী এল ঘন মেঘের আড়াল ধরে",1922,প্রকৃতি,বর্ষা,73,মিশ্র কেদারা,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00429,"আজি হৃদয় আমার যায় যে ভেসে",1922,প্রকৃতি,বর্ষা,74,ইমন-পূরবী,দাদরা-খেমটা,দিনেন্দ্রনাথ ঠাকুর
00430,"ভোর হল যেই শ্রাবণশর্বরী",1922,প্রকৃতি,বর্ষা,75,রামকেলি-ভৈরবী,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
00431,"বৃষ্টি শেষের হাওয়া কিসের খোঁজে বইছে ধীরে ধীরে।",1922,প্রকৃতি,বর্ষা,76,পিলু-খাম্বাজ,দাদরা/ খেমটা,দিনেন্দ্রনাথ ঠাকুর
00432,"বাদল-ধারা হল সারা, বাজে বিদায়-সুর।",1922,প্রকৃতি,বর্ষা,77,পিলু,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00433,"আকাশতলে দলে দলে মেঘ যে ডেকে যায়",1923,প্রকৃতি,বর্ষা,40,কেদারা,দাদরা,অনাদিকুমার দস্তিদার
00434,"কদম্বেরই কানন ঘেরি আষাঢ়মেঘের ছায়া খেলে",1923,প্রকৃতি,বর্ষা,41,ইমন‌কল্যাণ‌,দাদরা,অনাদিকুমার দস্তিদার
00435,"আষাঢ়, কোথা হতে আজ পেলি ছাড়া।",1923,প্রকৃতি,বর্ষা,42,মিশ্র মেঘমল্লার,দাদরা,অনাদিকুমার দস্তিদার
00436,"ছায়া ঘনাইছে বনে বনে, গগনে গগনে ডাকে দেয়া।",1923,প্রকৃতি,বর্ষা,43,পিলু,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
00437,"এই শ্রাবণ-বেলা বাদল-ঝরা যূথী-বনের গন্ধে ভরা॥",1923,প্রকৃতি,বর্ষা,44,দেশ,দাদরা,অনাদিকুমার দস্তিদার
00438,"ভেবেছিলেম আসবে ফিরে",1923,প্রকৃতি,বর্ষা,49,কাফি,দাদরা/ষষ্ঠী,দিনেন্দ্রনাথ ঠাকুর
00439,"পথিক মেঘের দল জোটে ওই শ্রাবণগগন-অঙ্গনে।",1923,প্রকৃতি,বর্ষা,57,বাউল,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00440,"পুব-হাওয়াতে দেয় দোলা আজ মরি মরি।",1923,প্রকৃতি,বর্ষা,82,কাফি-কানাড়া,কাহারবা,অনাদিকুমার দস্তিদার
00441,"কুসুমে কুসুমে চরণচিহ্ন দিয়ে যাও, শেষে দাও মুছে।",1925,প্রকৃতি,সাধারণ,2,খাম্বাজ,দাদরা,অনাদিকুমার দস্তিদার
00442,"আকাশভরা সূর্য-তারা, বিশ্বভরা প্রাণ",1924,প্রকৃতি,সাধারণ,8,মিশ্র কেদারা,দাদরা,অনাদিকুমার দস্তিদার
00443,"মধ্যদিনের বিজন বাতায়নে",1924,প্রকৃতি,গ্রীষ্ম,23,গৌড় সারং,ষষ্ঠী,দিনেন্দ্রনাথ ঠাকুর
00444,"শ্রাবণবরিষন পার হয়ে কী বাণী আসে ওই রয়ে রয়ে॥",1924,প্রকৃতি,বর্ষা,45,বেহাগ (বা দেশ),কাহারবা (বা চতুর্মাত্রিক একতাল),দিনেন্দ্রনাথ ঠাকুর
00445,"আজ কিছুতেই যায় না মনের ভার,",1924,প্রকৃতি,বর্ষা,46,পিলু-মুলতান,কাহারবা,দিনেন্দ্রনাথ ঠাকুর; সাহানা দেবী; দিনেন্দ্রনাথ ঠাকুর
00446,"ধরণীর গগনের মিলনের ছন্দে",1924,প্রকৃতি,বর্ষা,84,গৌড় মল্লার,২ + ২ ছন্দ,অনাদিকুমার দস্তিদার
00447,"নাই রস নাই, দারুণ দাহনবেলা। খেলো খেলো তব নীরব ভৈরব খেলা॥",1925,প্রকৃতি,গ্রীষ্ম,10,মুলতান,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
00448,"তপস্বিনী হে ধরণী, ঐ যে তপের বেলা আসে--",1926,প্রকৃতি,গ্রীষ্ম,24,রামকেলি-ভৈরবী,দাদরা/ খেমটা,দিনেন্দ্রনাথ ঠাকুর
00449,"গহন রাতে শ্রাবণধারা পড়িছে ঝরে",1925,প্রকৃতি,বর্ষা,47,দেশ,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00450,"যেতে দাও যেতে দাও গেল যারা।",1925,প্রকৃতি,বর্ষা,48,পিলু,কাহারবা,অনাদিকুমার দস্তিদার
00451,"আজি ওই আকাশ-'পরে সুধায় ভরে আষাঢ়-মেঘের ফাঁক।",1925,প্রকৃতি,বর্ষা,50,ভৈরবী,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00452,"ও আষাঢ়ের পূর্ণিমা আমার, আজি রইলে আড়ালে--",1925,প্রকৃতি,বর্ষা,51,পিলু-খাম্বাজ,ষষ্ঠী,দিনেন্দ্রনাথ ঠাকুর
00453,"শ্যামল ছায়া, নাইবা গেলে",1925,প্রকৃতি,বর্ষা,52,ভৈরবী,ষষ্ঠী,দিনেন্দ্রনাথ ঠাকুর
00454,"বজ্রমানিক দিয়ে গাঁথা, আষাঢ়, তোমার মালা।",1925,প্রকৃতি,বর্ষা,58,ঝিঁঝিট-বাউল,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00455,"ঝরে ঝরো ঝরো ভাদরবাদর, বিরহকাতর শর্বরী।",1925,প্রকৃতি,বর্ষা,78,মল্লার,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
00456,"এসো নীপবনে ছায়াবীথিতলে, এসো করো স্নান নবধারাজলে॥",1925,প্রকৃতি,বর্ষা,79,কাফি,২ + ২ ছন্দ,অনাদিকুমার দস্তিদার
00457,"কোথা যে উধাও হল মোর প্রাণ উদাসী",1925,প্রকৃতি,বর্ষা,80,মল্লার,আড়াঠেকা,দিনেন্দ্রনাথ ঠাকুর
00458,"আজ শ্রাবণের পূর্ণিমাতে কী এনেছিস বল--",1925,প্রকৃতি,বর্ষা,81,বেহাগ,দাদরা,অনাদিকুমার দস্তিদার
00459,"অশ্রুভরা বেদনা দিকে দিকে জাগে।",1925,প্রকৃতি,বর্ষা,83,আশাবরী-খাম্বাজ,ত্রিতাল,দিনেন্দ্রনাথ ঠাকুর
00460,"বন্ধু, রহো রহো সাথে",1925,প্রকৃতি,বর্ষা,85,ভৈরবী,মধ্যমান,দিনেন্দ্রনাথ ঠাকুর
00461,"একলা বসে বাদল-শেষে শুনি কত কী--",1925,প্রকৃতি,বর্ষা,86,দেশ-পিলু,দাদরা,রমা মজুমদার
00462,"শ্যামল শোভন শ্রাবণ, তুমি নাই বা গেলে",1925,প্রকৃতি,বর্ষা,87,হাম্বীর-কেদারা,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00463,"এসো, এসো, এসো হে বৈশাখ।",1927,প্রকৃতি,গ্রীষ্ম,14,ইমন‌কল্যাণ‌,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
00464,"মধ্যদিনে যবে গান বন্ধ করে পাখি",1927,প্রকৃতি,গ্রীষ্ম,16,হাম্বীর,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
00465,"তপের তাপের বাঁধন কাটুক রসের বর্ষণে।",1927,প্রকৃতি,বর্ষা,89,দেশ,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00466,"গগনে গগনে আপনার মনে কী খেলা তব",1927,প্রকৃতি,বর্ষা,91,মিশ্র মল্লার,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00467,"কেন পান্থ, এ চঞ্চলতা।",1927,প্রকৃতি,বর্ষা,93,কাফি,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
00468,"নমো নমো হে বৈরাগী",1927,প্রকৃতি,গ্রীষ্ম,15,ইমন ভূপালী,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
00469,"নমো, নমো, নমো করুণাঘন, নমো হে।",1927,প্রকৃতি,বর্ষা,88,গৌড় মল্লার,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
00470,"ওই কি এলে আকাশ্পারে দিক্‌-ললনার প্রিয়--",1927,প্রকৃতি,বর্ষা,90,মল্লার,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
00471,"শ্রাবণ, তুমি বাতাসে কার আভাস পেলে--",1927,প্রকৃতি,বর্ষা,92,বিভাস-বাউল,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
00472,"আহ্বান আসিল মহোৎসবে",1929,প্রকৃতি,বর্ষা,53,মল্লার,খেমটা/ষষ্ঠী,দিনেন্দ্রনাথ ঠাকুর
00473,"কোন্‌ পুরাতন প্রাণের টানে",1929,প্রকৃতি,বর্ষা,54,ইমন‌কল্যাণ‌,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
00474,"নীল অঞ্জনঘন পুঞ্জছায়ায় সম্‌বৃত অম্বর হে গম্ভীর।",1929,প্রকৃতি,বর্ষা,55,মেঘমল্লার,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00475,"আজ শ্রাবণের আমন্ত্রণে",1929,প্রকৃতি,বর্ষা,56,মল্লার,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00476,"ওরে ঝড় নেমে আয়, আয় রে আমার শুকনো পাতার ডালে",1929,প্রকৃতি,বর্ষা,59,বাউল,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
00477,"চক্ষে আমার তৃষ্ণা ওগো, তৃষ্ণা আমার বক্ষ জুড়ে",1933,প্রকৃতি,গ্রীষ্ম,25,বৃন্দাবনী সারং-আড়ানা,ঝাঁপতাল,দিনেন্দ্রনাথ ঠাকুর
00478,"চলে ছলোছলো নদীধারা নিবিড় ছায়ায় কিনারায় কিনারায়।",1936,প্রকৃতি,বর্ষা,96,কালাংড়া,খেমটা,দিনেন্দ্রনাথ ঠাকুর
00479,"এসো শ্যামল সুন্দর,",1937,প্রকৃতি,বর্ষা,26,দেশ,ত্রিতাল,শান্তিদেব ঘোষ
00480,"ব্যাকুল বকুলের ফুলে ভ্রমর মরে পথ ভুলে॥",1917,প্রকৃতি,সাধারণ,9,পরজ-বসন্ত,নবতাল,দিনেন্দ্রনাথ ঠাকুর (দুটি)
00481,"আবার শ্রাবণ হয়ে এলে ফিরে",1914,প্রকৃতি,বর্ষা,101,কাফি,ত্রিতাল,দিনেন্দ্রনাথ ঠাকুর
00482,"ধরণী, দূরে চেয়ে কেন আজ আছিস জেগে",1923,প্রকৃতি,বর্ষা,102,দেশ,দাদরা,দিনেন্দ্রনাথ ঠাকুর
00483,"হৃদয়ে মন্দ্রিল ডমরু গুরু গুরু",1933,প্রকৃতি,বর্ষা,103,মল্লার,তেওরা,দিনেন্দ্রনাথ ঠাকুর
00484,"মধু-গন্ধে ভরা মৃদু-স্নিগ্ধছায়া নীপ-কুঞ্জতলে",1937,প্রকৃতি,বর্ষা,104,ভৈরবী,দাদরা-কাহারবা,শান্তিদেব ঘোষ
00485,"আমি তখন ছিলেম মগন গহন ঘুমের ঘোরে",1937,প্রকৃতি,বর্ষা,105,কীর্তন,দাদরা,শৈলজারঞ্জন মজুমদার
00486,"আমি শ্রাবণ-আকাশে ওই দিয়েছি পাতি",1937,প্রকৃতি,বর্ষা,106,সাহানা,কাহারবা,শৈলজারঞ্জন মজুমদার
00487,"ভোর থেকে আজ বাদল ছুটেছে আয় গো আয়।",1939,প্রকৃতি,বর্ষা,107,সুর অজ্ঞাত,NA,শৈলজারঞ্জন মজুমদার
00488,"নীল নবঘনে আষাঢ় গগনে তিল ঠাঁই আর নাহি রে।",1900,প্রকৃতি,বর্ষা,108,ইমন,২ + ২ ছন্দ,শৈলজারঞ্জন মজুমদার
00489,"থামাও রিমিকি-ঝিমিকি বরিষণ ঝিল্লিঝনক-ঝননন, হে শ্রাবণ।",1937,প্রকৃতি,বর্ষা,109,হাম্বীর-কেদারা,কাহারবা,শৈলজারঞ্জন মজুমদার
00490,"আজি পল্লিবালিকা অলকগুচ্ছ সাজালো বকুলফুলের দুলে",1937,প্রকৃতি,বর্ষা,110,সুর অজ্ঞাত,NA,শৈলজারঞ্জন মজুমদার
00491,"ওই মালতীলতা দোলে",1936,প্রকৃতি,বর্ষা,111,পিলু,কাহারবা,শান্তিদেব ঘোষ
00492,"আঁধার অম্বরে প্রচণ্ড ডম্বরু বাজিল গম্ভীর গরজনে।",1936,প্রকৃতি,বর্ষা,112,মিশ্র মল্লার,কাহারবা,শান্তিদেব ঘোষ
