"id","name","year","porjaay","section","number","raag","taal","swaralipikar"
02003,"কেন রে ক্লান্তি আসে আবেশভার বহিয়া",1936,গীতিনাট্য ও নৃত্যনাট্য,চিত্রাঙ্গদা,32,ভৈরবী,খেমটা,শৈলজারঞ্জন মজুমদার
02004,"হো, এল এল এল রে দস্যুর দল",1936,গীতিনাট্য ও নৃত্যনাট্য,চিত্রাঙ্গদা,33,ইমন,কাহারবা,শৈলজারঞ্জন মজুমদার
02005,"সন্ত্রাসের বিহ্বলতা নিজেরে অপমান",1936,গীতিনাট্য ও নৃত্যনাট্য,চিত্রাঙ্গদা,34,ইমন‌কল্যাণ‌,দাদরা,দিনেন্দ্রনাথ ঠাকুর
02006,"চিত্রাঙ্গদা রাজকুমারী",1936,গীতিনাট্য ও নৃত্যনাট্য,চিত্রাঙ্গদা,35,কাফি,কাহারবা,শৈলজারঞ্জন মজুমদার
02007,"ছি ছি, কুৎসিত কুরূপ সে",1936,গীতিনাট্য ও নৃত্যনাট্য,চিত্রাঙ্গদা,36,বেহাগ,কাহারবা,শৈলজারঞ্জন মজুমদার
02008,"আগ্রহ মোর অধীর অতি-",1936,গীতিনাট্য ও নৃত্যনাট্য,চিত্রাঙ্গদা,37,সোহিনী,কাহারবা,শৈলজারঞ্জন মজুমদার
02009,"নারীর ললিত লোভন লীলায় এখনি কেন এ ক্লান্তি",1936,গীতিনাট্য ও নৃত্যনাট্য,চিত্রাঙ্গদা,38,পিলু,দাদরা,শৈলজারঞ্জন মজুমদার
02010,"যদি মিলে দেখা তবে তারি সাথে",1936,গীতিনাট্য ও নৃত্যনাট্য,চিত্রাঙ্গদা,39,মিশ্র কেদারা,কাহারবা,শৈলজারঞ্জন মজুমদার
02011,"ভাগ্যবতী সে যে",1936,গীতিনাট্য ও নৃত্যনাট্য,চিত্রাঙ্গদা,40,ভৈরব,কাহারবা,শৈলজারঞ্জন মজুমদার
02012,"লহো লহো ফিরে লহো",1936,গীতিনাট্য ও নৃত্যনাট্য,চিত্রাঙ্গদা,41,বাহার,খেমটা,শৈলজারঞ্জন মজুমদার
02013,"তাই হোক তবে তাই হোক",1936,গীতিনাট্য ও নৃত্যনাট্য,চিত্রাঙ্গদা,42,কীর্তন,কাহারবা,শৈলজারঞ্জন মজুমদার
02014,"বিনা সাজে সাজি দেখা দিবে তুমি কবে-",1936,গীতিনাট্য ও নৃত্যনাট্য,চিত্রাঙ্গদা,43,কীর্তন,ষষ্ঠী (দাদরা),দিনেন্দ্রনাথ ঠাকুর
02015,"এসো এসো পুরুষোত্তম, এসো এসো বীর মম!",1936,গীতিনাট্য ও নৃত্যনাট্য,চিত্রাঙ্গদা,44,কীর্তন ও মিশ্র রামকেলি,কাহারবা,শৈলজারঞ্জন মজুমদার
02016,"আমি চিত্রাঙ্গদা, আমি রাজেন্দ্রনন্দিনী",1936,গীতিনাট্য ও নৃত্যনাট্য,চিত্রাঙ্গদা,45,সাহানা,কাহারবা,শৈলজারঞ্জন মজুমদার
02017,"তৃষ্ণার শান্তি সুন্দরকান্তি",1936,গীতিনাট্য ও নৃত্যনাট্য,চিত্রাঙ্গদা,46,বেহাগ,কাহারবা,শৈলজারঞ্জন মজুমদার
02018,"এস' এস' বসন্ত ধরাতলে-",1936,গীতিনাট্য ও নৃত্যনাট্য,চিত্রাঙ্গদা,47,বসন্ত-পঞ্চম-ভৈরব-বাহার,কাহারবা,শৈলজারঞ্জন মজুমদার
02019,"তুমি ইন্দ্রমণির হার",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,1,কীর্তন,দাদরা,সুশীলকুমার ভঞ্জচৌধুরী
02020,"না না না বন্ধু",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,2,কালাংড়া,কাহারবা,সুশীলকুমার ভঞ্জচৌধুরী
02021,"ও জান না কি",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,3,বিভাস-কীর্তন,দাদরা,সুশীলকুমার ভঞ্জচৌধুরী
02022,"থামো, থামো-",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,4,বিভাস-কীর্তন,কাহারবা,সুশীলকুমার ভঞ্জচৌধুরী
02023,"এই পেটিকা আমার বুকের পাঁজর যে রে-",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,5,কীর্তন,দাদরা,সুশীলকুমার ভঞ্জচৌধুরী
02024,"ভালো ভালো, তুমি দেখব পালাও কোথা।",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,6,কীর্তন,খেমটা,সুশীলকুমার ভঞ্জচৌধুরী
02025,"হে বিরহী, হায়, চঞ্চল হিয়া তব-",1933,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,7,বেহাগ,কাহারবা,শৈলজারঞ্জন মজুমদার
02026,"ফিরে যাও, কেন ফিরে ফিরে যাও",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,8,কাফি,ঝাঁপতাল,সুশীলকুমার ভঞ্জচৌধুরী
02027,"মায়াবনবিহারিণী হরিণী",1934,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,9,ইমন‌কল্যাণ‌,কাহারবা,সুশীলকুমার ভঞ্জচৌধুরী
02028,"হতাশ হোয়ো না, হোয়ো না, হোয়ো না সখা।",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,10,কীর্তন,দাদরা- কাহারবা,সুশীলকুমার ভঞ্জচৌধুরী
02029,"জীবনে পরম লগন কোরো না হেলা",1938,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,11,ভৈরবী,দাদরা,শান্তিদেব ঘোষ; সুশীলকুমার ভঞ্জচৌধুরী
02030,"ধরা সে যে দেয় নাই, দেয় নাই",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,12,খাম্বাজ,কাহারবা,সুশীলকুমার ভঞ্জচৌধুরী
02031,"ধর ধর, ওই চোর, ওই চোর।",1936,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,13,মালকোষ,কাহারবা,শান্তিদেব ঘোষ; সুশীলকুমার ভঞ্জচৌধুরী
02032,"আহা মরি মরি",1936,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,14,ইমন,ষষ্ঠী,শান্তিদেব ঘোষ; সুশীলকুমার ভঞ্জচৌধুরী
02033,"সুন্দরের বন্ধন নিষ্ঠুরের হাতে",1936,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,15,মিশ্র কেদারা,দাদরা,শান্তিদেব ঘোষ; সুশীলকুমার ভঞ্জচৌধুরী
02034,"তোমাদের একি ভ্রান্তি-",1936,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,16,বেহাগ,কাহারবা,শান্তিদেব ঘোষ; সুশীলকুমার ভঞ্জচৌধুরী
02035,"চুরি হয়ে গেছে রাজকোষে-",1936,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,17,খাম্বাজ,কাহারবা,শান্তিদেব ঘোষ; সুশীলকুমার ভঞ্জচৌধুরী
02036,"এ কী খেলা হে সুন্দরী",1936,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,18,পরজ-রামকেলি,দাদরা,শান্তিদেব ঘোষ; সুশীলকুমার ভঞ্জচৌধুরী
02037,"রাজার প্রহরী ওরা অন্যায় অপবাদে",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,19,কেদারা,দাদরা,সুশীলকুমার ভঞ্জচৌধুরী
02038,"ন্যায় অন্যায় জানি নে, জানি নে, জানি নে-",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,20,কাফি-মুলতান,দাদরা,সুশীলকুমার ভঞ্জচৌধুরী
02039,"এতদিন তুমি, সখা, চাহ নি কিছু-",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,21,ভৈরবী,কাহারবা,সুশীলকুমার ভঞ্জচৌধুরী
02040,"আমার জীবনপাত্র উচ্ছলিয়া মাধুরী করেছ দান-",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,22,রামকেলি,দাদরা,সুশীলকুমার ভঞ্জচৌধুরী
02041,"তোমার প্রেমের বীর্যে",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,23,মিশ্র কেদারা,দাদরা,সুশীলকুমার ভঞ্জচৌধুরী
02042,"প্রহরী, ওগো প্রহরী, লহো লহো লহো মোরে বাঁধি।",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,24,কেদারা,কাহারবা,সুশীলকুমার ভঞ্জচৌধুরী
02043,"বুক যে ফেটে যায় হায় হায় রে",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,25,কাফি-কানাড়া,কাহারবা,সুশীলকুমার ভঞ্জচৌধুরী
02044,"নাম লহো দেবতার। দেরি তব নাই আর--",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,26,তিলক কামোদ,কাহারবা,সুশীলকুমার ভঞ্জচৌধুরী
02045,"থাম্‌ রে, থাম্‌ রে তোরা, ছেড়ে দে, ছেড়ে দে-",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,27,বেহাগ-কীর্তন,কাহারবা,সুশীলকুমার ভঞ্জচৌধুরী
02046,"কোন্‌ অপরূপ স্বর্গের আলো",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,28,মিশ্র শঙ্করা,কাহারবা,সুশীলকুমার ভঞ্জচৌধুরী
02047,"বাজে গুরু গুরু শঙ্কার ডঙ্কা",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,29,মেঘমল্লার,কাহারবা,সুশীলকুমার ভঞ্জচৌধুরী
02048,"আহা, এ কী আনন্দ!",1936,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,31,আশাবরী-ভৈরব-ভৈরবী,ঝাঁপতাল,শান্তিদেব ঘোষ; সুশীলকুমার ভঞ্জচৌধুরী
02049,"বোলো না, বোলো না, বোলো না-- আমি দয়াময়ী!",1936,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,32,ভৈরবী,কাহারবা,শান্তিদেব ঘোষ; সুশীলকুমার ভঞ্জচৌধুরী
02050,"জেনো প্রেম চিরঋণী আপনারি হরষে",1936,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,33,পিলু-বারোয়াঁ,ঝাঁপতাল,শান্তিদেব ঘোষ; সুশীলকুমার ভঞ্জচৌধুরী
02051,"প্রেমের জোয়ারে ভাসাবে দোঁহারে-",1936,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,34,বাহার,দাদরা,শান্তিদেব ঘোষ; সুশীলকুমার ভঞ্জচৌধুরী
02052,"হায়, হায় রে, হায় পরবাসী, হায় গৃহছাড়া উদাসী।",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,35,পিলু-ভীমপলশ্রী,কাহারবা,সুশীলকুমার ভঞ্জচৌধুরী
02053,"পুরী হতে পালিয়েছে যে পুরসুন্দরী",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,36,মিশ্র শঙ্করা,দাদরা,সুশীলকুমার ভঞ্জচৌধুরী
02054,"রাজভবনের সমাদর সম্মান ছেড়ে",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,37,সোহিনী,দাদরা,সুশীলকুমার ভঞ্জচৌধুরী
02055,"দাঁড়াও, কোথা চলো, তোমরা কে বলো বলো॥",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,38,খাম্বাজ,কাহারবা,সুশীলকুমার ভঞ্জচৌধুরী
02056,"কোন্‌ বাঁধনের গ্রন্থি বাঁধিল দুই অজানারে",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,39,ভৈরবী-কালাংড়া,কাহারবা,সুশীলকুমার ভঞ্জচৌধুরী
02057,"হৃদয়বসন্তবনে যে মাধুরী বিকাশিল",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,40,ছায়ানট,কাহারবা,সুশীলকুমার ভঞ্জচৌধুরী
02058,"নীরবে থাকিস সখী, ও তুই নীরবে থাকিস",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,42,বাউল,দাদরা,সুশীলকুমার ভঞ্জচৌধুরী
02059,"কী করিয়া সাধিলে অসাধ্য ব্রত কহো বিবরিয়া।",1936,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,43,কেদারা,কাহারবা,শান্তিদেব ঘোষ; সুশীলকুমার ভঞ্জচৌধুরী
02060,"কাঁদিতে হবে রে, রে পাপিষ্ঠা, জীবনে পাবি না শান্তি।",1936,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,44,শঙ্করা,কাহারবা,শান্তিদেব ঘোষ; সুশীলকুমার ভঞ্জচৌধুরী
02061,"হে, ক্ষমা করো নাথ, ক্ষমা করো।",1936,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,45,পিলু-দেশ,কাহারবা,শান্তিদেব ঘোষ; সুশীলকুমার ভঞ্জচৌধুরী
02062,"এ জন্মের লাগি",1936,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,46,মিশ্র কেদারা,কাহারবা,শান্তিদেব ঘোষ; সুশীলকুমার ভঞ্জচৌধুরী
02063,"হায়, এ কী সমাপন!",1936,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,47,ভৈরবী,কাহারবা,শান্তিদেব ঘোষ; সুশীলকুমার ভঞ্জচৌধুরী
02064,"তোমায় দেখে মনে লাগে ব্যথা",1939,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,48,কীর্তন,দাদরা,সুশীলকুমার ভঞ্জচৌধুরী
02065,"এসো এসো, এসো প্রিয়ে",1936,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,49,ভৈরবী,দাদরা,শান্তিদেব ঘোষ; সুশীলকুমার ভঞ্জচৌধুরী
02066,"হায় রে, হায় রে নূপুর",1936,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,50,কীর্তন,দাদরা,শান্তিদেব ঘোষ; সুশীলকুমার ভঞ্জচৌধুরী
02067,"সব-কিছু কেন নিল না, নিল না, নিল না",1936,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,51,মুলতান-ভীমপলশ্রী,দাদরা,শান্তিদেব ঘোষ; সুশীলকুমার ভঞ্জচৌধুরী
02068,"এসেছি প্রিয়তম, ক্ষম মোরে ক্ষম",1936,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,52,ভৈরবী,দাদরা,শান্তিদেব ঘোষ; সুশীলকুমার ভঞ্জচৌধুরী
02069,"ক্ষমিতে পারিলাম না যে",1936,গীতিনাট্য ও নৃত্যনাট্য,শ্যামা,53,দেশ,ঝম্পক,শান্তিদেব ঘোষ; সুশীলকুমার ভঞ্জচৌধুরী
02070,"মোরা জলে স্থলে কত ছলে মায়াজাল গাঁথি।",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,1,পিলু,দাদরা,ইন্দিরা দেবী
02071,"পথহারা তুমি পথিক যেন গো সুখের কাননে",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,2,ইমন‌কল্যাণ‌,কাহারবা,ইন্দিরা দেবী; অনুল্লিখিত
02072,"জীবনে আজ কি প্রথম এল বসন্ত!",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,3,কানাড়া,দাদরা,ইন্দিরা দেবী; অনুল্লিখিত; ম্ক
02073,"কাছে আছে দেখিতে না পাও",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,4,কাফি,দাদরা,ইন্দিরা দেবী; অনুল্লিখিত
02074,"আমার পরান যাহা চায়",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,5,পিলু,ত্রিতাল,ইন্দিরা দেবী; জ্যোতিরিন্দ্রনাথ ঠাকুর
02075,"সখী, সে গেল কোথায়",1883,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,6,বেহাগ,দাদরা,ইন্দিরা দেবী
02076,"দে লো, সখী, দে পরাইয়ে গলে",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,7,দেশ মল্লার,কাহারবা,ইন্দিরা দেবী; জ্যোতিরিন্দ্রনাথ ঠাকুর
02077,"সখী, বহে গেল বেলা, শুধু হাসিখেলা",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,8,বিলাবল-কীর্তন,দাদরা,ইন্দিরা দেবী; জ্যোতিরিন্দ্রনাথ ঠাকুর
02078,"ওলো, রেখে দে সখী, রেখে দে-",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,9,খাম্বাজ,দাদরা,জ্যোতিরিন্দ্রনাথ ঠাকুর; ইন্দিরা দেবী
02079,"প্রেমের ফাঁদ পাতা ভুবনে-",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,10,মিশ্র দেশ,তেওরা,জ্যোতিরিন্দ্রনাথ ঠাকুর; ইন্দিরা দেবী
02080,"যেয়ো না, যেয়ো না ফিরে-",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,11,নট ভূপালী,ঝাঁপতাল,অনুল্লিখিত; ইন্দিরা দেবী
02081,"কে ডাকে! আমি কভু ফিরে নাহি চাই।",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,12,পরজ,ত্রিতাল,অনুল্লিখিত; ইন্দিরা দেবী
02082,"এসেছি গো এসেছি, মন দিতে এসেছি-",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,13,পিলু-বারোয়াঁ,ত্রিতাল,জ্যোতিরিন্দ্রনাথ ঠাকুর; অনুল্লিখিত; ইন্দিরা দেবী
02083,"ওকে বলো, সখী, বলো, কেন মিছে করে ছল-",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,14,বেহাগ-কীর্তন,দাদরা,জ্যোতিরিন্দ্রনাথ ঠাকুর; ইন্দিরা দেবী
02084,"আমি মিছে ঘুরি এ জগতে কিসের পাকে",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,15,কীর্তন,কাহারবা,অনুল্লিখিত; ইন্দিরা দেবী
02085,"তারে দেখাতে পারি নে কেন প্রাণ খুলে গো।",1883,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,16,দেশ,ঝাঁপতাল,ইন্দিরা দেবী
02086,"সখা, আপন মন নিয়ে কাঁদিয়ে মরি",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,17,ভৈরবী,তেওরা,অনুল্লিখিত; ইন্দিরা দেবী
02087,"আমি জেনে শুনে বিষ করেছি পান।",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,18,দেশ,তেওরা,জ্যোতিরিন্দ্রনাথ ঠাকুর; ইন্দিরা দেবী
02088,"ভালোবেসে যদি সুখ নাহি",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,19,কাফি,কাহারবা,জ্যোতিরিন্দ্রনাথ ঠাকুর; ইন্দিরা দেবী
02089,"দেখো চেয়ে দেখো ওই কে আসিছে।",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,20,বেহাগ,ঝাঁপতাল,অনুল্লিখিত; ইন্দিরা দেবী
02090,"সুখে আছি সুখে আছি, সখা, আপন- মনে।",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,21,কীর্তন,দাদরা,জ্যোতিরিন্দ্রনাথ ঠাকুর; ইন্দিরা দেবী
02091,"ভালোবেসে দুখ সেও সুখ, সুখ নাহি আপনাতে।",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,22,পিলু-ভীমপলশ্রী-কীর্তন,একতাল,জ্যোতিরিন্দ্রনাথ ঠাকুর; ইন্দিরা দেবী
02092,"ওই কে গো হেসে চায়, চায় প্রাণের পানে।",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,23,হাম্বীর,কাহারবা,ইন্দিরা দেবী
02093,"দূরে দাঁড়ায়ে আছে",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,24,ভৈরব-ভৈরবী,কাহারবা,অনুল্লিখিত; ইন্দিরা দেবী
02094,"প্রেমপাশে ধরা পড়েছে দুজনে",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,25,মিশ্র কালাংড়া,দাদরা,অনুল্লিখিত; ইন্দিরা দেবী
02095,"ওগো, দেখি আঁখি তুলে চাও-",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,26,দেশ মল্লার,দাদরা,অনুল্লিখিত; ইন্দিরা দেবী
02096,"ওকে বোঝা গেল না-- চলে আয়, চলে আয়।",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,27,কীর্তন,কাহারবা,অনুল্লিখিত; ইন্দিরা দেবী
02097,"দিবসরজনী আমি যেন কার",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,28,পিলু,ত্রিতাল,জ্যোতিরিন্দ্রনাথ ঠাকুর; ইন্দিরা দেবী
02098,"সখী, সাধ করে যাহা দিবে তাই লইব।",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,29,বাহার,ত্রিতাল,অনুল্লিখিত; ইন্দিরা দেবী
02099,"আমি হৃদয়ের কথা বলিতে ব্যাকুল",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,30,খাম্বাজ-কীর্তন,একতাল,ইন্দিরা দেবী; অনুল্লিখিত
02100,"নিমেষের তরে শরমে বাধিল, মরমের কথা হল না।",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,31,খাম্বাজ,কাহারবা,জ্যোতিরিন্দ্রনাথ ঠাকুর; ইন্দিরা দেবী
02101,"ওগো সখী, দেখি দেখি মন কোথা আছে।",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,32,পিলু,দাদরা,ইন্দিরা দেবী
02102,"এ তো খেলা নয়, খেলা নয়।",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,33,মিশ্র ছায়ানট,কাহারবা,জ্যোতিরিন্দ্রনাথ ঠাকুর; ইন্দিরা দেবী
02103,"সে জন কে, সখী, বোঝা গেছে",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,34,কাফি,দাদরা,অনুল্লিখিত; ইন্দিরা দেবী
02104,"ওই মধুর মুখ জাগে মনে।",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,35,রামকেলি-ভৈরবী,দাদরা,জ্যোতিরিন্দ্রনাথ ঠাকুর; ইন্দিরা দেবী
02105,"তারে কেমনে ধরিবে, সখী, যদি ধরা দিলে।",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,36,মিশ্র রামকেলি,কাহারবা,অনুল্লিখিত; ইন্দিরা দেবী
02106,"সকল হৃদয় দিয়ে ভালোবেসেছি যারে",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,37,সাহানা,কাহারবা,জ্যোতিরিন্দ্রনাথ ঠাকুর; ইন্দিরা দেবী
02107,"তুমি কে গো, সখীরে কেন জানাও বাসনা।",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,38,বিলাবল,দাদরা,ইন্দিরা দেবী
02108,"তবে সুখে থাকো সুখে থাকো-- আমি যাই-- যাই।",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,39,বেহাগ,কাহারবা,ইন্দিরা দেবী
02109,"সেই শান্তিভবন ভুবন কোথা গেল-",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,40,কাফি সিন্ধু‌,ত্রিতাল,জ্যোতিরিন্দ্রনাথ ঠাকুর; ইন্দিরা দেবী
02110,"কাছে ছিলে দূরে গেলে, দূর হতে এসো কাছে।",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,41,মিশ্র আলাহিয়া বিলাব্ল/ মিশ্র কেদারা,দাদরা,অনুল্লিখিত; ইন্দিরা দেবী
02111,"দেখো, সখা, ভুল করে ভালোবেসো না।",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,42,বিলাবল,কাহারবা,অনুল্লিখিত; ইন্দিরা দেবী
02112,"ভুল করেছিনু, ভুল ভেঙেছে।",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,43,কীর্তন,কাহারবা,ইন্দিরা দেবী
02113,"অলি বার বার ফিরে যায়",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,44,পিলু,দাদরা,জ্যোতিরিন্দ্রনাথ ঠাকুর; ইন্দিরা দেবী
02114,"ওই কে আমায় ফিরে ডাকে।",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,45,মিশ্র পূরবী,কাহারবা,ইন্দিরা দেবী
02115,"বিদায় করেছ যারে নয়নজলে",1886,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,46,দরবারী কানা‌ড়া,ঝাঁপতাল,ইন্দিরা দেবী
02116,"না বুঝে কারে তুমি ভাসালে আঁখিজলে!",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,47,ইমন-ভূপালী,কাহারবা,ইন্দিরা দেবী
02117,"আমি কারেও বুঝি নে, শুধু বুঝেছি তোমারে।",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,48,বেহাগ,ত্রিতাল,ইন্দিরা দেবী
02118,"প্রভাত হইল নিশি কানন ঘুরে",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,49,বিভাস-কালাংড়া,কাহারবা,জ্যোতিরিন্দ্রনাথ ঠাকুর; ইন্দিরা দেবী
02119,"এস' এস', বসন্ত, ধরাতলে।",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,50,বসন্ত-পঞ্চম-ভৈরব-বাহার,কাহারবা,ইন্দিরা দেবী
02120,"মধুর বসন্ত এসেছে মধুর মিলন ঘটাতে।",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,51,বাহার,কাহারবা,ইন্দিরা দেবী
02121,"আজি আঁখি জুড়ালো হেরিয়ে",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,52,ভীমপলশ্রী-মুল্তান,ত্রিতাল,জ্যোতিরিন্দ্রনাথ ঠাকুর
02122,"এ কি স্বপ্ন! এ কি মায়া!",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,53,বেহাগ,ত্রিতাল,জ্যোতিরিন্দ্রনাথ ঠাকুর
02123,"আহা, আজি এ বসন্তে এত ফুল ফুটে",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,54,পাশ্চাত্য ভাঙা,ত্রিতাল,জ্যোতিরিন্দ্রনাথ ঠাকুর; ইন্দিরা দেবী
02124,"আমি তো বুঝেছি সব, যে বোঝে না- বোঝে",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,55,খাম্বাজ-কীর্তন,ঝাঁপতাল,ইন্দিরা দেবী
02125,"এতদিন বুঝি নাই, বুঝেছি ধীরে-",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,56,গৌড় সারং-কীর্তন,ঝাঁপতাল,ইন্দিরা দেবী
02126,"চাঁদ হাসো, হাসো-",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,57,বসন্ত-পঞ্চম,খেমটা,ইন্দিরা দেবী
02127,"আর কেন, আর কেন",1888,গীতিনাট্য ও নৃত্যনাট্য,মায়ার খেলা,58,ভৈরবী,ত্রিতাল,জ্যোতিরিন্দ্রনাথ ঠাকুর; ইন্দিরা দেবী
