misc,onote,note,meed,words,noteCount,slurOK,countOK
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,প,p,,এ,1,,
,প,p,,খন্,1,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶⌶,⌶⌶,,,0,,
,{প,p,,আ,1,,
,-স',-s',,র্,1,,
,স',s',,দে,1,,
,স'ন,s'+n,,রি ৹,2,,
,|,|,,,0,,
,ন,n,,ন,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-ধ,-d,,য়্,1,,
,⌶,⌶,,,0,,
,ধ,d,,ধ,1,,
,-ন,-n,,র্,1,,
,ন,n,,গো,1,,
,নধ,n+d,,তো ৹,2,,
,|,|,,,0,,
,^নধ,^n+d,,রা,1,,
,-,-,,৹,1,,
,-প,-p,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,পহ্ম,p+M,,হা ৹,2,,
,-ধ,-d,,৹,1,,
,ধ,d,,তে,1,,
,-প,-p,,৹,1,,
,|,|,,,0,,
,প,p,,হা,1,,
,-হ্ম,-M,,৹,1,,
,হ্ম,M,,তে,1,,
,-প,-p,,৹,1,,
,⌶,⌶,,,0,,
,গ,g,,ধ,1,,
,-,-,,র্,1,,
,প,p,,গো,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,স,s,,আ,1,,
,-,-,,জ্,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,স,s,,আ,1,,
,-,-,,৹,1,,
,র,r,,প,1,,
,-,-,,ন্,1,,
,|,|,,,0,,
,গ,g,,প,1,,
,-,-,,৹,1,,
,হ্ম,M,,থে,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,প,p,,ফি,1,,
,-,-,,র্,1,,
,ধ,d,,তে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,ন,n,,হ,1,,
,-,-,,৹,1,,
,স',s',,বে,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,স',s',,সা,1,,
,-,-,,৹,1,,
,-গ',-g',,ম্,1,,
,গ'র',g'+r',,নে ৹,2,,
,|,|,,,0,,
,র',r',,মি,1,,
,-,-,,৹,1,,
,র',r',,ল,1,,
,-ন,-n,,ন্,1,,
,⌶,⌶,,,0,,
,নর',n+r',,স্ব ৹,2,,
,-,-,,র্,1,,
,স',s',,গ,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,(প,p,,এ,1,,
,প)},p,,খন্,1,,
,⌶,⌶,,,0,,
,স',s',,ও,1,,
,স',s',,রে,1,,
,⌶,⌶,,,0,,
,স'গ',s'+g',,ওই,2,,CHECK
,-,-,,৹,1,,
,গ',g',,উ,1,,
,গ'র',g'+r',,ঠে ৹,2,,
,|,|,,,0,,
,র'গ',r'+g',,ছে ৹,2,,
,-,-,,৹,1,,
,-:,-,BEGIN,৹,1,,
,-র':,-r',END,৹,1,,
,⌶,⌶,,,0,,
,র',r',,শ,1,,
,-গ',-g',,ঙ্,1,,
,গ',g',,খ,1,,
,গ'র',g'+r',,বে ৹,2,,
,|,|,,,0,,
,^গ'র',^g'+r',,‍জে,1,,
,-,-,,৹,1,,
,-স',-s',,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,স',s',,খু,1,,
,-গ',-g',,ল্,1,,
,গ',g',,ল,1,,
,গ'র',g'+r',,দু ৹,2,,
,|,|,,,0,,
,^গ'র',^g'+r',,য়া,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-স',-s',,র্,1,,
,⌶,⌶,,,0,,
,স'ন,s'+n,,ম ৹,2,,
,-র',-r',,ন্,1,,
,স',s',,দি,1,,
,ন,n,,রে,1,,
,|,|,,,0,,
,ধ,d,,যে,1,,
,-,-,,৹,1,,
,-প,-p,,৹,1,,
