misc,onote,note,meed,words,noteCount,slurOK,countOK
,⌶⌶,⌶⌶,,,0,,
,^পস',^p+s',,কো,1,,
,স',s',,থা,1,,
,-,-,,ও,1,,
,|,|,,,0,,
,স',s',,আ,1,,
,র'স',r'+s',,মা ৹,2,,
,-ন,-n,,র্,1,,
,⌶,⌶,,,0,,
,ন,n,,হা,1,,
,স',s',,রি,1,,
,স',s',,য়ে,1,,
,|,|,,,0,,
,স',s',,যাও,1,,
,ন,n,,য়া,1,,
,-,-,,র্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ধন,d+n,,নে ৹,2,,
,-স',-s',,ই,1,,
,^স'ন,^s'+n,,মা,1,,
,|,|,,,0,,
,^ধপ,^d+p,,না,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,প,p,,ম,1,,
,পধ,p+d,,নে ৹,2,,
,-ন,-n,,৹,1,,
,|,|,,,0,,
,ন,n,,ম,1,,
,^ধপ,^d+p,,নে,1,,
|,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,প,p,,মে,1,,
,প,p,,লে,1,,
,-দ,-D,,৹,1,,
,|,|,,,0,,
,দ,D,,দি,1,,
,ণদ,N+D,,লে ৹,2,,
,-প,-p,,ম্,1,,
,⌶,⌶,,,0,,
,প,p,,গা,1,,
,পদ,p+D,,নে ৹,2,,
,-,-,,র্,1,,
,|,|,,,0,,
,দ,D,,সু,1,,
,প,p,,রে,1,,
,-দ,-D,,র্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ম,m,,এ,1,,
,-প,-p,,ই,1,,
,^ধপ,^d+p,,ডা,1,,
,|,|,,,0,,
,^মগ,^m+g,,না,1,,
,-,-,,৹,1,,
,-ম,-m,,৹,1,,
,⌶,⌶,,,0,,
,প,p,,ম,1,,
,পধ,p+d,,নে ৹,2,,
,-ন,-n,,৹,1,,
,|,|,,,0,,
,ন,n,,ম,1,,
,^ধপ,^d+p,,নে,1,,
,-,-,,৹,1,,
,⌶⌶,⌶⌶,,,0,,
