misc,onote,note,meed,words,noteCount,slurOK,countOK
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,র,r,,মো,1,,
,স,s,,রা,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶⌶,⌶⌶,,,0,,
,^স.ন,^s.+n,,জ,1,,
,স,s,,লে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,^জ্ঞর,^G+r,,স্হ,1,,
,র,r,,লে,1,,
,-জ্ঞ,-G,,৹,1,,
,⌶,⌶,,,0,,
,^জ্ঞর,^G+r,,ক,1,,
,রজ্ঞ,r+G,,ত ৹,2,,
,-মজ্ঞ,-m+G,,৹ ৹,2,,
,|,|,,,0,,
,র,r,,ছ,1,,
,স,s,,লে,1,,
,-প,-p,,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,প,p,,মা,1,,
,প,p,,য়া,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,ম,m,BEGIN,জা,1,,
,-র,-r,END,৹,1,,
,ম,m,,ল,1,,
,⌶,⌶,,,0,,
,জ্ঞ,G,,গাঁ,1,,
,-র,-r,,৹,1,,
,স,s,,থি,1,,
,|,|,,,0,,
|,-,-,,৹,1,,
,স,s,,মো,1,,
,ন.,n.,,রা,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,দ.,D.,,স্ব,1,,
,ন.,n.,,প,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,স,s,,ন,1,,
,স,s,BEGIN,র,1,,
,-র,-r,END,৹,1,,
,⌶,⌶,,,0,,
,^রস,^r+s,,চ,1,,
,ন.,n.,,না,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,দ.,D.,,ক,1,,
,প.,p.,,রি,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,-দ.,-D.,BEGIN,৹,1,,
,-ম.,-m.,END,৹,1,,
,প.,p.,,অ,1,,
,|,|,,,0,,
,ন.,n.,,ল,1,,
,ন.,n.,,স,1,,
,ন.,n.,,ন,1,,
,⌶,⌶,,,0,,
,স,s,,য়,1,,
,ন.স,n.+s,,ন ৹,2,,
,-র,-r,,৹,1,,
,|,|,,,0,,
,সন.,s+n.,,ভ ৹,2,,
,স,s,,রি,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,স,s,,গো,1,,
,|,|,,,0,,
,র,r,,প,1,,
,স,s,,নে,1,,
,ন.,n.,,হৃ,1,,
,⌶,⌶,,,0,,
,স,s,,দ,1,,
,ন.সর,n.+s+r,,য়ে ৹ ৹,3,,
,-জ্ঞ,-G,,৹,1,,
,|,|,,,0,,
,র,r,,প,1,,
,জ্ঞ,G,,শি,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,র,r,,কু,1,,
,|,|,,,0,,
,জ্ঞ,G,,হ,1,,
,ম,m,,ক,1,,
,প,p,,আ,1,,
,⌶,⌶,,,0,,
,ম,m,,স,1,,
,^মজ্ঞ,^m+G,,ন,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,র,r,,পা,1,,
,স,s,,তি,1,,
,-প,-p,,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,প,p,,মা,1,,
,প,p,,য়া,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,ম,m,BEGIN,জা,1,,
,-র,-r,END,৹,1,,
,ম,m,,ল,1,,
,⌶,⌶,,,0,,
,জ্ঞ,G,,গাঁ,1,,
,-র,-r,,৹,1,,
,স,s,,থি,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,স,s,,মো,1,,
,স,s,,রা,1,,
