misc,onote,note,meed,words,noteCount,slurOK,countOK
,⌶⌶,⌶⌶,,,0,,
,স,s,,অ,1,,
,স,s,BEGIN,নে,1,,
,-দ,-D,END,ক্,1,,
,|,|,,,0,,
,দ,D,,পাও,1,,
,^দপ,^D+p,,য়া,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
|,-,-,,৹,1,,
,-স,-s,,র্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স,s,,অ,1,,
,স,s,,নে,1,,
,-স',-s',,ক্,1,,
,|,|,,,0,,
,স',s',,পাও,1,,
,স',s',,য়া,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,^স'ণ,^s'+N,,মা,1,,
,ণ,N,,ঝে,1,,
,-দ,-D,,৹,1,,
,|,|,,,0,,
,দ,D,,মা,1,,
,দ,D,,ঝে,1,,
,-প,-p,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,-^পণ,-^p+N,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-দ,-D,,৹,1,,
,-,-,,৹,1,,
,-প,-p,,৹,1,,
,|,|,,,0,,
,^পম,^p+m,,ক,1,,
,প,p,,বে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,^পদ,^p+D,,ক,1,,
,দ,D,,খ,1,,
,-প,-p,,ন্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^পম,^p+m,,এ,1,,
,-,-,,ক্,1,,
,ণ,N,,টু,1,,
,|,|,,,0,,
,^ণদ,^N+D,,খা,1,,
,^দপ,^D+p,,নি,1,,
,-দ,-D,,৹,1,,
,|,|,,,0,,
,^মপ,^m+p,,পাও,1,,
,ম,m,,য়া,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-^পম,-^p+m,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^মজ্ঞ,^m+G,,সে,1,,
,-,-,,ই,1,,
,জ্ঞ,G,,টু,1,,
,|,|,,,0,,
,র,r,,কু,1,,
,মজ্ঞ,m+G,,তে ৹,2,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-ঋ,-R,BEGIN,৹,1,,
,-স,-s,END,৹,1,,
,-,-,,ই,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স,s,,সে,1,,
,-জ্ঞ,-G,,ই,1,,
,জ্ঞ,G,,টু,1,,
,|,|,,,0,,
,^জ্ঞর,^G+r,,কু,1,,
,মজ্ঞ,m+G,,তে ৹,2,,
,-ঋ,-R,,ই,1,,
,|,|,,,0,,
,স,s,,জা,1,,
,স,s,,গা,1,,
,-ঋ,-R,,য়্,1,,
,|,|,,,0,,
,^ঋম,^R+m,,দ,1,,
,^মজ্ঞ,^m+G,,খি,1,,
,-,-,,ন্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ঋ,R,,হাও,1,,
,স,s,,য়া,1,,
,-ণ.,-N.,,৹,1,,
,|,|,,,0,,
,দ.,D.,,দ,1,,
,দ.,D.,,খি,1,,
,-ণ.,-N.,,ন্,1,,
,|,|,,,0,,
,^ণ.স,^N.+s,,হা,1,,
,-,-,,৹,1,,
,-র,-r,,ও,1,,
,|,|,,,0,,
,জ্ঞ,G,BEGIN,য়া,1,,
,-,-,CONTINUE,৹,1,,
,-ঋ,-R,END,৹,1,,
,⌶⌶,⌶⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,-,-,,র্,1,,
,⌶,⌶,,,0,,
,⌶⌶,⌶⌶,,,0,,
,দ,D,,দি,1,,
,দ,D,,নে,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,ণ,N,,প,1,,
,স',s',,রে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,^স'ঋ',^s'+R',,দি,1,,
,-,-,,ন্,1,,
,স',s',,চ,1,,
,|,|,,,0,,
,^স'ন,^s'+n,,লে,1,,
,স',s',,যা,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,-ঋ',-R',,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-স',-s',,৹,1,,
,-ন,-n,,৹,1,,
,|,|,,,0,,
,-স',-s',,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,য়্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^স'ঋ',^s'+R',,যে,1,,
,স',s',,ন,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,ণ,N,,তা,1,,
,দ,D,,রা,1,,
,-প,-p,,৹,1,,
,|,|,,,0,,
,^পম,^p+m,,প,1,,
,ণদ,N+D,,থে ৹,2,,
