misc,onote,note,meed,words,noteCount,slurOK,countOK
,⌶⌶,⌶⌶,,,0,,
,স,s,,কা,1,,
,-,-,,ল্,1,,
,স,s,,স,1,,
,|,|,,,0,,
,স,s,,কা,1,,
,গ,g,,লে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,র,r,,উ,1,,
,-গ,-g,,ঠ্,1,,
,স,s,,ব,1,,
,|,|,,,0,,
,র,r,,মো,1,,
,গ,g,,রা,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স,s,,যা,1,,
,স,s,,ব,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,গ,g,,ন,1,,
,প,p,,দী,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,ধ,d,,কূ,1,,
,ধ,d,,লে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ধ,d,,শি,1,,
,-স',-s',,ব্,1,,
,স'ন,s'+n,,গ ৹,2,,
,|,|,,,0,,
,ধ,d,,ড়ি,1,,
,পম,p+m,,য়ে ৹,2,,
,-প,-p,,৹,1,,
,|,|,,,0,,
,গ,g,,ক,1,,
,-,-,,র্,1,,
,স,s,,ব,1,,
,|,|,,,0,,
,র,r,,পু,1,,
,গ,g,,জো,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স,s,,আ,1,,
,-,-,,ন্,1,,
,ধ.,d.,,ব,1,,
,|,|,,,0,,
,ধ.,d.,,কু,1,,
,ধ.,d.,,সু,1,,
,-র,-r,,ম্,1,,
,|,|,,,0,,
,র,r,,তু,1,,
,স,s,,লে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
[গ,{স,s,,মো,1,,
গর],স,s,,রা,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স,s,,ভো,1,,
,সন.,s+n.,,রে ৹,2,,
,-স,-s,,র্,1,,
,|,|,,,0,,
,র,r,,বে,1,,
,গ,g,,লা,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,র,r,,গাঁ,1,,
,-গ,-g,,থ্,1,,
,স,s,,ব,1,,
,|,|,,,0,,
,র,r,,মা,1,,
,গ,g,,লা,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স,s,,দু,1,,
,-,-,,ল্,1,,
,স,s,,ব,1,,
,|,|,,,0,,
,গ,g,,সে,1,,
,র,r,,দো,1,,
,-ম,-m,,৹,1,,
,|,|,,,0,,
,গ,g,,লা,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-},-,,য়্,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স',s',,বা,1,,
,স'ন,s'+n,,জি ৹,2,,
,স',s',,য়ে,1,,
,|,|,,,0,,
,ধ,d,,বাঁ,1,,
,পহ্ম,p+M,,শি ৹,2,,
,-প,-p,,৹,1,,
,|,|,,,0,,
,গ,g,,গা,1,,
,-,-,,ন্,1,,
,স,s,,গা,1,,
,|,|,,,0,,
,র,r,,হি,1,,
,গ,g,,ব,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স,s,,ব,1,,
,স,s,,কু,1,,
,-ধ.,-d.,,৹,1,,
,|,|,,,0,,
,ধ.,d.,,লে,1,,
,-র,-r,,র্,1,,
,র,r,,ত,1,,
,|,|,,,0,,
,স,s,,লা,1,,
,-,-,,৹,1,,
,-,-,,য়্,1,,
,|,|,,,0,,
,স',s',,না,1,,
,স'ন,s'+n,,ভা ৹,2,,
,-স',-s',,ই,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,প,p,,কা,1,,
,-গ,-g,,ল্,1,,
,স,s,,স,1,,
,|,|,,,0,,
,র,r,,কা,1,,
,গ,g,,লে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,র,r,,মা,1,,
,স,s,,য়ে,1,,
,-,-,,র্,1,,
