misc,onote,note,meed,words,noteCount,slurOK,countOK
,⌶⌶,⌶⌶,,,0,,
1',{গ,g,,পা,1,,
,-,-,,৹,1,,
,গ,g,,দ,1,,
,|,|,,,0,,
2,গ,g,,প্রা,1,,
,-,-,,ন্,1,,
,গ,g,,তে,1,,
,|,|,,,0,,
0,গ,g,,রা,1,,
,-,-,,৹,1,,
,র,r,,খ',1,,
,|,|,,,0,,
3,স,s,,সে,1,,
,-,-,,৹,1,,
,র,r,,ব,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,গ,g,,কে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-র,-r,,৹,1,,
,-,-,,৹,1,,
,-স,-s,,৹,1,,
,|,|,,,0,,
,-ন.,-n.,,৹,1,,
,-ধ.,-d.,,৹,1,,
,-প.,-p.,,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,প.,p.,,শা,1,,
,-,-,,ন্,1,,
,ধ.,d.,,তি,1,,
,|,|,,,0,,
,স,s,,স,1,,
,স,s,,দ,1,,
,স,s,,ন,1,,
,|,|,,,0,,
,ন.,n.,,সা,1,,
,-,-,,৹,1,,
,স,s,,ধ,1,,
,|,|,,,0,,
,র,r,,ন,1,,
,গ,g,,ধ,1,,
,মগ,m+g,,ন ৹,2,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,র,r,,দে,1,,
,-গ,-g,,৹,1,,
,র,r,,ব,1,,
,|,|,,,0,,
,স,s,,দে,1,,
,-ন.,-n.,,৹,1,,
,র,r,,ব,1,,
,|,|,,,0,,
,স,s,,হে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,(-র)},-r,,৹,1,,
,⌶,⌶,,,0,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,{প,p,,স,1,,
,-,-,,র্,1,,
,প,p,,ব,1,,
,|,|,,,0,,
,প,p,,লো,1,,
,-,-,,৹,1,,
,প,p,,ক,1,,
,|,|,,,0,,
,হ্ম,M,,প,1,,
,হ্ম,M,,র,1,,
,প,p,,ম,1,,
,|,|,,,0,,
,ধ,d,,শ,1,,
,ধ,d,,র,1,,
,প,p,,ণ,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,প,p,,স,1,,
,ধ,d,,ক,1,,
,প,p,,ল,1,,
,|,|,,,0,,
,স',s',,মো,1,,
,-,-,,৹,1,,
,স',s',,হ,1,,
,|,|,,,0,,
,^স'র',^s'+r',,ক,1,,
,স',s',,লু,1,,
,স',s',,ষ,1,,
,|,|,,,0,,
,স',s',,হ,1,,
,স',s',,র,1,,
,স'},s',,ণ,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,স',s',,দু,1,,
,-,-,,ক্,1,,
,ন,n,,খ,1,,
,|,|,,,0,,
,র',r',,তা,1,,
,-,-,,৹,1,,
,স',s',,প,1,,
,|,|,,,0,,
,ন,n,,বি,1,,
,-ধ,-d,,ঘ্,1,,
,ন,n,,ন,1,,
,|,|,,,0,,
,ধ,d,,ত,1,,
,ধ,d,,র,1,,
,প,p,,ণ,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,প,p,,শো,1,,
,-,-,,৹,1,,
,হ্ম,M,,ক,1,,
,|,|,,,0,,
,ধ,d,,শা,1,,
,-,-,,ন্,1,,
,প,p,,ত,1,,
,|,|,,,0,,
,গ,g,,স্নি,1,,
,-,-,,গ্,1,,
,ম,m,,ধ,1,,
,|,|,,,0,,
,গ,g,,চ,1,,
,রস,r+s,,র ৹,2,,
,র,r,,ণ,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,{গ,g,,স,1,,
,-,-,,ৎ,1,,
,গ,g,,ত,1,,
,|,|,,,0,,
,গ,g,,রূ,1,,
,-,-,,৹,1,,
,গ,g,,প,1,,
,|,|,,,0,,
,গ,g,,প্রে,1,,
,-,-,,৹,1,,
,র,r,,ম,1,,
,|,|,,,0,,
,স,s,,রূ,1,,
,-,-,,৹,1,,
,র,r,,প,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,গ,g,,হে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-র,-r,,৹,1,,
,-,-,,৹,1,,
,-স,-s,,৹,1,,
,|,|,,,0,,
,-ন.,-n.,,৹,1,,
,-ধ.,-d.,,৹,1,,
,-প.,-p.,,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,প.,p.,,দে,1,,
,-,-,,৹,1,,
,ধ.,d.,,ব,1,,
,|,|,,,0,,
,স,s,,ম,1,,
,স,s,,নু,1,,
,স,s,,জ,1,,
,|,|,,,0,,
,ন.,n.,,ব,1,,
,-,-,,ন্,1,,
,স,s,,দি,1,,
,|,|,,,0,,
,র,r,,ত,1,,
,গ,g,,প,1,,
,মগ,m+g,,দ ৹,2,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,র,r,,বি,1,,
