misc,onote,note,meed,words,noteCount,slurOK,countOK
,⌶⌶,⌶⌶,,,0,,
,স',s',,আ,1,,
,স',s',,মা,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,স',s',,যে,1,,
,স',s',,স,1,,
,-র',-r',,ব্,1,,
,|,|,,,0,,
,^র'স',^r'+s',,দি,1,,
,ণ,N,,তে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,ধ,d,,হ,1,,
,প,p,,বে,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^পণ,^p+N,,সে,1,,
,ণ,N,,তো,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,ধ,d,,আ,1,,
,প,p,,মি,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,^পর,^p+r,,জা,1,,
,-,-,,৹,1,,
,-গ,-g,,৹,1,,
,|,|,,,0,,
,ম,m,,নি,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,সম,s+m,,আ ৹,2,,
,ম,m,,মা,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,ম,m,,য,1,,
,ম,m,,ত,1,,
,-^পম,-^p+m,,৹,1,,
,|,|,,,0,,
,^মগ,^m+g,,বি,1,,
,-,-,,ৎ,1,,
,^মগ,^m+g,,ত,1,,
,|,|,,,0,,
,র,r,,প্র,1,,
,স,s,,ভু,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স,s,,আ,1,,
,ন.স,n.+s,,মা ৹,2,,
,-র,-r,,র্,1,,
,|,|,,,0,,
,র,r,,য,1,,
,র,r,,ত,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,র,r,,বা,1,,
,-,-,,৹,1,,
,-গ,-g,,৹,1,,
,|,|,,,0,,
,ম,m,,ণী,1,,
,প,p,,স,1,,
,-স',-s',,ব্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স,s,,দি,1,,
,ণ,N,,তে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,^ণধ,^N+d,,হ,1,,
,প,p,,বে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-র,-r,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-প,-p,,৹,1,,
,প,p,,স,1,,
,-,-,,ব্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^মপ,^m+p,,দি,1,,
,ম,m,,তে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,গ,g,,হ,1,,
,র,r,,বে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
|,-,-,,৹,1,,
,⌶⌶,⌶⌶,,,0,,
,⌶⌶,⌶⌶,,,0,,
,ন,n,,আ,1,,
,ন,n,,মা,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,ন,n,,চো,1,,
,ন,n,,খে,1,,
,-স',-s',,র্,1,,
,|,|,,,0,,
,স',s',,চে,1,,
,স',s',,য়ে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,^স'ন,^s'+n,,দে,1,,
,স',s',,খা,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^স'র',^s'+r',,আ,1,,
,^স'ণ,^s'+N,,মা,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,^ণধ,^N+d,,কা,1,,
,প,p,,নে,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,প,p,,শো,1,,
,ম,m,,না,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-গ,-g,,৹,1,,
,-র,-r,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,সপ,s+p,,আ ৹,2,,
,প,p,,মা,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,প,p,,হা,1,,
,প,p,,তে,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,^পধ,^p+d,,নি,1,,
,প,p,,পু,1,,
,-,-,,ণ্,1,,
,|,|,,,0,,
,ম,m,,সে,1,,
,ম,m,,বা,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^মগ,^m+g,,আ,1,,
,গ,g,,মা,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,র,r,,আ,1,,
,স,s,,না,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,স,s,,গো,1,,
,-ন.স,-n.+s,,৹ ৹,2,,
,-র,-r,,৹,1,,
,|,|,,,0,,
,র,r,,না,1,,
,র,r,BEGIN,স,1,,
,-স',-s',END,ব্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স',s',,দি,1,,
,^সণ,^s+N,,তে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,ধ,d,,হ,1,,
,প,p,,বে ৹,1,,CHECK
,-,-,,৹,1,,
,|,|,,,0,,
,-র,-r,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-প,-p,,৹,1,,
,প,p,,স,1,,
,-ধ,-d,,ব্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^মপ,^m+p,,দি,1,,
,ম,m,,তে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,^মগ,^m+g,,হ,1,,
,র,r,,বে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶⌶,⌶⌶,,,0,,
,⌶⌶,⌶⌶,,,0,,
,স,s,,আ,1,,
,স,s,,মা,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,স,s,,প্র,1,,
,স,s,,ভা,1,,
,-,-,,ত্,1,,
,|,|,,,0,,
,স,s,,আ,1,,
,ন.স,n.+s,,মা ৹,2,,
,-র,-r,,র্,1,,
,|,|,,,0,,
,র,r,,স,1,,
,-,-,,ন্,1,,
,র,r,,ধ্যা,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,র,r,,হৃ,1,,
,^রগর,^r+g+r,,দ ৹,2,,
,-গ,-g,,য়্,1,,
,|,|,,,0,,
,ম,m,,প,1,,
,-,-,,ৎ,1,,
,পধ,p+d,,ত্র ৹,2,,
,|,|,,,0,,
,^ধপ,^d+p,,পু,1,,
,ম,m,,টে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-গ,-g,,৹,1,,
,-র,-r,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,রপ,r+p,,গো ৹,2,,
,প,p,,প,1,,
,-,-,,ন্,1,,
,|,|,,,0,,
,প,p,,থে,1,,
,প,p,,কে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,^পধ,^p+d,,তো,1,,
,প,p,,মা,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,ম,m,,পা,1,,
,ম,m,,নে,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^মগ,^m+g,,উ,1,,
,-,-,,ঠ্,1,,
,^মগ,^m+g,,বে,1,,
,|,|,,,0,,
,র,r,,ফু,1,,
,স,s,,টে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,স,s,,ফু,1,,
,-ন.স,-n.+s,,৹ ৹,2,,
,-র,-r,,৹,1,,
,|,|,,,0,,
,র,r,,টে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ন,n,,এ,1,,
,ন,n,,খ,1,,
,-,-,,ন্,1,,
,|,|,,,0,,
,ন,n,,সে,1,,
,ন,n,,যে,1,,
,-স',-s',,৹,1,,
,|,|,,,0,,
,স',s',,আ,1,,
,স',s',,মা,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,^স'ন,^s'+n,,বী,1,,
,স',s',,ণা,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^স'র',^s'+r',,হ,1,,
,^স'ণ,^s'+N,,তে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,^ণধ,^N+d,,ছে,1,,
,প,p,,তা,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,^ধপ,^d+p,,বাঁ,1,,
,ম,m,,ধা,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-গ,-g,,৹,1,,
,-র,-r,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,রপ,r+p,,বা ৹,2,,
,-,-,,জ্,1,,
,প,p,,বে,1,,
,|,|,,,0,,
,প,p,,য,1,,
,প,p,,খ,1,,
,-,-,,ন্,1,,
,|,|,,,0,,
,^পধ,^p+d,,তো,1,,
,প,p,,মা,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,ম,m,,হ,1,,
,ম,m,,বে,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^মগ,^m+g,,তো,1,,
,গ,g,,মা,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,র,r,,সু,1,,
,স,s,,রে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,স,s,,সা,1,,
,-ন.স,-n.+s,,৹ ৹,2,,
,-র,-r,,৹,1,,
,|,|,,,0,,
,র,r,,ধা,1,,
,র,r,,স,1,,
,-স',-s',,ব্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স',s',,দি,1,,
,ণ,N,,তে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,^ণধ,^N+d,,হ,1,,
,প,p,,বে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-র,-r,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-প,-p,,৹,1,,
,প,p,,স,1,,
,-ধ,-d,,ব্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,প,p,,দি,1,,
,ম,m,,তে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,গ,g,,হ,1,,
,র,r,,বে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶⌶,⌶⌶,,,0,,
,⌶⌶,⌶⌶,,,0,,
,স,s,,তো,1,,
,স,s,,মা,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,স,s,,রি,1,,
,স,s,,আ,1,,
,-র,-r,,৹,1,,
,|,|,,,0,,
,ন.স,n.+s,,ন ৹,2,,
,-র,-r,,ন্,1,,
,র,r,,দ,1,,
