misc,onote,note,meed,words,noteCount,slurOK,countOK
,⌶⌶,⌶⌶,,,0,,
,র,r,BEGIN,ছি,1,,
,-প,-p,END,ন্,1,,
,ম,m,,ন,1,,
,ম,m,,পা,1,,
,|,|,,,0,,
,ম,m,,তা,1,,
,-,-,,র্,1,,
,ম,m,,সা,1,,
,-প,-p,,৹,1,,
,⌶,⌶,,,0,,
,গম,g+m,,জা ৹,2,,
,-গ,-g,,ই,1,,
,গ,g,,ত,1,,
,গ,g,,র,1,,
,|,|,,,0,,
,গ,g,,ণী,1,,
,-,-,,৹,1,,
,গ,g,,এ,1,,
,ম,m,,কা,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,^রম,^r+m,,এ,1,,
,ম,m,,কা,1,,
,-গ,-g,,৹,1,,
,গ,g,,ক,1,,
,|,|,,,0,,
,র,r,,রি,1,,
,-স,-s,,৹,1,,
,ন.,n.,,খে,1,,
,-স,-s,,৹,1,,
,⌶,⌶,,,0,,
,র,r,,লা,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
|,-,-,,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,{ম,m,,আ,1,,
,-প,-p,,ন্,1,,
,প,p,,ম,1,,
,প,p,,না,1,,
,|,|,,,0,,
,প,p,,যে,1,,
,প,p,,ন,1,,
,প,p,,দি,1,,
,-ধ,-d,,ক্,1,,
,⌶,⌶,,,0,,
,প,p,BEGIN,বা,1,,
,-ণ,-N,END,৹,1,,
,ণ,N,,লি,1,,
,-ধ,-d,,৹,1,,
,|,|,,,0,,
,^ধপ,^d+p,,কা,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,(-ধ)},-d,,র্,1,,
,⌶,⌶,,,0,,
,-,-,,র্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স',s',,ভা,1,,
,ণ,N,,সা,1,,
,ধ,d,,নো,1,,
,প,p,,মে,1,,
,|,|,,,0,,
,ম,m,,ঘে,1,,
,গ,g,,র,1,,
,র,r,,ভে,1,,
,স,s,,লা,1,,
,⌶⌶,⌶⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,{ম,m,,যে,1,,
,প,p,,ম,1,,
,প,p,,ন,1,,
,প,p,,হে,1,,
,|,|,,,0,,
,প,p,,লা,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,য়্,1,,
,⌶,⌶,,,0,,
,পস',p+s',,অ ৹,2,,
,স',s',,ল,1,,
,স',s',,স,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,স',s',,ছ,1,,
,-,-,,ন্,1,,
,স',s',BEGIN,দে,1,,
,-র',-r',END,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,ণ,N,,কো,1,,
,-স',-s',,ন্,1,,
,ণ,N,,খে,1,,
,ধ,d,,য়া,1,,
,|,|,,,0,,
,ণ,N,,লি,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,র্,1,,
,⌶,⌶,,,0,,
,ধ,d,,কো,1,,
,-স',-s',,ন্,1,,
,ণ,N,,আ,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,পধ,p+d,,ন ৹,2,,
,-,-,,ন্,1,,
,প,p,,দে,1,,
,(-ধ)},-d,,৹,1,,
,⌶,⌶,,,0,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,প,p,,স,1,,
,পণ,p+N,,কা ৹,2,,
,ণ,N,,লে,1,,
,ধ,d,,ধ,1,,
,|,|,,,0,,
,ণ,N,,রা,1,,
,-ধ,-d,,৹,1,,
,ণ,N,,নো,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,ধ,d,BEGIN,আ,1,,
,-স',-s',END,৹,1,,
,^স'ণ,^s'+N,,মে,1,,
,ণ,N,,র,1,,
,|,|,,,0,,
,পধ,p+d,,মু ৹,2,,
,-,-,,৹,1,,
,প,p,,কু,1,,
,-,-,,ল্,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,প,p,,ঝ,1,,
,ধ,d,,রা,1,,
,^ধপ,^d+p,,নো,1,,
,ম,m,,বি,1,,
,|,|,,,0,,
,ম,m,,কা,1,,
,গ,g,,ল,1,,
,র,r,,বে,1,,
,স,s,,লা,1,,
,⌶⌶,⌶⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,{ম,m,,যে,1,,
,প,p,,বা,1,,
,প,p,,তা,1,,
,-,-,,স্,1,,
,|,|,,,0,,
,প,p,,নে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,য়্,1,,
,⌶,⌶,,,0,,
,ম,m,BEGIN,ফু,1,,
,-ণ,-N,END,৹,1,,
,ণ,N,,লে,1,,
,ণ,N,,র,1,,
,|,|,,,0,,
,ণ,N,,গ,1,,
,ধ,d,,ন্,1,,
,স'ণ,s'+N,,ধ ৹,2,,
,ধ,d,,৹,1,CHECK,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,প,p,,ভু,1,,
,ধ,d,,লে,1,,
,প,p,,যা,1,,
,-,-,,য়্,1,,
,|,|,,,0,,
,ম,m,,দি,1,,
,-,-,,৹,1,,
,র,r,BEGIN,ন,1,,
,-ম,-m,END,৹,1,,
,⌶,⌶,,,0,,
,ম,m,,শে,1,,
,-প,-p,,৹,1,,
,প,p,,ষে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,স,s,BEGIN,তা,1,,
,-ম,-m,END,র্,1,,
,ম,m,,হা,1,,
,ম,m,,তে,1,,
,|,|,,,0,,
,ম,m,,দি,1,,
,-,-,,ই,1,,
,ম,m,BEGIN,আ,1,,
,-প,-p,END,৹,1,,
,⌶,⌶,,,0,,
,গম,g+m,,মা ৹,2,,
,-,-,,৹,1,,
,গ,g,,র,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,গ,g,,ছ,1,,
,-,-,,ন্,1,,
,গ,g,BEGIN,দ,1,,
,-ম,-m,END,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,রম,r+m,,কো ৹,2,,
,ম,m,,থা,1,,
,ম,m,,যা,1,,
,-গ,-g,,য়্,1,,
,|,|,,,0,,
,গ,g,,কে,1,,
,-র,-r,,৹,1,,
,স,s,,জা,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,ন.স,n.+s,,নে ৹,2,,
,-র,-r,,৹,1,,
,র,r,,সে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-},-,,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,{ম,m,,,1,,CHECK
,-প,-p,,,1,,CHECK
,প,p,,,1,,CHECK
,প,p,,,1,,CHECK
,|,|,,,0,,
,প,p,,,1,,CHECK
,-,-,,,1,,CHECK
,-,-,,,1,,CHECK
,-,-,,,1,,CHECK
,⌶,⌶,,,0,,
,প,p,BEGIN,,1,,CHECK
,-স',-s',END,,1,,CHECK
,স',s',,,1,,CHECK
,-,-,,,1,,CHECK
,|,|,,,0,,
,স',s',,,1,,CHECK
,-ন,-n,,,1,,CHECK
,স',s',BEGIN,,1,,CHECK
,-র',-r',END,,1,,CHECK
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,নস',n+s',,জে ৹,2,,
,স',s',,নো,1,,
,ণ,N,,জে,1,,
,-ধ,-d,,৹,1,,
,|,|,,,0,,
,ণ,N,,নো,1,,
,-ধ,-d,,৹,1,,
,ণ,N,,মো,1,,
,-,-,,র্,1,,
,⌶,⌶,,,0,,
,ধ,d,,স,1,,
,স',s',,ক,1,,
,^স'ণ,^s'+N,,লি,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,^পধ,^p+d,,হা,1,,
,-,-,,৹,1,,
,প,p,,রা,1,,
,-,-,,য়্,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,প,p,,জে,1,,
,ধ,d,,নো,1,,
,ণধ,N+d,,জে ৹,2,,
,-পধ,-p+d,,৹ ৹,2,,
,|,|,,,0,,
,প,p,,নো,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,(-ধ)},-d,,৹,1,,
,⌶,⌶,,,0,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,প,p,,চি,1,,
,ধ,d,,র,1,,
,ণ,N,,দি,1,,
,ধ,d,,ন,1,,
,|,|,,,0,,
,ণ,N,,আ,1,,
,-ধ,-d,,৹,1,,
,ণ,N,,মি,1,,
,ণ,N,,প,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^ণধ,^N+d,BEGIN,থে,1,,
,-স',-s',END,৹,1,,
,স',s',,র,1,,
,ণধ,N+d,,নে ৹,2,,
,|,|,,,0,,
,স'ণ,s'+N,,শা ৹,2,,
,-ধ,-d,,য়্,1,,
,প,p,,পা,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,প,p,,থে,1,,
,-ধ,-d,,৹,1,,
,^ধপ,^d+p,,য়,1,,
,প,p,,ক,1,,
,|,|,,,0,,
,ম,m,,রে,1,,
,-গ,-g,,৹,1,,
,র,r,,ছি,1,,
,-স,-s,,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,র,r,BEGIN,হে,1,,
,-ম,-m,END,৹,1,,
,ম,m,,লা,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶⌶⌶⌶,⌶⌶⌶⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
