misc,onote,note,meed,words,noteCount,slurOK,countOK
,⌶,⌶,,,0,,
[ণ,{প,p,,রু,1,,
-,-ধ,-d,,দ্,1,,
,ণর',N+r',,দ্র ৹,2,,
,স',s',,বে,1,,
,|,|,,,0,,
,ণ,N,,শে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-ধপ,-d+p,,৹ ৹,2,,
,⌶,⌶,,,0,,
,প,p,,কে,1,,
,ধ,d,,ম,1,,
,-পধপ,-p+d+p,,৹ ৹ ন্,3,,
,ম,m,,খে,1,,
,|,|,,,0,,
,(গ,g,,লা,1,,
,-মগ,-m+g,,৹ ৹,2,,
,-র,-r,BEGIN,৹,1,,
,-গ,-g,END,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স,s,,কা,1,,
,গ,g,,লো,1,,
,-,-,,৹,1,,
,গ,g,,মে,1,,
,|,|,,,0,,
,ম,m,,ঘে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,র্,1,,
,⌶,⌶,,,0,,
,গ,g,,ভ্রু,1,,
,-ম,-m,,৹,1,,
,প,p,,কু,1,,
,-ধ,-d,,৹,1,,
,|,|,,,0,,
,ণ,N,BEGIN,টি,1,,
,-স',-s',END,৹,1,,
,-প,-p,BEGIN,৹,1,,
,-ধ)},-d,END,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,|,|,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,|,|,,,0,,
,গ,g,,লা,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ন,n,,স,1,,
,-,-,,ন্,1,,
,ন,n,,ধা,1,,
,ন,n,,কা,1,,
,|,|,,,0,,
,ন,n,,শে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,র্,1,,
,⌶,⌶,,,0,,
,ন,n,,বো,1,,
,-,-,,ক্,1,,
,স',s',,খ,1,,
,ন,n,,যে,1,,
,|,|,,,0,,
,স',s',,ও,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,ই,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ণ,N,,ব,1,,
,-,-,,জ্,1,,
,র',r',,জ্র,1,,
,স',s',,বা,1,,
,|,|,,,0,,
,ণ,N,,ণে,1,,
,-ধ,-d,,৹,1,,
,-প,-p,,৹,1,,
,-ম,-m,,৹,1,,
,⌶,⌶,,,0,,
,গ,g,,যা,1,,
,-,-,,য়্,1,,
,ম,m,,টু,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,গ,g,,টি,1,,
,-ম,-m,,৹,1,,
,-প,-p,,৹,1,,
,-ধ,-d,,৹,1,,
,⌶,⌶,,,0,,
,⌶⌶,⌶⌶,,,0,,
,{ম,m,,সু,1,,
,-ধ,-d,,ন্,1,,
,ধ,d,,দ,1,,
,ধ,d,,র,1,,
,|,|,,,0,,
,ধ,d,,হে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,ধ,d,,তো,1,,
,ধ,d,BEGIN,মা,1,,
,-ণ,-N,END,য়,1,,
,ণ,N,,চে,1,,
,|,|,,,0,,
,ণ,N,,য়ে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ণধ,N+d,BEGIN,ফু ৹,2,,
,-স',-s',END,ল্,1,,
,স',s',,ছি,1,,
,স'ন,s'+n,,ল ৹,2,,
,|,|,,,0,,
,স',s',,স,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,ব্,1,,
,⌶,⌶,,,0,,
,ন,n,,শা,1,,
,স',s',,খা,1,,
,-নর',-n+r',,৹ ৹,2,,
,স',s',,ছে,1,,
,|,|,,,0,,
,ণ,N,,য়ে,1,,
,-ধ,-d,,৹,1,,
,-,-,,৹,1,,
,-},-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,গ',g',,ঝ,1,,
,গ',g',,ড়ে,1,,
