misc,onote,note,meed,words,noteCount,slurOK,countOK
,⌶⌶,⌶⌶,,,0,,
,প,p,,আ,1,,
,-স,-s,,৹,1,,
,|,|,,,0,,
,^স'ণ,^s'+N,,মা,1,,
,-,-,,র্,1,,
,ধ,d,,ঢা,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,প,p,,লা,1,,
,-,-,,৹ া,1,,CHECK
,|,|,,,0,,
,-,-,,৹ া,1,,CHECK
,-,-,,৹,1,,
,-ধ,-d,,৹,1,,
,-প,-p,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ম,m,,গা,1,,
,-প,-p,,৹,1,,
,|,|,,,0,,
,^পম,^p+m,,নে,1,,
,-জ্ঞ,-G,,র্,1,,
,র,r,,ধা,1,,
,-জ্ঞ,-G,,৹,1,,
,⌶,⌶,,,0,,
,র,r,,রা,1,,
,-জ্ঞ,-G,,৹,1,,
,|,|,,,0,,
,-ম,-m,,৹,1,,
,-প,-p,,৹,1,,
,-,-,,৹,1,,
,-দ,-D,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ম,m,,সে,1,,
,-প,-p,,ই,1,,
,|,|,,,0,,
,^পম,^p+m,,তো,1,,
,-,-,,৹,1,,
,জ্ঞ,G,,তু,1,,
,-র,-r,,৹,1,,
,⌶,⌶,,,0,,
,^মজ্ঞ,^m+G,,মি,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,র,r,,পি,1,,
,-,-,,৹,1,,
,স,s,,য়ে,1,,
,-র,-r,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ন.,n.,,ছি,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,স,s,,লে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,ম,m,,আ,1,,
,-প,-p,,৹,1,,
,|,|,,,0,,
,প,p,,মা,1,,
,-,-,,র্,1,,
,প,p,,গাঁ,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,প,p,,থা,1,,
