misc,onote,note,meed,words,noteCount,slurOK,countOK
,⌶⌶,⌶⌶,,,0,,
,স,s,BEGIN,না,1,,
,-,-,CONTINUE,৹,1,,
,-র,-r,END,৹,1,,
,|,|,,,0,,
,ন.,n.,,না,1,,
,-স,-s,,৹,1,,
,র,r,,গো,1,,
,⌶,⌶,,,0,,
,র,r,BEGIN,না,1,,
,-প,-p,END,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,BEGIN,৹,1,,
,-ধ,-d,END,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,ম,m,,কো,1,,
,প,p,,রো,1,,
,^পম,^p+m,,না,1,,
,|,|,,,0,,
,^মজ্ঞ,^m+G,,ভা,1,,
,-,-,,৹,1,,
,^জ্ঞর,^G+r,,ব,1,,
,⌶,⌶,,,0,,
,^রস,^r+s,,না,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
|,-,-,,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,স,s,,য,1,,
,প,p,,দি,1,,
,প,p,,বা,1,,
,|,|,,,0,,
,প,p,,নি,1,,
,-,-,,৹,1,,
,পম,p+m,,শি ৹,2,,
,⌶,⌶,,,0,,
,প,p,BEGIN,যা,1,,
,-ধ,-d,END BEGIN,৹,1,,
,-ণ,-N,END,৹,1,,
,|,|,,,0,,
,-^পধ,-^p+d,,৹,1,,
,-,-,,৹,1,,
,-প,-p,,য়্,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,ম,m,,যা,1,,
,গ,g,,ব,1,,
,গ,g,,না,1,,
,|,|,,,0,,
,ম,m,,যা,1,,
,-,-,,৹,1,,
,পদ,p+D,,ব ৹,2,,
,⌶,⌶,,,0,,
,ম,m,BEGIN,না,1,,
,-প,-p,END,৹,1,,
,-,-,BEGIN,৹,1,,
,|,|,,,0,,
,-জ্ঞ,-G,END,৹,1,,
,-,-,,৹,1,,
,-রস,-r+s,,৹ ৹,2,,
,⌶⌶,⌶⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶⌶,⌶⌶,,,0,,
[প,{ম,m,,য,1,,
স',প,p,,খ,1,,
^স'ণ,প,p,,নি,1,,
,|,|,,,0,,
ধ,প,p,,চ,1,,
-,-,-,,৹,1,,
প],প,p,,লে,1,,
,⌶,⌶,,,0,,
,প,p,,যা,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-ণ,-N,,ই,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,ধ,d,,আ,1,,
,ণ,N,,সি,1,,
,ণ,N,,ব,1,,
,|,|,,,0,,
,ধণ,d+N,,ব ৹,2,,
,-স'ণ,-s'+N,,৹ ৹,2,,
,^ণধ,^N+d,,লে,1,,
,⌶,⌶,,,0,,
,প,p,,যা,1,,
,-,-,,৹,1,,
,(-,-,,ই,1,,
,|,|,,,0,,
,প,p,BEGIN,গো,1,,
,-ধ,-d,END BEGIN,৹,1,,
,-ম)},-m,END,৹,1,,
,⌶,⌶,,,0,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,ই,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,প,p,,আ,1,,
,^পধ,^p+d,,লো,1,,
,প,p,,ছা,1,,
,|,|,,,0,,
,^পম,^p+m,,য়া,1,,
,-গ,-g,,র্,1,,
,গ,g,,প,1,,
,⌶,⌶,,,0,,
,স,s,BEGIN,থে,1,,
,-গ,-g,END,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-ম,-m,,৹,1,,
,-প,-p,,৹,1,,
,-দ,-D,,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,ম,m,,ক,1,,
,প,p,,রি,1,,
,ম,m,,আ,1,,
,|,|,,,0,,
,ম,m,BEGIN,না,1,,
