misc,onote,note,meed,words,noteCount,slurOK,countOK
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,প,p,,মা,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶⌶,⌶⌶,,,0,,
,{প,p,BEGIN,ও,1,,
,-স',-s',END,ই,1,,
,স',s',,যে,1,,
,ন,n,,তি,1,,
,|,|,,,0,,
,ধপ,d+p,,নি ৹,2,,
,-,-,,৹,1,,
,গ,g,,চ,1,,
,ম,m,,লে,1,,
,⌶,⌶,,,0,,
,ধ,d,,ছে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,(-,-,,৹,1,,
,-,-,,ন্,1,,
,প,p,,মা,1,,
,-)},-,,৹,1,,
,⌶,⌶,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,ন্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ধ,d,BEGIN,স,1,,
,-ণ,-N,END,৹,1,,
,ধ,d,,বা,1,,
,ধ,d,,র,1,,
,|,|,,,0,,
,প,p,,আ,1,,
,প,p,,গে,1,,
,হ্ম,M,,আ,1,,
,প,p,,গে,1,,
,⌶,⌶,,,0,,
,প,p,BEGIN,ও,1,,
,-স',-s',END,ই,1,,
,স',s',,যে,1,,
,ন,n,,তি,1,,
,|,|,,,0,,
,ধপ,d+p,,নি ৹,2,,
,-,-,,৹,1,,
,গ,g,,চ,1,,
,ম,m,,লে,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,ধ,d,,ছে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,ন্,1,,
,⌶,⌶,,,0,,
,ধ,d,,ফি,1,,
,ণ,N,,রে,1,,
,ধ,d,,তা,1,,
,ধ,d,,কা,1,,
,|,|,,,0,,
,ধ,d,,লে,1,,
,-প,-p,,ন্,1,,
,প,p,,না,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,প,p,,ফি,1,,
,ধ,d,,রে,1,,
,^ধপ,^d+p,,তা,1,,
,প,p,,কা,1,,
,|,|,,,0,,
,প,p,,লে,1,,
,-ম,-m,,ন্,1,,
,ম,m,,না,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,ম,m,,তাঁ,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,ম,m,,নি,1,,
,ম,m,,জে,1,,
,ম,m,,র,1,,
,ম,m,,হা,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,ম,m,,তে,1,,
,ম,m,,র,1,,
,ম,m,,এ,1,,
,-,-,,ই,1,,
,|,|,,,0,,
,ম,m,,নূ,1,,
,ম,m,,ত,1,,
,ম,m,,ন,1,,
,ম,m,,সৃ,1,,
,⌶,⌶,,,0,,
,-,-,,ষ্,1,,
,মগ,m+g,,টি ৹,2,,
,গ,g,BEGIN,রে,1,,
,-প,-p,END,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,ধ,d,,আ,1,,
,-স',-s',,র্,1,,
,স',s',,দে,1,,
,^নস',^n+s',,খি,1,,
,|,|,,,0,,
,ধ,d,,লে,1,,
,-,-,,ন্,1,,
,প,p,,না,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
