misc,onote,note,meed,words,noteCount,slurOK,countOK
,⌶⌶,⌶⌶,,,0,,
,ন,n,,তো,1,,
,-,-,,৹,1,,
,স',s',,মা,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,BEGIN,৹,1,,
,-দ,-D,END,য়্,1,,
,⌶,⌶,,,0,,
,প,p,,সা,1,,
,দ,D,,জা,1,,
,-স',-s',,৹,1,,
,ন,n,,ব,1,,
,|,|,,,0,,
,দ,D,,য,1,,
,দ,D,,ত,1,,
,প,p,,নে,1,,
,-,-,,,1,,CHECK
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ম,m,,কু,1,,
,প,p,BEGIN,সু,1,,
,-দ,-D,END,৹,1,,
,প,p,,মে,1,,
,|,|,,,0,,
,ম,m,,র,1,,
,পদপ,p+D+p,,ত ৹ ৹,3,,
,ম,m,,নে,1,,
,-গ,-g,,৹,1,,
,⌶,⌶,,,0,,
,^সগ,^s+g,,কে,1,,
,গ,g,,য়ু,1,,
,-ম,-m,,৹,1,,
,ম,m,,রে,1,,
,|,|,,,0,,
,ম,m,,ক,1,,
,-,-,,ঙ্,1,,
,ম,m,,ক,1,,
,গ,g,,ণে,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ম,m,,কু,1,,
,-ণ,-N,,ঙ্,1,,
,ণ,N,,কু,1,,
,^ণদ,^N+D,,মে,1,,
,|,|,,,0,,
,ণদ,N+D,,চ ৹,2,,
,-,-,,ন্,1,,
,প,p,,দ,1,,
,প,p,,নে,1,,
,⌶,⌶,,,0,,
,গ,g,,সা,1,,
,-ম,-m,,৹,1,,
,-প,-p,,৹,1,,
,-দ,-D,,৹,1,,
,|,|,,,0,,
,প,p,,জা,1,,
,-দ,-D,,৹,1,,
,-ন,-n,,৹,1,,
,-স',-s',,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,নস',n+s',,ব ৹,2,,
,-ন,-n,,৹,1,,
,-দ,-D,,৹,1,,
,-প,-p,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,ন,n,,তো,1,,
,-,-,,৹,1,,
,স',s',,মা,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,য়্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ম,m,,কু,1,,
,-দ,-D,,ন্,1,,
,দ,D,,ত,1,,
,দ,D,,লে,1,,
,|,|,,,0,,
,ন,n,,বে,1,,
,-,-,,ষ্,1,,
,স',s',,টি,1,,
,স',s',,ব,1,,
,⌶,⌶,,,0,,
,^স'ঋ',^s'+R',,স্ব,1,,
,-,-,,র্,1,,
,ঋ',R',,ণ,1,,
,ঋ',R',,জা,1,,
,|,|,,,0,,
,-স',-s',,৹,1,,
,ন,n,,লি,1,,
,স',s',,কা,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স',s',,ক,1,,
,-ঋ',-R',,ণ্,1,,
,ঋ',R',,ঠে,1,,
,ঋ',R',,দো,1,,
,|,|,,,0,,
,ঋ',R',,লা,1,,
,-,-,,৹,1,,
,স',s',,ই,1,,
,স',s',,ব,1,,
,⌶,⌶,,,0,,
,ন,n,,মু,1,,
,-,-,,ক্,1,,
,স',s',,তা,1,,
,নস',n+s',,মা ৹,2,,
,|,|,,,0,,
,-ন,-n,,৹,1,,
,দ,D,,লি,1,,
,প,p,,কা,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,-গ,-g,,৹,1,,
,-ম,-m,,৹,1,,
,-প,-p,,৹,1,,
,-দ,-D,,৹,1,,
,|,|,,,0,,
,-ন,-n,,৹,1,,
,-স',-s',,৹,1,,
,-জ্ঞ',-G',,৹,1,,
,-ঋ',-R',,৹,1,,
,⌶,⌶,,,0,,
,-স',-s',,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^স'জ্ঞ',^s'+G',,সী,1,,
,জ্ঞ',G',,ম,1,,
,-,-,,ন্,1,,
,জ্ঞ',G',,তে,1,,
,|,|,,,0,,
,জ্ঞ',G',,সি,1,,
,-র',-r',,ন্,1,,
,জ্ঞ',G',,দূ,1,,
,জ্ঞ',G',,র,1,,
,⌶,⌶,,,0,,
,র',r',,অ,1,,
,জ্ঞ',G',,রু,1,,
,-ম',-m',,৹,1,,
,জ্ঞ',G',,ণ,1,,
,|,|,,,0,,
,জ্ঞ',G',,বি,1,,
,-ঋ',-R',,ন্,1,,
,ঋ',R',,দু,1,,
,স',s',,র,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ণ,N,,চ,1,,
,স',s',,র,1,,
,-জ্ঞ',-G',,৹,1,,
,জ্ঞ',G',,ণ,1,,
,|,|,,,0,,
,জ্ঞ',G',,র,1,,
,-ঋ',-R',,ন্,1,,
,স',s',,জি,1,,
,স',s',,ব,1,,
,⌶,⌶,,,0,,
,ন,n,,অ,1,,
,স',s',,ল,1,,
,-,-,,কৃ,1,,
,ঋ'স',R'+s',,ত ৹,2,,
,|,|,,,0,,
,নস',n+s',,অ ৹,2,,
,-ন,-n,,ঙ্,1,,
,দ,D,,ক,1,,
,প,p,,নে,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,গ,g,,সা,1,,
,-ম,-m,,৹,1,,
,-প,-p,,৹,1,,
,-দ,-D,,৹,1,,
,|,|,,,0,,
,প,p,,জা,1,,
,-দ,-D,,৹,1,,
,-ন,-n,,৹,1,,
,-স',-s',,৹,1,,
,⌶,⌶,,,0,,
,নস',n+s',,ব ৹,2,,
,-ন,-n,,৹,1,,
,-দ,-D,,৹,1,,
,-প,-p,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ন,n,,কে,1,,
,স',s',,য়ু,1,,
,-,-,,৹,1,,
,ঋ'স',R'+s',,রে ৹,2,,
,|,|,,,0,,
,নস',n+s',,ক ৹,2,,
,-ন,-n,,ঙ্,1,,
,দ,D,,ক,1,,
,প,p,,ণে,1,,
,⌶,⌶,,,0,,
,ন,n,,তো,1,,
,-,-,,৹,1,,
,স',s',,মা,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,য়্,1,,
,⌶⌶,⌶⌶,,,0,,
,⌶⌶,⌶⌶,,,0,,
,{স,s,,স,1,,
,স,s,,খী,1,,
,-দ,-D,,৹,1,,
,দ,D,,রে,1,,
,|,|,,,0,,
,দ,D,,সা,1,,
,দ,D,,জা,1,,
,প,p,,ব,1,,
,-দ,-D,,৹,1,,
,⌶,⌶,,,0,,
,ম,m,,স,1,,
,প,p,,খা,1,,
,-দ,-D,,৹,1,,
,প,p,,র,1,,
,|,|,,,0,,
,ম,m,,প্রে,1,,
,-পদপ,-p+D+p,,৹ ৹ ৹,3,,
,মগ,m+g,,মে ৹,2,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,গ,g,,অ,1,,
,গ,g,BEGIN,ল,1,,
,-ম,-m,END,ক্,1,,
,ম,m,,খ,1,,
,|,|,,,0,,
,ম,m,,প্রা,1,,
,-,-,,৹,1,,
,পম,p+m,,ণে ৹,2,,
,-গ,-g,,র্,1,,
,⌶,⌶,,,0,,
,গ,g,,অ,1,,
,ম,m,,মু,1,,
,-গ,-g,,ল্,1,,
,গ,g,,ল,1,,
,|,|,,,0,,
,ঋ,R,,হে,1,,
,-,-,,৹,1,,
,স,s,,মে,1,,
,-},-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ম,m,,সা,1,,
,^ণদ,^N+D,,জা,1,,
,-,-,,৹,1,,
,দ,D,,ব,1,,
,|,|,,,0,,
,ন,n,,স,1,,
,ন,n,,ক,1,,
,স',s',,রু,1,,
,স',s',,ণ,1,,
,⌶,⌶,,,0,,
,^স'ঋ',^s'+R',,বি,1,,
,ঋ',R',,র,1,,
,-স',-s',,৹,1,,
,স',s',,হ,1,,
,|,|,,,0,,
,ন,n,,বে,1,,
,ন,n,,দ,1,,
,স',s',,না,1,,
,-,-,,য়্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স,s,,সা,1,,
,ঋ,R,,জা,1,,
,-ম,-m,,৹,1,,
,ম,m,,ব,1,,
,|,|,,,0,,
,ম,m,,অ,1,,
,-,-,,ক্,1,,
,প,p,,খ,1,,
,ম,m,,য়,1,,
,⌶,⌶,,,0,,
,গ,g,,মি,1,,
,ম,m,,ল,1,,
,-গ,-g,,৹,1,,
,গ,g,,ন,1,,
,|,|,,,0,,
,ঋ,R,,সা,1,,
,ঋ,R,,ধ,1,,
,স,s,,না,1,,
,-,-,,য়্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,-^সজ্ঞ',-^s+G',,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-ঋ',-R',,৹,1,,
,-,-,,৹,1,,
,স',s',,৹,1,CHECK,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,^স'জ্ঞ',^s'+G',,ম,1,,
,জ্ঞ',G',,ধু,1,,
,-,-,,৹,1,,
,জ্ঞ',G',,র,1,,
,|,|,,,0,,
,জ্ঞ',G',,ল,1,,
,-র',-r',,জ্,1,,
,জ্ঞ',G',,জা,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,র',r',,র,1,,
,জ্ঞ',G',,চি,1,,
,-র'ম',-r'+m',,৹ ৹,2,,
,জ্ঞ',G',,ব,1,,
,|,|,,,0,,
,ঋ',R',,স,1,,
,-,-,,জ্,1,,
,স',s',,জা,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,ণ,N,,যু,1,,
,স',s',,গ,1,,
,-জ্ঞ',-G',,৹,1,,
,জ্ঞ',G',,ল,1,,
,|,|,,,0,,
,ঋ',R',,প্রা,1,,
,ঋ',R',,ণে,1,,
,-স',-s',,৹,1,,
,স',s',,র,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ন,n,,বা,1,,
,স',s',,ণী,1,,
,-,-,,৹,1,,
,ঋ'স',R'+s',,র ৹,2,,
,|,|,,,0,,
,নস',n+s',,ব ৹,2,,
,ন,n,,ন্,1,,
,দ,D,,ধ,1,,
,প,p,,নে,1,,
,⌶,⌶,,,0,,
,গ,g,,সা,1,,
,-ম,-m,,৹,1,,
,-প,-p,,৹,1,,
,-দ,-D,,৹,1,,
,|,|,,,0,,
,প,p,,জা,1,,
,-দ,-D,,৹,1,,
,-ন,-n,,৹,1,,
,-স',-s',,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,নস',n+s',,ধ ৹,2,,
,-ন,-n,,৹,1,,
,-দ,-D,,৹,1,,
,-প,-p,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,ন,n,,কু,1,,
,-স',-s',,ঙ্,1,,
,স',s',,কু,1,,
,স'ঋ',s'+R',,মে ৹,2,,
,|,|,,,0,,
,নস',n+s',,চ ৹,2,,
,-ন,-n,,ন্,1,,
,দ,D,,দ,1,,
,প,p,,নে,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স,s,,তো,1,,
,-,-,,৹,1,,
,স',s',,মা,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,য়্,1,,
,⌶⌶⌶⌶,⌶⌶⌶⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
