misc,onote,note,meed,words,noteCount,slurOK,countOK
,⌶⌶,⌶⌶,,,0,,
,{প,p,,নী,1,,
,-স',-s',,ল্,1,,
,স',s',,আ,1,,
,|,|,,,0,,
,ন,n,,কা,1,,
,ধ,d,,শে,1,,
,-,-,,র্,1,,
,⌶,⌶,,,0,,
,^ধপ,^d+p,,কো,1,,
,প,p,,ণে,1,,
,-হ্ম,-M,,৹,1,,
,|,|,,,0,,
,পহ্ম,p+M,,কো ৹,2,,
,-ধপ,-d+p,,৹ ৹,2,,
,-হ্মপ,-M+p,,৹ ৹,2,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^পম,^p+m,,ণে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
|,-,-,,৹,1,,
,⌶,⌶,,,0,,
,(স,s,,ও,1,,
,-ম,-m,,ই,1,,
,ম,m,,বু,1,,
,|,|,,‍,0,,CHECK
,ম,m,,ঝি,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,মগ,m+g,,ও ৹,2,,
,-প,-p,,ই,1,,
,প,p,,বু,1,,
,|,|,,,0,,
,পহ্ম,p+M,,ঝি ৹,2,,
,ধপ,d+p,,আ ৹,2,,
,-,-,,জ্,1,,
,⌶,⌶,,,0,,
,স,s,,শি,1,,
,স,s,,হ,1,,
,র,r,,র,1,,
,|,|,,,0,,
,গ,g,,লা,1,,
,ম,m,,গে,1,,
,-গ,-g,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,র,r,,আ,1,,
,-গ,-g,,৹,1,,
,-ম,-m,,৹,1,,
,|,|,,,0,,
,প,p,,হা,1,,
,-,-,BEGIN,৹,1,,
,-হ্ম)},-M,END,৹,1,,
,⌶,⌶,,,0,,
,প,p,,শা,1,,
,-স',-s',,ল্,1,,
,স',s',,পি,1,,
,|,|,,,0,,
,স',s',,য়া,1,,
,স',s',,লে,1,,
,-,-,,র্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স',s',,ব,1,,
,স',s',,নে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,স',s',,ব,1,,
,-,-,,৹,1,,
,-ন,-n,,৹,1,,
,⌶,⌶,,,0,,
,র'স',r'+s',,নে ৹,2,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স'গ',s'+g',,কে ৹,2,,
,গ',g',,ম,1,,
,-,-,,ন্,1,,
,|,|,,,0,,
,র',r',,যে,1,,
,র',r',,ন,1,,
,-ন,-n,,৹,1,,
,⌶,⌶,,,0,,
,নর',n+r',,কাঁ,2,,CHECK
,^র'স',^r'+s',,প,1,,
,-,-,,ন্,1,,
,|,|,,,0,,
,ন,n,,জা,1,,
,ধপ,d+p,,গে ৹,2,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,র,r,,আ,1,,
,-গ,-g,,৹,1,,
,-ম,-m,,৹,1,,
,|,|,,,0,,
,প,p,,হা,1,,
,-,-,BEGIN,৹,1,,
,-হ্ম,-M,END,৹,1,,
,⌶⌶,⌶⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶⌶,⌶⌶,,,0,,
,{স'গ',s'+g',,সু ৹,2,,
,গ',g',,দূ,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,গ',g',,রে,1,,
,গ'ম',g'+m',,কা ৹,2,,
,-প',-p',,র্,1,,
,⌶,⌶,,,0,,
,গ'প',g'+p',,পা ৹,2,,
,ম',m',,য়ে,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,গ',g',,ধ্ব,1,,
,র'স',r'+s',,নি ৹,2,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ন,n,,গ,1,,
,ধ,d,,নি,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,ন,n,,গ,1,,
,-স',-s',,৹,1,,
,-র'গ',-r'+g',,৹ ৹,2,,
,⌶,⌶,,,0,,
,র'স',r'+s',,নি ৹,2,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ন,n,,দি,1,,
,-,-,,ন্,1,,
,ধ,d,,র,1,,
,|,|,,,0,,
,ন,n,,জ,1,,
,-স',-s',,৹,1,,
,-র'গ',-r'+g',,৹ ৹,2,,
,⌶,⌶,,,0,,
