misc,onote,note,meed,words,noteCount,slurOK,countOK
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,গ,g,,যা,1,,
,|,|,,,0,,
,প,p,,ছি,1,,
,ম,m,,ল,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶⌶,⌶⌶,,,0,,
,{গ,g,,কা,1,,
,ম,m,,লো,1,,
,-গ,-g,,৹,1,,
,|,|,,,0,,
,র,r,,ধ,1,,
,স,s,,লো,1,,
|,-,-,,৹,1,,
,⌶,⌶,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,(স,s,,তো,1,,
,স,s,,মা,1,,
,-,-,,র্,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,ন.,n.,,র,1,,
,স,s,,ঙে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,গ,g,,র,1,,
,গ,g,,ঙে,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,গ,g,,রা,1,,
,গ,g,,ঙা,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,ম,m,,হ,1,,
,প,p,,লো,1,,
,-ধপ,-d+p,,৹ ৹,2,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,-মপ,-m+p,,৹ ৹,2,,
,-,-,,৹,1,,
,গ,g,,যা,1,,
,|,|,,,0,,
,প,p,,ছি,1,,
,ম,m,,ল,1,,
,-)},-,,৹,1,,
,⌶,⌶,,,0,,
,ম,m,,যে,1,,
,ম,m,,ম,1,,
,-,-,,ন্,1,,
,|,|,,,0,,
,প,p,,রা,1,,
,প,p,,ঙা,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,প,p,,ব,1,,
,প,p,,র,1,,
,-,-,,ন্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ণ,N,,তো,1,,
,ণ,N,,মা,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,ধ,d,,চ,1,,
,প,p,,র,1,,
,-,-,,ণ্,1,,
,⌶,⌶,,,0,,
,প,p,,তা,1,,
,-ধ,-d,,র্,1,,
,প,p,,স,1,,
,|,|,,,0,,
,ম,m,,নে,1,,
,গ,g,,আ,1,,
,-,-,,র্,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,^সগ,^s+g,,ভে,1,,
,-,-,,দ্,1,,
,গ,g,,না,1,,
,|,|,,,0,,
,ম,m,,র,1,,
,প,p,,ল,1,,
,-ধপ,-d+p,,৹ ৹,2,,
,⌶,⌶,,,0,,
,-মপ,-m+p,,৹ ৹,2,,
,-,-,,৹,1,,
,গ,g,,"যা,1,,
,|,|,,,0,,
,প,p,,ছি,1,,
,ম,m,,ল,1,,
,-,-,,৹ ",1,,CHECK
,⌶⌶,⌶⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶⌶,⌶⌶,,,0,,
,{ম,m,,রা,1,,
,প,p,,ঙা,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,ন,n,,হ,1,,
,ন,n,,ল,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,স',s',,ব,1,,
,স',s',,স,1,,
,-,-,,ন্,1,,
,|,|,,,0,,
,স',s',,ভূ,1,,
,নধ,n+d,,ষ ৹,2,,
,-ন,-n,,ণ্,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,স',s',,রা,1,,
,স',s',,ঙা,1,,
,-গ',-g',,৹,1,,
,|,|,,,0,,
,র',r',,হ,1,,
,স',s',,ল,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,ন,n,,শ,1,,
,ন,n,,য়,1,,
,-,-,,ন্,1,,
,|,|,,,0,,
,ন,n,,স্ব,1,,
,স',s',,প,1,,
,-র'স',-r'+s',,৹ ৹,2,,
