misc,onote,note,meed,words,noteCount,slurOK,countOK
,⌶⌶,⌶⌶,,,0,,
,{স,s,,কী,1,,
,-র,-r,,৹,1,,
,জ্ঞ,G,,ফু,1,,
,|,|,,,0,,
,-ম,-m,,ল্,1,,
,^মজ্ঞ,^m+G,,ঝ,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,জ্ঞর,G+r,,রি ৹,2,,
,-সর,-s+r,,৹ ৹,2,,
,-,-,,৹,1,,
,|,|,,,0,,
,স,s,,ল,1,,
,-,-,,৹,1,,
|,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,(স,s,BEGIN,বি,1,,
,-জ্ঞ,-G,END,৹,1,,
,জ্ঞ,G,,পু,1,,
,|,|,,,0,,
,-,-,,ল্,1,,
,জ্ঞ,G,,অ,1,,
,-,-,,ন্,1,,
,⌶,⌶,,,0,,
,জ্ঞ,G,,ধ,1,,
,-র,-r,,৹,1,,
,জ্ঞ,G,,কা,1,,
,|,|,,,0,,
,-র,-r,,৹,1,,
,মজ্ঞ,m+G,,রে ৹,2,,
,-র)},-r,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স,s,,গ,1,,
,-গ,-g,,ন্,1,,
,গ,g,,ধ,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,গ,g,,ছ,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,গ,g,,ড়া,1,,
,-,-,,৹,1,,
,-রগম,-r+g+m,,৹ ৹ ৹,3,,
,|,|,,,0,,
,ম,m,,লো,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,গ,g,BEGIN,ঘু,1,,
,-প,-p,END,৹,1,,
,প,p,,মে,1,,
,|,|,,,0,,
,-ম,-m,,র্,1,,
,ম,m,,প্রা,1,,
,-জ্ঞ,-G,,ন্,1,,
,⌶,⌶,,,0,,
,জ্ঞ,G,,ত,1,,
,-,-,,৹,1,,
,জ্ঞ,G,,পা,1,,
,|,|,,,0,,
,-র,-r,,৹,1,,
,মজ্ঞ,m+G,,রে ৹,2,,
,-র,-r,,৹,1,,
,⌶⌶,⌶⌶,,,0,,
,⌶⌶,⌶⌶,,,0,,
,ন.,n.,,এ,1,,
,-,-,,৹,1,,
,ন.,n.,,কা,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,ন.,n.,,এ,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,প.,p.,,সে,1,,
,-ন.,-n.,,৹,1,,
,ন.,n.,,ছি,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,ন.,n.,,ল,1,,
,-স,-s,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স,s,,ভু,1,,
,ন.,n.,,৹,1,CHECK,
,রস,r+s,,লে ৹,2,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,স,s,,অ,1,,
,-জ্ঞ,-G,,ন্,1,,
,জ্ঞ,G,,ধ,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,জ্ঞ,G,,রা,1,,
,-র,-r,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,রম,r+m,,তে ৹,2,,
,-জ্ঞমজ্ঞ,-G+m+G,,৹ ৹ ৹,3,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-র,-r,,৹,1,,
,-স,-s,,র্,1,,
,⌶,⌶,,,0,,
,সর,s+r,,কূ ৹,2,,
,-স,-s,,৹,1,,
,-ন.,-n.,,৹,1,,
,|,|,,,0,,
,স,s,,লে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স,s,,অ,1,,
,-জ্ঞ,-G,,৹,1,,
,জ্ঞ,G,,রু,1,,
,|,|,,,0,,
,-,-,,ণ্,1,,
,জ্ঞ,G,,আ,1,,
,-র,-r,,৹,1,,
,⌶,⌶,,,0,,
,রম,r+m,,লো ৹,2,,
