misc,onote,note,meed,words,noteCount,slurOK,countOK
,⌶⌶,⌶⌶,,,0,,
[ধ,স,s,,শু,1,,
-],-ধ,-d,,৹,1,,
,ধ,d,,ভ,1,,
,|,|,,,0,,
,-ণ,-N,,৹,1,,
,ধ,d,,মি,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,ধ,d,,ল,1,,
,-,-,,৹,1,,
,ধ,d,,ন,1,,
,|,|,,,0,,
,-ণ,-N,,৹,1,,
,ধ,d,,ল,1,,
,-প,-p,,৹,1,,
,⌶,⌶,,,0,,
,প,p,,গ,1,,
,-,-,,৹,1,,
,-ম,-m,,৹,1,,
,|,|,,,0,,
,প,p,,নে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,মপ,m+p,,বা ৹,2,,
,-ম,-m,,৹,1,,
,প,p,,জু,1,,
,|,|,,,0,,
,-,-,,ক্,1,,
,প,p,,বাঁ,1,,
,-ম,-m,,৹,1,,
,⌶,⌶,,,0,,
,প,p,,শি,1,,
,-স',-s',,৹,1,,
,-,-,BEGIN,৹,1,,
,|,|,CONTINUE,,0,,
,-ণ,-N,END,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,ধ,d,,মে,1,,
,-,-,,৹,1,,
,ধ,d,,ঘ,1,,
,|,|,,,0,,
,-ণ,-N,,৹,1,,
,ধ,d,,মু,1,,
,-,-,,ক্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,প,p,,ত,1,,
,-,-,,৹,1,,
,^পধ,^p+d,,গ,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,ম,m,,গ,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,প,p,,নে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,ম,m,,জা,1,,
,-,-,,৹,1,,
,প,p,,গু,1,,
,|,|,,,0,,
,-,-,,ক্,1,,
