misc,onote,note,meed,words,noteCount,slurOK,countOK
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,ম,m,,আ,1,,
,ম,m,,মা,1,,
,-,-,,র্,1,,
,⌶,⌶,,,0,,
,⌶⌶,⌶⌶,,,0,,
,^গম,^g+m,,ম,1,,
,-গ,-g,,ন্,1,,
,ম,m,,কে,1,,
,|,|,,,0,,
,প,p,,ম,1,,
,-ম,-m,,ন্,1,,
,প,p,,ক,1,,
,⌶,⌶,,,0,,
,^ণদ,^N+D,,রে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,দ,D,,আ,1,,
,দ,D,,মা,1,,
,-প,-p,,র্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^গম,^g+m,,ম,1,,
,-গ,-g,,ন্,1,,
,ম,m,,কে,1,,
,|,|,,,0,,
,প,p,,ম,1,,
,-ম,-m,,ন্,1,,
,প,p,,ক,1,,
,⌶,⌶,,,0,,
,^ণদ,^N+D,,রে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,দস',D+s',,কে ৹,2,,
,-,-,,৹,1,,
,ণ,N,,জা,1,,
,|,|,,,0,,
,স',s',,নে,1,,
,-,-,BEGIN,৹,1,,
,-প,-p,END,৹,1,,
,⌶,⌶,,,0,,
,প,p,,কে,1,,
,-ণ,-N,,৹,1,,
,^ণদ,^N+D,,জা,1,,
,|,|,,,0,,
,প,p,,নে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,পজ্ঞ',p+G',,কে ৹,2,,
,-,-,,৹,1,,
,র',r',,জা,1,,
,|,|,,,0,,
,জ্ঞ',G',,নে,1,,
,-,-,,৹,1,,
,র',r',,কা,1,,
,⌶,⌶,,,0,,
,জ্ঞ',G',,হা,1,,
,-,-,,র্,1,,
,জ্ঞ'র',G'+r',,ত ৹,2,,
,|,|,,,0,,
,জ্ঞ',G',,রে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ম,m,,ম,1,,
,-গ,-g,,ন্,1,,
,ম,m,,কে,1,,
,|,|,,,0,,
,প,p,,ম,1,,
,-ম,-m,,ন্,1,,
,প,p,,ক,1,,
,⌶,⌶,,,0,,
,^ণদ,^N+D,,রে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,দ,D,,অ,1,,
,দ,D,,ল,1,,
,-,-,,খ্,1,,
,|,|,,,0,,
,ন,n,,প,1,,
,স',s',,থে,1,,
,-,-,,র্,1,,
,⌶,⌶,,,0,,
,স'ঋ',s'+R',,পা ৹,2,,
,স',s',,খি,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,ন,n,,গে,1,,
,স',s',,ল,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,প,p,,ডা,1,,
,-দ,-D,,‍ ৹,1,,CHECK
,-ণ,-N,,৹,1,,
,|,|,,,0,,
,-স',-s',,৹,1,,
,-ঋ'@,-R',,৹,1,,
,-জ্ঞ',-G',,৹,1,,
,⌶,⌶,,,0,,
,র',r',,কি,1,,
,-জ্ঞ',-G',,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-ঋ',-R',,৹,1,,
,-স',-s',,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স'জ্ঞ',s'+G',,গে ৹,2,,
,জ্ঞ',G',,ল,1,,
,-ঋ',-R',,৹,1,,
,|,|,,,0,,
,ঋ',R',,ডা,1,,
,স',s',,কি,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,^স'ঋ',^s'+R',,সু,1,,
,ঋ',R',,দূ,1,,
,-স',-s',,র্,1,,
,|,|,,,0,,
,স',s',,দি,1,,
