misc,onote,note,meed,words,noteCount,slurOK,countOK
,⌶⌶,⌶⌶,,,0,,
,ধ,d,,যো,1,,
,-ন,-n,,৹,1,,
,ধ,d,,গী,1,,
,|,|,,,0,,
,প,p,,হে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,ম,m,,যো,1,,
,-গ,-g,,৹,1,,
,ম,m,,গী,1,,
,|,|,,,0,,
,প,p,,হে,1,,
,-,-,,৹,1,,
|,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ম,m,,কে,1,,
,-ধ,-d,,৹,1,,
,প,p,,তু,1,,
,|,|,,,0,,
,ম,m,,মি,1,,
,ম,m,,হৃ,1,,
,প,p,,দি,1,,
,|,|,,,0,,
,মগ,m+g,,আ ৹,2,,
,-ম,-m,,৹,1,,
,র,r,,স,1,,
,|,|,,,0,,
,স,s,,নে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স,s,,বি,1,,
,স,s,,ভূ,1,,
,ম,m,,তি,1,,
,|,|,,,0,,
,ম,m,,ভূ,1,,
,ম,m,,ষি,1,,
,ম,m,,ত,1,,
,|,|,,,0,,
,ম,m,,শু,1,,
,-,-,,৹,1,,
,^হ্মপ,^M+p,,ভ্র,1,,
,|,|,,,0,,
,প,p,,দে,1,,
,-,-,,৹,1,,
,প,p,,হ,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ম,m,,না,1,,
,-,-,,৹,1,,
,প,p,,চি,1,,
,|,|,,,0,,
,ম,m,,ছ,1,,
,গ,g,,দি,1,,
,ম,m,,ক,1,,
,|,|,,,0,,
,প,p,,ব,1,,
,-,-,,৹,1,,
,প,p,,স,1,,
,|,|,,,0,,
,মপ,m+p,,নে ৹,2,,
,-ধ,-d,,৹,1,,
,-ন,-n,,৹,1,,
,⌶⌶,⌶⌶,,,0,,
,⌶⌶,⌶⌶,,,0,,
,প,p,,ম,1,,
,প,p,,হা,1,,
,প,p,,আ,1,,
,|,|,,,0,,
,^নধ,^n+d,,ন,1,,
,-,-,,ন্,1,,
,স',s',,দে,1,,
,|,|,,,0,,
,স',s',,পু,1,,
,স',s',,ল,1,,
,স',s',,ক,1,,
,|,|,,,0,,
,স',s',,কা,1,,
,-,-,,৹,1,,
,-,-,,য়্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^নস',^n+s',,গ,1,,
,-,-,,ঙ্,1,,
,ধ,d,,গা,1,,
,|,|,,,0,,
,স',s',,উ,1,,
,স',s',,থ,1,,
,র',r',,লি,1,,
,|,|,,,0,,
,স',s',,উ,1,,
,^নস',^n+s',,ছ,1,,
,ধ,d,,লি,1,,
,|,|,,,0,,
,প,p,,যা,1,,
,-,-,,৹,1,,
,-,-,,য়্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,{ধ,d,,ভা,1,,
,প,p,,লে,1,,
,ম,m,,শি,1,,
,|,|,,,0,,
,গ,g,,শু,1,,
,ম,m,,শ,1,,
,প,p,,শী,1,,
,|,|,,,0,,
,গ,g,,হা,1,,
,ম,m,,সি,1,,
,র,r,,য়া,1,,
,|,|,,,0,,
,স,s,,চা,1,,
,-,-,,৹,1,,
,-},-,,য়্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স,s,,জ,1,,
,স,s,,টা,1,,
,ম,m,,জূ,1,,
,|,|,,,0,,
,ম,m,,ট,1,,
,ম,m,,ছা,1,,
,-,-,,য়্,1,,
,|,|,,,0,,
,প,p,,গ,1,,
,-,-,,৹,1,,
,প,p,,গ,1,,
,|,|,,,0,,
,মপ,m+p,,নে ৹,2,,
,-ধ,-d,,৹,1,,
,-ন,-n,,৹,1,,
,⌶⌶⌶⌶,⌶⌶⌶⌶,,,0,,
