misc,onote,note,meed,words,noteCount,slurOK,countOK
,⌶⌶,⌶⌶,,,0,,
1',{র,r,,জা,1,,
,-ম,-m,,৹,1,,
,র,r,,গ,1,,
,|,|,,,0,,
2,ম,m,,জা,1,,
,-প,-p,,৹,1,,
,|,|,,,0,,
3,ন,n,,গ,1,,
,স',s',,রে,1,,
,⌶,⌶,,,0,,
1',নস',n+s',,জা ৹,2,,
,-র',-r',,৹,1,,
,স',s',,গ,1,,
,|,|,,,0,,
2,ণ,N,,স,1,,
,-ধ,-d,,ঙ্,1,,
,|,|,,,0,,
3,প,p,,গী,1,,
|,মগ},m+g,,ত ৹,2,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^মণ,^m+N,,চি,1,,
,-,-,,ত্,1,,
,ণধ,N+d,,ত ৹,2,,
,|,|,,,0,,
,^পধ:,^p+d,,অ,1,,
,-প:,-p,,ম্,1,,
,|,|,,,0,,
,ম,m,,ব,1,,
,গর,g+r,,র ৹,2,,
,⌶,⌶,,,0,,
,^রপ,^r+p,,ক,1,,
,^মপ,^m+p,,র,1,,
,ম,m,,ত,1,,
,|,|,,,0,,
,গ:,g,,র,1,,
,-র:,-r,,ঙ্,1,,
,|,|,,,0,,
,স,s,,গি,1,,
,স,s,,ত,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ন.,n.,,নি,1,,
,ন.,n.,,বি,1,,
,ন.,n.,,ড়,1,,
,|,|,,,0,,
,স,s,,ন,1,,
,-,-,,ন্,1,,
,|,|,,,0,,
,স,s,,দি,1,,
,স,s,,ত,1,,
,⌶,⌶,,,0,,
,র:,r,,প্রে,1,,
,-জ্ঞ:,-G,,৹,1,,
,র,r,,ম,1,,
,|,|,,,0,,
,^রপ,^r+p,,ক,1,,
,-,-,,ম্,1,,
,|,|,,,0,,
,^পধ,^p+d,,পি,1,,
,প,p,,ত,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ম,m,,হৃ,1,,
,গ,g,,দ,1,,
,র,r,,য়,1,,
,|,|,,,0,,
,রপ,r+p,,কু ৹,2,,
,-,-,,ন্,1,,
,|,|,,,0,,
,^পধ,^p+d,,জ,1,,
,প,p,,বি,1,,
,⌶,⌶,,,0,,
,ম,m,,তা,1,,
,-,-,,৹,1,,
,-গ,-g,,৹,1,,
,|,|,,,0,,
,র,r,,নে,1,,
,-^জ্ঞ,-^G,,৹,0,,CHECK
,|,|,,,0,,
,-স,-s,,৹,1,,
,-,-,,৹,1,,
,⌶⌶,⌶⌶,,,0,,
,⌶⌶,⌶⌶,,,0,,
,{র,r,,মু,1,,
,-ম,-m,,ক্,1,,
,ম,m,,ত,1,,
,|,|,,,0,,
,প,p,,ব,1,,
,-,-,,ন্,1,,
,|,|,,,0,,
,স',s',,ধ,1,,
,স',s',,ন,1,,
,⌶,⌶,,,0,,
,র'গ',r'+g',,স ৹,2,,
,-ম',-m',,প্,1,,
,ম',m',,ত,1,,
,|,|,,,0,,
,^গ'ম',^g'+m',,সু,1,,
,গ',g',,র,1,,
,|,|,,,0,,
