misc,onote,note,meed,words,noteCount,slurOK,countOK
,⌶⌶,⌶⌶,,,0,,
,স'জ্ঞ',s'+G',,কে ৹,2,,
,জ্ঞ',G',,ন,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,^জ্ঞ'ঋ',^G'+R',,রে,1,,
,স',s',,এ,1,,
,-,-,,ই,1,,
,|,|,,,0,,
,ণ,N,,দু,1,,
,^ণপ,^N+p,,য়া,1,,
,-ণ,-N,,র্,1,,
,|,|,,,0,,
,^ণদ,^N+D,,টু,1,,
,প,p,,কু,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^মপ,^m+p,,পা,1,,
,-,-,,র্,1,,
,জ্ঞ,G,,হ,1,,
,|,|,,,0,,
,পম,p+m,,তে ৹,2,,
,প,p,,স,1,,
,-,-,,ঙ্,1,,
,|,|,,,0,,
,পণ,p+N,,শ ৹,2,,
,-^ণদ,-^N+D,,৹,1,,
,-,-,,য়্,1,,
,|,|,,,0,,
,প,p,,ও,1,,
,ম,m,,তো,1,,
,-,-,,র্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^মদ,^m+D,,পা,1,,
,-,-,,র্,1,,
,দ,D,,হ,1,,
,|,|,,,0,,
,ণ,N,,তে,1,,
,ণ,N,,স,1,,
,-স',-s',,ঙ্,1,,
,|,|,,,0,,
,স',s',,শ,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,য়্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স,s,,জ,1,,
,-জ্ঞ,-G,,য়্,1,,
,জ্ঞ,G,,অ,1,,
,|,|,,,0,,
,^জ্ঞঋ,^G+R,,জা,1,,
,ঋ,R,,না,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,স,s,,জ,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
|,-,-,,য়্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স,s,,এ,1,,
,-,-,,ই,1,,
,র,r,,দি,1,,
,|,|,,,0,,
,জ্ঞ,G,,কে,1,,
,ম,m,,তো,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,প,p,,ভ,1,,
,-,-,,র্,1,,
,দ,D,,সা,1,,
,|,|,,,0,,
,ণ,N,,য,1,,
,স',s',,ত,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স,s,,ও,1,,
,-জ্ঞ,-G,,ই,1,,
,জ্ঞ,G,,দি,1,,
,|,|,,,0,,
,জ্ঞ,G,,কে,1,,
,^জ্ঞর,^G+r,,তো,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,জ্ঞ,G,,ভ,1,,
,-,-,,৹,1,,
,-,-,,য়্,1,,
,|,|,,,0,,
,ম,m,,কে,1,,
,প,p,,ন,1,,
,-দপ,-D+p,,৹ ৹,2,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,মপ,m+p,,ও ৹,2,,
,-,-,,ই,1,,
,ম,m,,দি,1,,
,|,|,,,0,,
,জ্ঞ,G,,কে,1,,
,র,r,,তো,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,জ্ঞ,G,,ভ,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,য়্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^জ্ঞজ্ঞ',^G+G',,জ,1,,
,-,-,,য়্,1,,
,জ্ঞ',G',,অ,1,,
,|,|,,,0,,
,^জ্ঞ'ঋ',^G'+R',,জা,1,,
,ঋ',R',,না,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,^ধ'স',^d'+s',,জ,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,য়্,1,,
,⌶⌶,⌶⌶,,,0,,
,⌶⌶,⌶⌶,,,0,,
,{দ,D,,জা,1,,
,দ,D,,না,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,^দণ,^D+N,,শো,1,,
,স',s',,না,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,ণস',N+s',,বা ৹,2,,
,^ণদ,^N+D,,সা,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,ণ,N,,বেঁ,1,,
,স',s',,ধে,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^ণস',^N+s',,কা,1,,
,-,-,,ট্,1,,
,দ,D,,ল,1,,
,|,|,,,0,,
,ণ,N,,তো,1,,
,স',s',,দি,1,,
,-ঋ',-R',,ন্,1,,
,|,|,,,0,,
,^ঋ'ণ,^R'+N,,হে,1,,
,ণ,N,,সে,1,,
,-জ্ঞ',-G',,৹,1,,
,|,|,,,0,,
,^জ্ঞ'ঋ',^G'+R',,কেঁ,1,,
,স',s',,দে,1,,
,-},-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স',s',,এ,1,,
,-ঋ',-R',,ই,1,,
,^ঋ'স',^R'+s',,কো,1,,
,|,|,,,0,,
,ণ,N,,ণে,1,,
,ণ,N,,তে,1,,
,-দ,-D,,ই,1,,
,|,|,,,0,,
,^দপ,^D+p,,আ,1,,
,প,p,,না,1,,
,-দণ,-D+N,,৹ ৹,2,,
,|,|,,,0,,
,^ণদ,^N+D,,গো,1,,
,প,p,,না,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^মপ,^m+p,,ন,1,,
,-,-,,য়্,1,,
,জ্ঞ,G,,কি,1,,
,|,|,,,0,,
,জ্ঞ,G,,ছু,1,,
,পম,p+m,,তে ৹,2,,
,-প,-p,,ই,1,,
,|,|,,,0,,
,^ণদ,^N+D,,ন,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-প,-p,,য়্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^মপ,^m+p,,ন,1,,
,-,-,,য়্,1,,
,ম,m,,কি,1,,
,|,|,,,0,,
,^মজ্ঞ,^m+G,,ছু,1,,
,জ্ঞ,G,,তে,1,,
,-র,-r,,ই,1,,
,|,|,,,0,,
,^রজ্ঞ,^r+G,,ন,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,য়্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^জ্ঞজ্ঞ',^G+G',,জ,1,,
,-,-,,য়্,1,,
,জ্ঞ',G',,অ,1,,
,|,|,,,0,,
