misc,onote,note,meed,words,noteCount,slurOK,countOK
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,ম,m,,ও,1,,
,-গমগ,-g+m+g,,৹ ৹ ৹,3,,
,র,r,,নি,1,,
,গ,g,,ঠুর্,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶⌶,⌶⌶,,,0,,
,{স,s,,আ,1,,
,-,-,,৹,1,,
,র,r,,রো,1,,
,-গ,-g,,৹,1,,
,|,|,,,0,,
,র,r,,কি,1,,
,-প,-p,,৹,1,,
,^পম,^p+m,,বা,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
|,-,-,,ণ্,1,,
,(,,,,0,,
,-,-,,,1,,CHECK
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,সম,s+m,,তো ৹,2,,
,-,-,,৹,1,,
,ম,m,,মা,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,ম,m,,তূ,1,,
,-,-,,৹,1,,
,পম,p+m,,ণে ৹,2,,
,-গ,-g,,৹,1,,
,⌶,⌶,,,0,,
,গ,g,,আ,1,,
,-ম,-m,,৹,1,,
,ম,m,,ছে,1,,
,-গ,-g,,৹,1,,
,|,|,,,0,,
,ম,m,,ও,1,,
,-গমগ,-g+m+g,,৹ ৹ ৹,3,,
,র,r,,নি,1,,
,গ)},g,,ঠুর্,1,,
,⌶,⌶,,,0,,
,ম,m,,তু,1,,
,ম,m,,মি,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,{ম,m,,ম,1,,
,-,-,BEGIN,৹,1,,
,-প,-p,END,র্,1,,
,প,p,,মে,1,,
,|,|,,,0,,
,প,p,,আ,1,,
,-,-,,৹,1,,
,প,p,,মা,1,,
,-ধণ,-d+N,,৹ য়্,2,,
,⌶,⌶,,,0,,
,(^পধ,^p+d,,মা,1,,
,-,-,,র্,1,,
,প,p,,বে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-ধ,-d,,৹,1,,
,-পধপ,-p+d+p,,৹ ৹ ৹,3,,
,ম,m,,তু,1,,
,ম)},m,,মি,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,^পধ,^p+d,,মা,1,,
,-,-,,র্,1,,
,প,p,BEGIN,বে,1,,
,-স',-s',END,৹,1,,
,|,|,,,0,,
,স',s',,হি,1,,
,-,-,,৹,1,,
,^স'ণ,^s'+N,,য়া,1,,
,-,-,,র্,1,,
,⌶,⌶,,,0,,
,ধণ,d+N,,কা ৹,2,,
,-ধ,-d,,৹,1,,
,প,p,,ছে,1,,
,-^ধপ,-^d+p,,৹,1,,
,|,|,,,0,,
,ম,m,,"ও,1,,
,-গমগ,-g+m+g,,৹ ৹ ৹,3,,
,র,r,,নি,1,,
,গ,g,,ঠুর্",1,,
,⌶⌶,⌶⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,ম,m,,আ,1,,
,ম,m,,মি,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶⌶,⌶⌶,,,0,,
,{ম,m,,পা,1,,
,প,p,,লি,1,,
,প,p,,য়ে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,প,p,,থা,1,,
,-,-,,৹,1,,
,প,p,,কি,1,,
