misc,onote,note,meed,words,noteCount,slurOK,countOK
,⌶⌶,⌶⌶,,,0,,
[প],{ম,m,,এ,1,,
,ম,m,,খ,1,,
,পদপ,p+D+p,,নো ৹ ৹,3,,
,-মপ,-m+p,,৹ ৹,2,,
,|,|,,,0,,
,^পগ,^p+g,,গে,1,,
,ম,m,,ল,1,,
,প,p,BEGIN,না,1,,
,-দ,-D,END,৹,1,,
,|,|,,,0,,
,^দপ,^D+p,BEGIN,আঁ,1,,
,-স',-s',END,৹,1,,
,ণ,N,,ধা,1,,
,-,-,BEGIN,৹,1,,
,|,|,CONTINUE,,0,,
,-দ,-D,END,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
|,-,-,,র্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,(^দপ,^D+p,,এ,1,,
,ম,m,,খ,1,,
,মপদপ,m+p+D+p,,নো ৹ ৹ ৹,4,,
,-মপ,-m+p,,৹ ৹,2,,
,|,|,,,0,,
,^পম,^p+m,,র,1,,
,জ্ঞর,G+r,,হি ৹,2,,
,^রস,^r+s,,ল,1,,
,-র,-r,,৹,1,,
,|,|,,,0,,
,জ্ঞ,G,,বা,1,,
,-,-,,৹,1,,
,ম:,m,,ধা,1,,
,-প:,-p,,৹,1,,
,|,|,,,0,,
,-ম,-m,BEGIN,৹,1,,
,-ণ:,-N,END BEGIN,৹,1,,
,-দ:,-D,END,৹,1,,
,-)},-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^দপ,^D+p,,এ,1,,
,ম,m,,খ,1,,
,মপদপ,m+p+D+p,,নো ৹ ৹ ৹,4,,
,-মপ,-m+p,,৹ ৹,2,,
,|,|,,,0,,
,^পম,^p+m,,র,1,,
,জ্ঞর,G+r,,হি ৹,2,,
,^রস,^r+s,,ল,1,,
,-র,-r,,৹,1,,
,|,|,,,0,,
,জ্ঞ,G,,বা,1,,
,-,-,,৹,1,,
,ম,m,,ধা,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ধ,d,,এ,1,,
,ধ,d,,খ,1,,
,ধ,d,,নো,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,ধ,d,,ম,1,,
,ধ,d,,র,1,,
,ধ,d,,ণ,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,ণ,N,,ব্র,1,,
,-ধ,-d,,৹,1,,
,স'ণ,s'+N,,ত ৹,2,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-দ,-D,,৹,1,,
,-প,-p,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,প,p,,জী,1,,
,প,p,,ব,1,,
,প,p,,নে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,প,p,,হ,1,,
,প,p,,ল,1,,
,প,p,,না,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,ম,m,,সা,1,,
,-প,-p,,৹,1,,
,দ,D,,ধা,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶[]⌶,⌶[+]+⌶,,,2,,CHECK
,⌶⌶,⌶⌶,,,0,,
,ম,m,,ক,1,,
,ম,m,,বে,1,,
,ম,m,,যে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,প,p,,দু,1,,
,-ণ,-N,,৹,1,,
,-,-,,ক্,1,,
,ণ,N,,খ,1,,
,|,|,,,0,,
,ণ:,N,,জ্বা,1,,
,-স'ণ:,-s'+N,,৹ ৹,2,,
,স',s',,লা,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ণ,N,,হ,1,,
,ণর',N+r',,বে ৹,2,,
,র',r',,রে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,র',r',,বি,1,,
,র',r',,জ,1,,
,র',r',,য়,1,,
,-স',-s',,৹,1,,
,|,|,,,0,,
,র',r',,মা,1,,
,-স'র',-s'+r',,৹ ৹,2,,
,র'জ্ঞ',r'+G',,লা ৹,2,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-র',-r',,৹,1,,
,-স',-s',,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স',s',,ঝ,1,,
,ঋ',R',,লি,1,,
,স',s',,বে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,ণ,N,,অ,1,,
,ণস',N+s',,রু ৹,2,,
,ণ,N,,ণ,1,,
,-ধ,-d,,৹,1,,
,|,|,,,0,,
,ধ,d,,রা,1,,
,-পধ,-p+d,,৹ ৹,2,,
,স'ণ,s'+N,,গে ৹,2,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-দ,-D,,৹,1,,
,-প,-p,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,প,p,,নি,1,,
,প,p,,শী,1,,
,প,p,,থ,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,প,p,,রা,1,,
,প,p,,তে,1,,
,প,p,,র,1,,
,-ম,-m,,৹,1,,
,|,|,,,0,,
,প,p,,কাঁ,1,,
,-মপ,-m+p,,৹ ৹,2,,
,দ,D,,দা,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶[]⌶,⌶[+]+⌶,,,2,,CHECK
,⌶⌶,⌶⌶,,,0,,
,গ,g,,এ,1,,
,গ,g,,খ,1,,
,গ,g,,নো,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,গ,g,,নি,1,,
