misc,onote,note,meed,words,noteCount,slurOK,countOK
,⌶⌶,⌶⌶,,,0,,
2',{স,s,,তু,1,,
,সদ,s+D,,মি ৹,2,,
,দ,D,,কি,1,,
,দ,D,,গো,1,,
,|,|,,,0,,
3,প,p,,পি,1,,
,পম,p+m,,তা ৹,2,,
,মপদ,m+p+D,,আ ৹ ৹,3,,
,পদ,p+D,,মা ৹,2,,
,|,|,,,0,,
0,^পম,^p+m,,দে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-পম,-p+m,,৹ ৹,2,,
,|,|,,,0,,
1,-গম,-g+m,,৹ ৹,2,,
,-গ,-g,,৹,1,,
,-ঋ,-R,,৹,1,,
|,-স},-s,,র্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,প,p,,ও,1,,
,-দ,-D,,ই,1,,
,ন,n,,যে,1,,
,স',s',,নে,1,,
,|,|,,,0,,
,স'ঋ',s'+R',,হা ৹,2,,
,ন,n,,রি,1,,
,দ,D,,মু,1,,
,প,p,,খ,1,,
,|,|,,,0,,
,মপ,m+p,,অ ৹,2,,
,গ,g,,তু,1,,
,ম,m,,ল,1,,
,প,p,,স্নে,1,,
,|,|,,,0,,
,^ণদ,^N+D,,হে,1,,
,-,-,,৹,1,,
,^ণপ,^N+p,,৹,1,CHECK,
,-,-,,র্,1,,
,⌶⌶,⌶⌶,,,0,,
,⌶⌶,⌶⌶,,,0,,
,{প,p,,ও,1,,
,-দ,-D,,ই,1,,
,ন,n,,যে,1,,
,ন,n,,ন,1,,
,|,|,,,0,,
,স',s',,য়,1,,
,স',s',,নে,1,,
,স',s',,ত,1,,
,স'ন,s'+n,,ব ৹,2,,
,|,|,,,0,,
,স',s',,অ,1,,
,স'গ',s'+g',,রু ৹,2,,
,ঋ',R',,ণ,1,,
,স'ঋ',s'+R',,কি ৹,2,,
,|,|,,,0,,
,নস',n+s',,র ৹,2,,
,ন,n,,ণ,1,,
,দ,D,,ন,1,,
,প},p,,ব,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স',s',,বি,1,,
,ন,n,,ম,1,,
,স',s',,ল,1,,
,স'ঋ',s'+R',,চ ৹,2,,
,|,|,,,0,,
,নস',n+s',,র ৹,2,,
,ন,n,,ণ,1,,
,দ,D,,ত,1,,
,প,p,,লে,1,,
,|,|,,,0,,
,ম,m,,ফু,1,,
,গ,g,,ল,1,,
,ম,m,,ফু,1,,
,প,p,,টে,1,,
,|,|,,,0,,
,পণ,p+N,,প্র ৹,2,,
,দ,D,,ভা,1,,
,প,p,,তে,1,,
,-,-,,র্,1,,
,⌶⌶,⌶⌶,,,0,,
,⌶⌶,⌶⌶,,,0,,
,{স,s,,ও,1,,
,-ঋ,-R,,ই,1,,
,ম,m,,কি,1,,
,ম,m,,স্নে,1,,
,|,|,,,0,,
,ম,m,,হে,1,,
,ম,m,,র,1,,
,ম,m,,র,1,,
,ম,m,,বে,1,,
,|,|,,,0,,
,মগ,m+g,,ডা ৹,2,,
,গ,g,,কি,1,,
,ম,m,,ছ,1,,
,প,p,,মো,1,,
,|,|,,,0,,
,পণ,p+N,,দে ৹,2,,
,দ,D,,র,1,,
,প,p,,স,1,,
,প},p,,বে,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স',s',,তো,1,,
,ন,n,,মা,1,,
,স',s',,র,1,,
,স'ঋ',s'+R',,আ ৹,2,,
,|,|,,,0,,
,নস',n+s',,স ৹,2,,
,ন,n,,ন,1,,
,দ,D,,ঘে,1,,
,প,p,,রি,1,,
,|,|,,,0,,
,ম,m,,দাঁ,1,,
,গ,g,,ড়া,1,,
,ম,m,,ব,1,,
,প,p,,কি,1,,
,|,|,,,0,,
,ম,m,,কা,1,,
,গ,g,,ছে,1,,
,ঋ,R,,গি,1,,
,স,s,,য়া,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,{^পদ,^p+D,,হৃ,1,,
,দ,D,,দ,1,,
,ন,n,,য়ে,1,,
,স',s',,র,1,,
,|,|,,,0,,
,ঋ',R',,ফু,1,,
,স'ঋ',s'+R',,ল ৹,2,,
,ন,n,,গু,1,,
,স'ন,s'+n,,লি ৹,2,,
,|,|,,,0,,
,স',s',,য,1,,
,স'গ',s'+g',,ত ৹,2,,
,ঋ',R',,নে,1,,
,স'ঋ',s'+R',,ফু ৹,2,,
,|,|,,,0,,
,নস',n+s',,টা ৹,2,,
,ন,n,,য়ে,1,,
,দ,D,,তু,1,,
,প},p,,লি,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^পস',^p+s',,দি,1,,
,ন,n,,বে,1,,
,স',s',,কি,1,,
,স'ঋ',s'+R',,বি ৹,2,,
,|,|,,,0,,
,নস',n+s',,ম ৹,2,,
,ন,n,,ল,1,,
,দ,D,,ক,1,,
,প,p,,রি,1,,
,|,|,,,0,,
,ম,m,,প্র,1,,
,গ,g,,সা,1,,
,ম,m,,দ,1,,
,প,p,,স,1,,
,|,|,,,0,,
,পণ,p+N,,লি ৹,2,,
,দ,D,,ল,1,,
,প,p,,দি,1,,
,প,p,,য়া,1,,
,⌶⌶⌶⌶,⌶⌶⌶⌶,,,0,,
