misc,onote,note,meed,words,noteCount,slurOK,countOK
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,ধ,d,,প্র,1,,
,ম,m,,থ,1,,
,ধ,d,,ম,1,,
,⌶,⌶,,,0,,
,⌶⌶,⌶⌶,,,0,,
1',স',s',,আ,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,ন,n,,দি,1,,
,|,|,,,0,,
2,ধ,d,,ত,1,,
,ধ,d,,ব,1,,
,|,|,,,0,,
3,ম,m,,শ,1,,
,-গ,-g,,৹,1,,
,-ম,-m,,ক্,1,,
|,ম,m,,তি,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ম,m,,আ,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,ম,m,,দি,1,,
,|,|,,,0,,
,গ,g,,প,1,,
,গ,g,,র,1,,
,|,|,,,0,,
,ঋ,R,,মো,1,,
,-,-,,জ্,1,,
,স,s,,জ্ব,1,,
,স,s,,ল,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^ন.স,^n.+s,,জ্যো,1,,
,-,-,,৹,1,,
,গ,g,,তি,1,,
,গ,g,,তো,1,,
,|,|,,,0,,
,ম,m,,মা,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,ধ,d,,রি,1,,
,ধ,d,,হে,1,,
,ম,m,,গ,1,,
,ধ,d,,গ,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ন,n,,নে,1,,
,-স',-s',,৹,1,,
,স',s',,গ,1,,
,স',s',,গ,1,,
,|,|,,,0,,
,ঋ',R',,নে,1,,
,-ন,-n,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,ধ,d,,"প্র,1,,
,ম,m,,থ,1,,
,ধ,d,,ম",1,,
,⌶⌶,⌶⌶,,,0,,
,⌶⌶,⌶⌶,,,0,,
,{ম,m,,তো,1,,
,ধ,d,,মা,1,,
,-ন,-n,,৹,1,,
,স',s',,র,1,,
,|,|,,,0,,
,ঋ',R',,আ,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,স',s',,দি,1,,
,স'ন,s'+n,,বা ৹,2,,
,-স',-s',,৹,1,,
,স',s',,ণী,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^নস',^n+s',,ব,1,,
,স',s',,হি,1,,
,স',s',,ছে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,স',s',,ত,1,,
,স',s',,ব,1,,
,|,|,,,0,,
,^নস',^n+s',,আ,1,,
,ন,n,,ন,1,,
,-ধ,-d,,ন্,1,,
,ন},n,,দ,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স',s',,জা,1,,
,-,-,,৹,1,,
,গ',g',,গি,1,,
,গ',g',,ছে,1,,
,|,|,,,0,,
,ঋ',R',,ন,1,,
,ঋ',R',,ব,1,,
,|,|,,,0,,
,স',s',,ন,1,,
,ন,n,,ব,1,,
,স',s',,র,1,,
,স',s',,সে,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^ধন,^d+n,,হৃ,1,,
,ন,n,,দ,1,,
,স',s',,য়ে,1,,
,স',s',,ম,1,,
,|,|,,,0,,
,ঋ',R',,নে,1,,
,-ন,-n,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,ধ,d,,"প্র,1,,
,ম,m,,থ,1,,
,ধ,d,,ম",1,,
,⌶⌶,⌶⌶,,,0,,
,⌶⌶,⌶⌶,,,0,,
,{স,s,,তো,1,,
,-,-,,৹,1,,
,ম,m,,মা,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,ম,m,,র,1,,
,ম,m,,চি,1,,
,|,|,,,0,,
,ম,m,,দা,1,,
,-,-,,৹,1,,
,গ,g,,কা,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ম,m,,শে,1,,
,-ধ,-d,,৹,1,,
,ধ,d,,ভা,1,,
,-গ,-g,,৹,1,,
,|,|,,,0,,
,-ম,-m,,৹,1,,
,ম,m,,তে,1,,
,|,|,,,0,,
,গ,g,,সূ,1,,
,-,-,,৹,1,,
,ঋ,R,,র,1,,
,স,s,,য,1,,
,⌶,⌶,,,0,,
