misc,onote,note,meed,words,noteCount,slurOK,countOK
,⌶⌶,⌶⌶,,,0,,
,{স'গ',s'+g',,নাই,2,,CHECK
,গ',g',,ভয়্,1,,
,র',r',,নাই,1,,
,স',s',,ভয়্,1,,
,|,|,,,0,,
,ন,n,,নাই,1,,
,ধন,d+n,,ভয়্,2,,CHECK
,নর',n+r',,নাই,2,,CHECK
,স',s',,রে,1,,
,⌶,⌶,,,0,,
,(স'গ',s'+g',,থাক্,2,,CHECK
,গ'গ',g'+g',,পড়ে,2,,CHECK
,র',r',,থাক্,1,,
,স',s',,ভয়্,1,,
,|,|,,,0,,
,ন,n,,বাই,1,,
,ধ,d,,রে,1,,
,হ্মধ,M+d,,বাই,2,,CHECK
,^ধপ)},^d+p,,রে,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,পধ,p+d,,জাগো,2,,CHECK
,^ধপ,^d+p,,মৃৎ,1,,
,নধ,n+d,,তুন,2,,CHECK
,নন,n+n,,জয়,2,,CHECK
,|,|,,,0,,
,স'ন,s'+n,,চিৎ,2,,CHECK
,^র'স',^r'+s',,তে ৹,1,,CHECK
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,স'গ',s'+g',,থৈ ৹,2,,
,গ',g',,থৈ,1,,
,র',r',,নর,1,,
,র'ন,r'+n,,তন,2,,CHECK
,|,|,,,0,,
,নর',n+r',,নৃৎ,2,,CHECK
,স',s',,তে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স'গ',s'+g',,ওরে,2,,CHECK
,গ',g',,মন্,1,,
,গ'প',g'+p',,বন্,2,,CHECK
,প'প',p'+p',,ধন,2,,CHECK
,|,|,,,0,,
,গ',g',,ছিন্,1,,
,গ',g',,ন,1,,
,র',r',,দাও,1,,
,স'স',s'+s',,তালি,2,,CHECK
,⌶,⌶,,,0,,
,স'গ',s'+g',,তাই,2,,CHECK
,র',r',,তাই,1,,
,নর',n+r',,তাই,2,,CHECK
,স',s',,রে,1,,
,|,|,,,0,,
,ন,n,,নাই,1,,
,ধ,d,,ভয়্,1,,
,পহ্ম,p+M,,নাই,2,,CHECK
,গহ্ম,g+M,,ভয়্,2,,CHECK
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,হ্মধ,M+d,,নাই,2,,CHECK
,^ধপ,^d+p,,রে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
|,-,-,,৹,1,,
,⌶⌶⌶⌶,⌶⌶⌶⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
