misc,onote,note,meed,words,noteCount,slurOK,countOK
,⌶,⌶,,,0,,
1',ম,m,,স,1,,
,প,p,,ক,1,,
,ণপ,N+p,,ল ৹,2,,
,|,|,,,0,,
2,ন,n,,গ,1,,
,-স',-s',,র্,1,,
,স',s',,ব,1,,
,|,|,,,0,,
0,ণ,N,,দূ,1,,
,প,p,,র,1,,
,ম,m,,ক,1,,
,|,|,,,0,,
3,প,p,,রি,1,,
,^পণ,^p+N,,দি,1,,
,প,p,,ব,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,মজ্ঞ,m+G,BEGIN END,তো ৹,2,,
,মজ্ঞ,m+G,BEGIN END,মা ৹,2,,
,ম,m,,র,1,,
,|,|,,,0,,
,পম,p+m,,গ ৹,2,,
,-ণ,-N,,র্,1,,
,প,p,,ব,1,,
,|,|,,,0,,
,মজ্ঞ,m+G,BEGIN END,ছা ৹,2,,
,মজ্ঞ,m+G,BEGIN END,ড়ি ৹,2,,
,^জ্ঞম,^G+m,,ব,1,,
,|,|,,,0,,
,র,r,,না,1,,
,-,-,,৹,1,,
|,-স,-s,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স,s,,স,1,,
,স,s,,বা,1,,
,মর,m+r,,রে ৹,2,,
,|,|,,,0,,
,ম,m,,ডা,1,,
,প,p,,কি,1,,
,প,p,,য়া,1,,
,|,|,,,0,,
,ম,m,,ক,1,,
,প,p,,হি,1,,
,ণপ,N+p,,ব ৹,2,,
,|,|,,,0,,
,ন,n,,যে,1,,
,ন,n,,দি,1,,
,-স',-s',,ন্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স'ন,s'+n,,পা ৹,2,,
,স',s',,ব,1,,
,^স'র',^s'+r',,ত,1,,
,|,|,,,0,,
,র'^জ্ঞ',r'+^G',,ব,1,,
,স',s',,প,1,,
,স'র',s'+r',,দ ৹,2,,
,|,|,,,0,,
,ন,n,,রে,1,,
,নস'র',n+s'+r',,ণু ৹ ৹,3,,
,স'ণ,s'+N,,ক ৹,2,,
,|,|,,,0,,
,ণদ,N+D,,ণা ৹,2,,
,-ণপ,-N+p,,৹ ৹,2,,
,-দম,-D+m,,৹ ৹,2,,
,⌶⌶,⌶⌶,,,0,,
,⌶⌶,⌶⌶,,,0,,
,{ম,m,,ত,1,,
,প,p,,ব,1,,
,ণপ,N+p,,আ ৹,2,,
,|,|,,,0,,
,-ণপ,-N+p,,৹ ৹,2,,
,ন,n,,হ্বা,1,,
,-স',-s',,ন্,1,,
,|,|,,,0,,
,স',s',,আ,1,,
,স',s',,সি,1,,
,স',s',,বে,1,,
,|,|,,,0,,
,স',s',,য,1,,
,স',s',,খ,1,,
,-,-,,ন্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স'ন,s'+n,,সে ৹,2,,
,স'ন,s'+n,,ক ৹,2,,
,স',s',,থা,1,,
,|,|,,,0,,
,^স'ম',^s'+m',,কে,1,,
,র',r',,ম,1,,
,স',s',,নে,1,,
,|,|,,,0,,
,ন,n,,ক,1,,
,নস'র',n+s'+r',,রি ৹ ৹,3,,
,স'ণ,s'+N,,ব ৹,2,,
,|,|,,,0,,
,ণদ,N+D,,গো ৹,2,,
,ণপ,N+p,,প ৹,2,,
,-},-,,ন্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,মজ্ঞ,m+G,BEGIN END,স ৹,2,,
,মজ্ঞ,m+G,BEGIN END,ক ৹,2,,
,ম,m,,ল,1,,
,|,|,,,0,,
,পম,p+m,,বা ৹,2,,
,-ণ,-N,,৹,1,,
,প,p,,ক্যে,1,,
,|,|,,,0,,
,মজ্ঞ,m+G,BEGIN END,স ৹,2,,
,মজ্ঞ,m+G,BEGIN END,ক ৹,2,,
,^জ্ঞম,^G+m,,ল,1,,
,|,|,,,0,,
,র,r,,ক,1,,
,-,-,,র্,1,,
,স,s,,মে,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স,s,,প্র,1,,
,র',r',,কা,1,,
,র',r',,শি,1,,
,|,|,,,0,,
,স',s',,বে,1,,
,স',s',,ত,1,,
,স'র',s'+r',,ব ৹,2,,
,|,|,,,0,,
,ন,n,,আ,1,,
,নস'র',n+s'+r',,রা ৹ ৹,3,,
,স'ণ,s'+N,,ধ ৹,2,,
,|,|,,,0,,
,ণদ,N+D,,না ৹,2,,
,-ণপ,-N+p,,৹ ৹,2,,
,-দম,-D+m,,৹ ৹,2,,
,⌶⌶,⌶⌶,,,0,,
,⌶⌶,⌶⌶,,,0,,
,{মর,m+r,BEGIN END,য ৹,2,,
,মর,m+r,BEGIN END,ত ৹,2,,
,ম,m,,মা,1,,
,|,|,,,0,,
,-প,-p,,ন্,1,,
,প,p,,আ,1,,
,প,p,,মি,1,,
,|,|,,,0,,
,ম,m,,পে,1,,
,প,p,,য়ে,1,,
,দ,D,,ছি,1,,
,|,|,,,0,,
,ম,m,,যে,1,,
,প,p,,কা,1,,
,প,p,,জে,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ম,m,,সে,1,,
,প,p,,দি,1,,
,-ণপ,-N+p,,৹ ন্,2,,
,|,|,,,0,,
,ন,n,,স,1,,
,স',s',,ক,1,,
,স'র',s'+r',,লি ৹,2,,
,|,|,,,0,,
,ন,n,,যা,1,,
,নস'র',n+s'+r',,বে ৹ ৹,3,,
,স'ণ,s'+N,,দূ ৹,2,,
,|,|,,,0,,
,ণদ,N+D,,রে ৹,2,,
,-ণ,-N,,৹,1,,
,-প,-p,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,মজ্ঞ,m+G,BEGIN END,শু ৹,2,,
,মজ্ঞ,m+G,BEGIN END,ধু ৹,2,,
,ম,m,,ত,1,,
,|,|,,,0,,
,প,p,,ব,1,,
,ণ,N,,মা,1,,
,-প,-p,,ন্,1,,
,|,|,,,0,,
,মজ্ঞ,m+G,BEGIN END,দে ৹,2,,
,মজ্ঞ,m+G,BEGIN END,হে ৹,2,,
,^জ্ঞম,^G+m,,ম,1,,
,|,|,,,0,,
,র,r,,নে,1,,
,স,s,,মো,1,,
,-,-,,র্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স,s,,বা,1,,
,স,s,,জি,1,,
,মর,m+r,,য়া ৹,2,,
,|,|,,,0,,
,ম,m,,উ,1,,
,প,p,,ঠি,1,,
,প,p,,বে,1,,
,|,|,,,0,,
,ণ,N,,এ,1,,
,-ণ,-N,,ক্,1,,
,ম,m,,সু,1,,
,|,|,,,0,,
,প,p,,রে,1,,
,-,-,,৹,1,,
,-},-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,{ম,m,,প,1,,
,প,p,,থে,1,,
,ণপ,N+p,,র ৹,2,,
,|,|,,,0,,
,ন,n,,প,1,,
,ন,n,,থি,1,,
,নস',n+s',,ক ৹,2,,
,|,|,,,0,,
,স',s',,সে,1,,
,স',s',,ও,1,,
,স',s',,দে,1,,
,|,|,,,0,,
,স',s',,খে,1,,
,স',s',,যা,1,,
