misc,onote,note,meed,words,noteCount,slurOK,countOK
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,স,s,,মো,1,,
,-,-,,র্,1,,
,স,s,,বী,1,,
,-ণ.,-N.,,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶⌶,⌶⌶,,,0,,
,{দ,D,,ণা,1,,
,-,-,,৹,1,,
,^দপ,^D+p,,ও,1,,
,ম,m,,ঠে,1,,
,|,|,,,0,,
,^মদ,^m+D,,কো,1,,
,-,-,,ন্,1,,
,প,p,,সু,1,,
,ম,m,,রে,1,,
,⌶,⌶,,,0,,
,ম,m,,বা,1,,
,-দ,-D,,৹,1,,
,^দপ,^D+p,,জি,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
|,-,-,,৹,1,,
,(-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,পস',p+s',,কো ৹,2,,
,-,-,,ন্,1,,
,ণ,N,,ন,1,,
,দ,D,,ব,1,,
,|,|,,,0,,
,প,p,,চ,1,,
,-,-,,ন্,1,,
,ম,m,,চ,1,,
,জ্ঞ,G,,ল,1,,
,⌶,⌶,,,0,,
,^জ্ঞম,^G+m,,ছ,1,,
,-,-,,ন্,1,,
,^মজ্ঞ,^m+G,,দে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,ঋ,R,,মো,1,,
,-,-,,র্,1,,
,স,s,,বী,1,,
,-ণ.)},-N.,,৹,1,,
,⌶,⌶,,,0,,
,স,s,,ম,1,,
,র,r,,ম,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,^রজ্ঞ,^r+G,,অ,1,,
,-,-,,ন্,1,,
,স,s,,ত,1,,
,র,r,,র,1,,
,|,|,,,0,,
,জ্ঞ,G,,ক,1,,
,-,-,,ম্,1,,
,^জ্ঞস,^G+s,,পি,1,,
,র,r,,ত,1,,
,⌶,⌶,,,0,,
,জ্ঞ,G,,আ,1,,
,-র,-r,,৹,1,,
,^মজ্ঞ,^m+G,,জি,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,র,r,,নি,1,,
,জ্ঞ,G,,খি,1,,
,ম,m,,লে,1,,
,প,p,,র,1,,
,|,|,,,0,,
,দ,D,,হৃ,1,,
,দ,D,,দ,1,,
,ণ,N,,য়,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,ণ,N,,স্প,1,,
,-,-,,ন্,1,,
,স',s',,দে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,স',s',BEGIN,"মো,1,,
,-^স,-^s,END,র্,0,,CHECK
,স,s,,বী,1,,
,-ণ.,-N.,,৹ ",1,,CHECK
,⌶⌶,⌶⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶⌶,⌶⌶,,,0,,
,দ,D,,আ,1,,
,দ,D,,সে,1,,
,দ,D,,কো,1,,
,-ণ,-N,,ন্,1,,
,|,|,,,0,,
,ণ,N,,ত,1,,
,স',s',,রু,1,,
,স',s',,ণ,1,,
,স',s',,অ,1,,
,⌶,⌶,,,0,,
