misc,onote,note,meed,words,noteCount,slurOK,countOK
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,গ,g,,সে,1,,
,গ,g,,কি,1,,
,-ম,-m,,৹,1,,
,⌶,⌶,,,0,,
,⌶⌶,⌶⌶,,,0,,
,ম,m,,ভা,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,প,p,,বে,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-ধ,-d,,৹,1,,
,-ন,-n,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^নপ,^n+p,,গো,1,,
,-,-,,৹,1,,
,ধ,d,,প,1,,
,|,|,,,0,,
,-ন,-n,,ন্,1,,
,ন,n,,র,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,ধপ,d+p,,বে ৹,2,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
|,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,প,p,,লু,1,,
,-,-,,৹,1,,
,প,p,,কি,1,,
,|,|,,,0,,
,-দ,-D,,৹,1,,
,দ,D,,য়ে,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,দ,D,,হৃ,1,,
,-,-,,৹,1,,
,^দপ,^D+p,,দ,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,প,p,,য়,1,,
,-দ,-D,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,মপ,m+p,,কা ৹,2,,
,-দপ,-D+p,,৹ ৹,2,,
,-মপ,-m+p,,৹ ৹,2,,
,|,|,,,0,,
,^মগ,^m+g,,ড়া,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,গ,g,,সে,1,,
,গ,g,,কি,1,,
,-ম,-m,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ম,m,,ভা,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,প,p,,বে‍,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,পদ,p+D,,তা ৹,2,,
,-,-,,৹,1,,
,দ,D,,হা,1,,
,|,|,,,0,,
,-,-,,র্,1,,
,দ,D,,আ,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,দ,D,,সা,1,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,-ণ,-N,,৹,1,,
,⌶,⌶,,,0,,
,^ণপ,^N+p,,হা,1,,
,-,-,,ও,1,,
,প,p,,য়া,1,,
,|,|,,,0,,
,-ণ,-N,,য়্,1,,
,^ণদ,^N+D,,ঢা,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^দপ,^D+p,,কা,1,,
,-,-,,৹,1,,
,প,p,,সে,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,প,p,,যে,1,,
,-দ,-D,,৹,1,,
,⌶,⌶,,,0,,
,ম,m,,সৃ,1,,
,-,-,,ষ্,1,,
,প,p,,টি,1,,
,|,|,,,0,,
,-দ,-D,,৹,1,,
,দ,D,,ছা,1,,
,-প,-p,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,মগ,m+g,,ড় ৹,2,,
,-,-,,৹,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,গ,g,,"সে,1,,
,গ,g,,কি,1,,
,-ম,-m,,৹ ",1,,CHECK
,⌶⌶,⌶⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶⌶,⌶⌶,,,0,,
,পস',p+s',,হি ৹,2,,
,-,-,,৹,1,,
