misc,onote,note,meed,words,noteCount,slurOK,countOK
,⌶⌶,⌶⌶,,,0,,
1',স',s',,ভ,1,,
,-^ন,-^n,,ক্,0,,CHECK
,স',s',,ত,1,,
,-^ন,-^n,,৹,0,,CHECK
,|,|,,,0,,
2,ধ,d,,হৃ,1,,
,ণ,N,,দি,1,,
,|,|,,,0,,
3,ধ,d,,বি,1,,
,প,p,,কা,1,,
,-,-,,৹,1,,
|,প,p,,শ,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,র,r,,প্রা,1,,
,-গ,-g,,৹,1,,
,ম,m,,ণ,1,,
,প,p,,বি,1,,
,|,|,,,0,,
,ম,m,,মো,1,,
,-গ,-g,,৹,1,,
,|,|,,,0,,
,-ম,-m,,৹,1,,
,র,r,,হ,1,,
,স,s,,ন,1,,
,-,-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ম,m,,ন,1,,
,ম,m,,ব,1,,
,র,r,,ন,1,,
,র,r,,ব,1,,
,|,|,,,0,,
,স,s,,ত,1,,
,স,s,,ব,1,,
,|,|,,,0,,
,স,s,,প্র,1,,
,স,s,,কা,1,,
,-ধ.ণ.,-d.+N.,,৹ ৹,2,,
,প.,p.,,শ,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,প.,p.,,নি,1,,
,-মর,-m+r,,৹ ত্,2,,
,র,r,,ত,1,,
,র,r,,নি,1,,
,|,|,,,0,,
,-,-,,ত্,1,,
,র,r,,ত,1,,
,|,|,,,0,,
,র,r,,চি,1,,
,-গ,-g,,ত্,1,,
,ম,m,,ত,1,,
,প,p,,গ,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,^পণ,^p+N,,গ,1,,
,ণ,N,,নে,1,,
,-ধ,-d,,৹,1,,
,প,p,,হৃ,1,,
,|,|,,,0,,
,ম,m,,দী,1,,
,-গ,-g,,৹,1,,
,|,|,,,0,,
,-ম,-m,,শ্,1,,
,র,r,,শ,1,,
,স,s,,র,1,,
,-,-,,৹,1,,
,⌶⌶,⌶⌶,,,0,,
,⌶⌶,⌶⌶,,,0,,
,{প,p,,ক,1,,
,প,p,,ভু,1,,
,-,-,,৹,1,,
,প,p,,মো,1,,
,|,|,,,0,,
,-স',-s',,৹,1,,
,স',s',,হ,1,,
,|,|,,,0,,
,স',s',,বি,1,,
,স',s',,না,1,,
,-,-,,৹,1,,
,স',s',,শ,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স',s',,ম,1,,
,স',s',,হা,1,,
,-,-,,৹,1,,
,স',s',,রু,1,,
,|,|,,,0,,
,-,-,,দ্,1,,
,ধ,d,,দ্র,1,,
,|,|,,,0,,
,ধ,d,,জ্বা,1,,
,-র'স',-r'+s',,৹ ৹,2,,
,র',r',,লা,1,,
,-},-,,৹,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ম',m',,ক,1,,
,ম',m',,ভু,1,,
,র',r',,বি,1,,
,স',s',,রা,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,স'ন,s'+n,,জ ৹,2,,
,|,|,,,0,,
,ধ,d,,ভ,1,,
,ন,n,,য়,1,,
,স',s',,হ,1,,
,র',r',,র,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স',s',,শা,1,,
,-নস',-n+s',,৹ ন্,2,,
,ধ,d,,তি,1,,
,প,p,,সু,1,,
,|,|,,,0,,
,ম,m,,ধা,1,,
,-গ,-g,,৹,1,,
,|,|,,,0,,
,-ম,-m,,৹,1,,
,র,r,,ক,1,,
,স,s,,র,1,,
,-,-,,৹,1,,
,⌶⌶,⌶⌶,,,0,,
,⌶⌶,⌶⌶,,,0,,
,{স,s,,চ,1,,
,-,-,,ন্,1,,
,মগ,m+g,,চ ৹,2,,
,ম,m,,ল,1,,
,|,|,,,0,,
,প,p,,হ,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,প,p,,ষ,1,,
,প,p,,শো,1,,
,-,-,,৹,1,,
,প,p,,ক,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,প,p,,স,1,,
,-,-,,ঙ্,1,,
,স',s',,কু,1,,
,স',s',,ল,1,,
,|,|,,,0,,
,ধ,d,,ক,1,,
,-,-,,ল্,1,,
,|,|,,,0,,
,প,p,,লো,1,,
,প,p,,ল,1,,
,প,p,,প,1,,
,প,p,,রে,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,প,p,,স্হি,1,,
,প,p,,র,1,,
,^মপ,^m+p,,বি,1,,
,ম,m,,রা,1,,
,|,|,,,0,,
,-গ,-g,,৹,1,,
,গ,g,,জে,1,,
,|,|,,,0,,
,র,r,,চি,1,,
,গ,g,,র,1,,
,ম,m,,দি,1,,
,প,p,,ন,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,র,r,,ম,1,,
,-গ,-g,,ঙ্,1,,
,ম,m,,গ,1,,
,প,p,,ল,1,,
,|,|,,,0,,
,^পধ,^p+d,,ত,1,,
,প,p,,ব,1,,
,|,|,,,0,,
,ম,m,,রূ,1,,
,-গ,-g,,৹,1,,
,-র,-r,,৹,1,,
,প},p,,প,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,প,p,,প্রে,1,,
,-ধ,-d,,৹,1,,
,প,p,,ম,1,,
,প,p,,মূ,1,,
,|,|,,,0,,
,-স',-s',,র্,1,,
,স',s',,তি,1,,
,|,|,,,0,,
,স',s',,নি,1,,
,স',s',,রু,1,,
,স',s',,প,1,,
,স',s',,ম,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,স',s',,প্র,1,,
,র',r',,কা,1,,
,-,-,,৹,1,,
,র',r',,শ,1,,
,|,|,,,0,,
,গ',g',,ক,1,,
,গ',g',,রো,1,,
,|,|,,,0,,
,র',r',,না,1,,
,-,-,,৹,1,,
,স',s',,থ,1,,
,স'ন,s'+n,,হে ৹,2,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,ধ,d,,ধ্যা,1,,
,-র',-r',,৹,1,,
,স',s',,ন,1,,
,ন,n,,ন,1,,
,|,|,,,0,,
,ধ,d,,য়,1,,
,প,p,,নে,1,,
,|,|,,,0,,
,প,p,,প,1,,
,প,p,,রি,1,,
,প,p,,পূ,1,,
,-র,-r,,র্,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,র,r,,ণ,1,,
,র,r,,রূ,1,,
,-গ,-g,,৹,1,,
,ম,m,,প,1,,
,|,|,,,0,,
