misc,onote,note,meed,words,noteCount,slurOK,countOK
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,স,s,,য,1,,
,স,s,,দি,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶⌶,⌶⌶,,,0,,
1',{স,s,,তো,1,,
,স,s,,মা,1,,
,-র,-r,,র্,1,,
,|,|,,,0,,
2,র,r,,দে,1,,
,র,r,,খা,1,,
,-জ্ঞ,-G,,৹,1,,
,|,|,,,0,,
0,র,r,,না,1,,
,মম,m+m,,পা ৹,2,,
,-জ্ঞজ্ঞ,-G+G,,৹ ই,2,,
,|,|,,,0,,
3,র,r,,প্র,1,,
,স,s,,ভু,1,,
|,-,-,,৹,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,ণ,N,,এ,1,,
,ণ,N,,বা,1,,
,-,-,,র্,1,,
,|,|,,,0,,
,^ধণধ,^d+N+d,,এ ৹,2,,
,প,p,,জী,1,,
,-ধপ,-d+p,,৹ ৹,2,,
,|,|,,,0,,
,ম,m,,ব,1,,
,-গ,-g,,৹,1,,
,ম,m,,নে,1,,
,|,|,,,0,,
,(-,-,,৹,1,,
,স,s,,য,1,,
,স)},s,,দি,1,,
,⌶,⌶,,,0,,
,{-,-,,৹,1,,
,গ,g,,ত,1,,
,ম,m,,বে,1,,
,⌶,⌶,,,0,,
,⌶,⌶,,,0,,
,প,p,,তো,1,,
,ন,n,,মা,1,,
,-,-,,য়্,1,,
,|,|,,,0,,
,স',s',,আ,1,,
,স',s',,মি,1,,
,-র',-r',,৹,1,,
,|,|,,,0,,
,স',s',,পা,1,,
,-ধ,-d,,ই,1,,
,^স'ণ,^s'+N,,নি,1,,
,|,|,,,0,,
,-^ধ,-^d,,৹,0,,CHECK
,প,p,,যে,1,,
,ম,m,,ন,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,প,p,,সে,1,,
,-স',-s',,৹,1,,
,ণ,N,,ক,1,,
,|,|,,,0,,
,ধ,d,,থা,1,,
,প,p,,র,1,,
,-ধপ,-d+p,,৹ য়্,2,,
,|,|,,,0,,
,ম,m,,ম,1,,
,-গ,-g,,৹,1,,
,ম},m,,নে,1,,
,|,|,,,0,,
,{-,-,,৹,1,,
,মগ,m+g,,যে ৹,2,,
,ম,m,,ন,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,ম,m,,ভু,1,,
,প,p,,লে,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,প,p,,না,1,,
,প,p,,যা,1,,
,-,-,,ই,1,,
,|,|,,,0,,
,স,s,,বে,1,,
,স,s,,দ,1,,
,-,-,,৹,1,,
,|,|,,,0,,
,র,r,,না,1,,
,গ,g,,পা,1,,
,-,-,,ই,1,,
,⌶,⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶,⌶,,,0,,
,ম,m,,শ,1,,
,প,p,,য়,1,,
,-ধ,-d,,৹,1,,
,|,|,,,0,,
,^পধপ,^p+d+p,,নে ৹,2,,
,ম,m,,স্ব,1,,
,-গ,-g,,৹,1,,
,|,|,,,0,,
,^রগ,^r+g,,প,1,,
,-ম,-m,,৹,1,,
,ম},m,,নে,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,স,s,,"য,1,,
,স,s,,দি",1,,
,⌶⌶,⌶⌶,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,,,,,0,,
,⌶⌶,⌶⌶,,,0,,
,প,p,,এ,1,,
,প,p,,স,1,,
,-,-,,ঙ্,1,,
,|,|,,,0,,
,প,p,,সা,1,,
,প,p,,রে,1,,
,-ধ,-d,,র্,1,,
,|,|,,,0,,
,ন,n,,হা,1,,
,-,-,,৹,1,,
,স',s',,টে,1,,
,|,|,,,0,,
,-,-,,৹,1,,
,স',s',,আ,1,,
,স',s',,মার্,1,,
,⌶,⌶,,,0,,
