tstart,tend,fstart,fend,newnote
0,0.4,698.46,698.46,1
0.4,0.8,783.99,783.99,1
0.8,1.2,783.99,783.99,1
1.2,1.37,783.99,783.99,1
1.37,1.4,783.99,880,0
1.4,1.57,880,880,0
1.57,1.6,880,932.33,0
1.6,2,932.33,932.33,0
2,2.4,880,880,1
2.4,2.5,698.46,659.26,1
2.5,2.8,659.26,659.26,1
2.8,3.17,698.46,698.46,1
3.17,3.2,698.46,698.46,0
3.2,3.6,698.46,698.46,0
3.6,3.7,880,932.33,1
3.7,4,932.33,932.33,1
4,4.37,880,880,1
4.37,4.4,880,987.77,0
4.4,4.8,987.77,987.77,0
4.8,5.2,987.77,987.77,1
5.2,5.57,1046.5,1046.5,1
5.57,5.6,1046.5,1046.5,0
5.6,6,1046.5,1046.5,0
6,6.1,1046.5,987.77,1
6.1,6.17,987.77,987.77,1
6.17,6.2,987.77,1046.5,0
6.2,6.37,1046.5,1046.5,0
6.37,6.4,1046.5,1174.66,0
6.4,6.6,1174.66,1174.66,0
6.6,6.8,1318.51,1318.51,1
6.8,6.97,1174.66,1174.66,1
6.97,7,1174.66,1046.5,0
7,7.2,1046.5,1046.5,0
7.2,7.37,1046.5,1046.5,1
7.37,7.4,1046.5,987.77,0
7.4,7.6,987.77,987.77,0
7.6,7.70333333333333,1046.5,1046.5,1
7.70333333333333,7.73333333333333,1046.5,1174.66,0
7.73333333333333,7.83666666666667,1174.66,1174.66,0
7.83666666666667,7.86666666666667,1174.66,1046.5,0
7.86666666666667,7.97,1046.5,1046.5,0
7.97,8,1046.5,932.33,0
8,8.37,932.33,932.33,0
8.37,8.4,932.33,880,0
8.4,8.57,880,880,0
8.57,8.6,880,932.33,0
8.6,8.77,932.33,932.33,0
8.77,8.8,932.33,880,0
8.8,9.17,880,880,0
9.17,9.2,880,880,0
9.2,9.6,880,880,0
9.6,10,932.33,932.33,1
10,10.1033333333333,932.33,932.33,1
10.1033333333333,10.1333333333333,932.33,1174.66,0
10.1333333333333,10.2366666666667,1174.66,1174.66,0
10.2366666666667,10.2666666666667,1174.66,1046.5,0
10.2666666666667,10.37,1046.5,1046.5,0
10.37,10.4,1046.5,1046.5,0
10.4,10.8,1046.5,1046.5,0
10.8,11.17,932.33,932.33,1
11.17,11.2,932.33,880,0
11.2,11.6,880,880,0
11.6,12,783.99,783.99,1
12,12.4,698.46,698.46,1
12.4,12.57,659.26,659.26,1
12.57,12.6,659.26,523.25,0
12.6,12.77,523.25,523.25,0
12.77,12.8,523.25,659.26,0
12.8,13.2,659.26,659.26,0
13.2,13.6,659.26,659.26,1
13.6,13.97,698.46,698.46,1
13.97,14,698.46,698.46,0
14,14.4,698.46,698.46,0
14.4,14.5,698.46,932.33,1
14.5,14.8,932.33,932.33,1
14.8,15.17,880,880,1
15.17,15.2,880,698.46,0
15.2,15.6,698.46,698.46,0
15.6,15.7,880,783.99,1
15.7,16,783.99,783.99,1
16,16.17,698.46,698.46,1
16.17,16.2,698.46,659.26,0
16.2,16.37,659.26,659.26,0
16.37,16.4,659.26,698.46,0
16.4,16.8,698.46,698.46,0
16.8,16.97,783.99,783.99,1
16.97,17,783.99,880,0
17,17.2,880,880,0
17.2,17.3,932.33,783.99,1
17.3,17.57,783.99,783.99,1
