tstart,tend,fstart,fend,newnote
0,0.4,987.77,987.77,1
0.4,0.77,987.77,1046.5,1
0.77,0.8,1046.5,1046.5,0
0.8,1.2,1046.5,1046.5,0
1.2,1.6,1046.5,1046.5,1
1.6,1.97,1046.5,1046.5,1
1.97,2,1046.5,1046.5,0
2,2.4,1046.5,1046.5,0
2.4,2.8,1046.5,1046.5,1
2.8,3.17,1046.5,1046.5,1
3.17,3.2,1046.5,1046.5,0
3.2,3.6,1046.5,1046.5,0
3.6,3.97,1046.5,1046.5,1
3.97,4,1046.5,1174.66,0
4,4.37,1174.66,1174.66,0
4.37,4.4,1174.66,1046.5,0
4.4,4.50333333333333,1046.5,1046.5,0
4.50333333333333,4.53333333333333,1046.5,1174.66,0
4.53333333333333,4.63666666666667,1174.66,1174.66,0
4.63666666666667,4.66666666666667,1174.66,1046.5,0
4.66666666666667,4.77,1046.5,1046.5,0
4.77,4.8,1046.5,987.77,0
4.8,5.17,987.77,987.77,0
5.17,5.2,987.77,987.77,0
5.2,5.57,987.77,987.77,0
5.57,5.6,987.77,987.77,0
5.6,6,987.77,987.77,0
6,6.4,987.77,987.77,1
6.4,6.77,987.77,987.77,1
6.77,6.8,987.77,880,0
6.8,7,880,880,0
7,7.2,783.99,783.99,1
7.2,7.57,783.99,783.99,1
7.57,7.6,783.99,783.99,0
7.6,7.97,783.99,783.99,0
7.97,8,783.99,880,0
8,8.4,880,880,0
8.4,8.8,987.77,987.77,1
8.8,9.17,880,880,1
9.17,9.2,880,987.77,0
9.2,9.6,987.77,987.77,0
9.6,9.77,880,880,1
9.77,9.8,880,783.99,0
9.8,9.97,783.99,783.99,0
9.97,10,783.99,783.99,0
10,10.37,783.99,783.99,0
10.37,10.4,783.99,783.99,0
10.4,10.77,783.99,783.99,0
10.77,10.8,783.99,783.99,0
10.8,11.17,783.99,783.99,0
11.17,11.2,783.99,783.99,0
11.2,11.6,783.99,783.99,0
11.6,12,783.99,783.99,1
12,12.37,783.99,783.99,1
12.37,12.4,783.99,830.61,0
12.4,12.8,830.61,830.61,0
12.8,13.2,830.61,830.61,1
13.2,13.57,830.61,830.61,1
13.57,13.6,830.61,783.99,0
13.6,14,783.99,783.99,0
14,14.4,783.99,783.99,1
14.4,14.77,698.46,698.46,1
14.77,14.8,698.46,698.46,0
14.8,15.17,698.46,698.46,0
15.17,15.2,698.46,783.99,0
15.2,15.6,783.99,783.99,0
15.6,15.97,698.46,698.46,1
15.97,16,698.46,830.61,0
16,16.37,830.61,830.61,0
16.37,16.4,830.61,783.99,0
16.4,16.5033333333333,783.99,783.99,0
16.5033333333333,16.5333333333333,783.99,830.61,0
16.5333333333333,16.6666666666667,830.61,830.61,0
16.6666666666667,16.8,830.61,830.61,1
16.8,17.17,698.46,698.46,1
17.17,17.2,698.46,659.26,0
17.2,17.6,659.26,659.26,0
17.6,18,659.26,659.26,1
18,18.4,659.26,659.26,1
18.4,18.77,659.26,659.26,1
18.77,18.8,659.26,698.46,0
18.8,19.2,698.46,698.46,0
19.2,19.57,783.99,783.99,1
19.57,19.6,783.99,783.99,0
19.6,19.97,783.99,783.99,0
19.97,20,783.99,830.61,0
20,20.4,830.61,830.61,0
20.4,20.8,932.33,932.33,1
20.8,21.17,830.61,830.61,1
21.17,21.2,830.61,932.33,0
21.2,21.6,932.33,932.33,0
21.6,21.77,830.61,830.61,1
21.77,21.8,830.61,783.99,0
21.8,21.97,783.99,783.99,0
21.97,22,783.99,783.99,0
22,22.37,783.99,783.99,0
22.37,22.4,783.99,783.99,0
22.4,22.77,783.99,783.99,0
22.77,22.8,783.99,783.99,0
22.8,23.17,783.99,783.99,0
23.17,23.2,783.99,783.99,0
23.2,23.6,783.99,783.99,0
23.6,24,783.99,783.99,1
24,24.4,523.25,523.25,1
24.4,24.77,523.25,523.25,1
24.77,24.8,523.25,523.25,0
24.8,25.2,523.25,523.25,0
25.2,25.6,587.33,587.33,1
25.6,25.97,659.26,659.26,1
25.97,26,659.26,659.26,0
26,26.4,659.26,659.26,0
26.4,26.8,698.46,698.46,1
26.8,27.17,783.99,783.99,1
27.17,27.2,783.99,783.99,0
27.2,27.6,783.99,783.99,0
27.6,28,987.77,987.77,1
28,28.4,987.77,987.77,1
28.4,28.8,987.77,987.77,1
28.8,29.2,987.77,987.77,1
29.2,29.57,987.77,987.77,1
29.57,29.6,987.77,1046.5,0
29.6,30,1046.5,1046.5,0
30,30.4,1046.5,1046.5,1
30.4,30.77,1046.5,1046.5,1
30.77,30.8,1046.5,987.77,0
30.8,31.2,987.77,987.77,0
31.2,31.37,880,880,1
31.37,31.4,880,987.77,0
31.4,31.6,987.77,987.77,0
31.6,31.77,880,880,1
31.77,31.8,880,783.99,0
31.8,31.97,783.99,783.99,0
31.97,32,783.99,783.99,0
32,32.37,783.99,783.99,0
32.37,32.4,783.99,783.99,0
32.4,32.77,783.99,783.99,0
32.77,32.8,783.99,783.99,0
32.8,33.17,783.99,783.99,0
33.17,33.2,783.99,783.99,0
33.2,33.6,783.99,783.99,0
33.6,34,783.99,783.99,1
34,34.37,783.99,783.99,1
34.37,34.4,783.99,830.61,0
34.4,34.8,830.61,830.61,0
34.8,35.2,830.61,830.61,1
35.2,35.57,830.61,830.61,1
35.57,35.6,830.61,783.99,0
35.6,36,783.99,783.99,0
36,36.37,783.99,783.99,1
36.37,36.4,783.99,783.99,0
36.4,36.77,783.99,783.99,0
36.77,36.8,783.99,783.99,0
36.8,37.17,783.99,783.99,0
37.17,37.2,783.99,698.46,0
37.2,37.3033333333333,698.46,698.46,0
37.3033333333333,37.3333333333333,698.46,783.99,0
37.3333333333333,37.4366666666667,783.99,783.99,0
37.4366666666667,37.4666666666667,783.99,830.61,0
37.4666666666667,37.57,830.61,830.61,0
37.57,37.6,830.61,830.61,0
37.6,37.97,830.61,830.61,0
37.97,38,830.61,783.99,0
38,38.2,783.99,783.99,0
38.2,38.4,698.46,698.46,1
38.4,38.8,698.46,698.46,1
38.8,39.2,698.46,698.46,1
39.2,39.6,783.99,783.99,1
39.6,39.7033333333333,698.46,698.46,1
