tstart,tend,fstart,fend,newnote
0,0.4,587.33,587.33,1
0.4,0.8,659.26,659.26,1
0.8,1.17,587.33,587.33,1
1.17,1.2,587.33,659.26,0
1.2,1.4,659.26,659.26,0
1.4,1.6,587.33,587.33,1
1.6,2,523.25,523.25,1
2,2.4,523.25,523.25,1
2.4,2.8,523.25,523.25,1
2.8,3.2,523.25,523.25,1
3.2,3.6,523.25,523.25,1
3.6,4,523.25,523.25,1
4,4.4,523.25,523.25,1
4.4,4.57,523.25,523.25,1
4.57,4.6,523.25,587.33,0
4.6,4.77,587.33,587.33,0
4.77,4.8,587.33,659.26,0
4.8,5.2,659.26,659.26,0
5.2,5.6,659.26,659.26,1
5.6,5.97,659.26,659.26,1
5.97,6,659.26,659.26,0
6,6.37,659.26,659.26,0
6.37,6.4,659.26,659.26,0
6.4,6.77,659.26,659.26,0
6.77,6.8,659.26,698.46,0
6.8,6.97,698.46,698.46,0
6.97,7,698.46,659.26,0
7,7.2,659.26,659.26,0
7.2,7.6,587.33,587.33,1
7.6,8,659.26,659.26,1
8,8.37,587.33,587.33,1
8.37,8.4,587.33,659.26,0
8.4,8.6,659.26,659.26,0
8.6,8.77,587.33,587.33,1
8.77,8.8,587.33,587.33,0
8.8,9.17,587.33,587.33,0
9.17,9.2,587.33,587.33,0
9.2,9.6,587.33,587.33,0
9.6,10,659.26,659.26,1
10,10.4,659.26,659.26,1
10.4,10.77,659.26,659.26,1
10.77,10.8,659.26,659.26,0
10.8,11.2,659.26,659.26,0
11.2,11.6,698.46,698.46,1
11.6,11.97,698.46,698.46,1
11.97,12,698.46,698.46,0
12,12.4,698.46,698.46,0
12.4,12.8,698.46,698.46,1
12.8,12.97,659.26,659.26,1
12.97,13,659.26,698.46,0
13,13.17,698.46,698.46,0
13.17,13.2,698.46,783.99,0
13.2,13.37,783.99,783.99,0
13.37,13.4,783.99,698.46,0
13.4,13.57,698.46,698.46,0
13.57,13.6,698.46,659.26,0
13.6,13.97,659.26,659.26,0
13.97,14,659.26,659.26,0
14,14.37,659.26,659.26,0
14.37,14.4,659.26,659.26,0
14.4,14.77,659.26,659.26,0
