tstart,tend,fstart,fend,newnote
0,0.4,880,880,1
0.4,0.8,880,880,1
0.8,1.2,932.33,932.33,1
1.2,1.57,932.33,932.33,1
1.57,1.6,932.33,1174.66,0
1.6,2,1174.66,1174.66,0
2,2.1,1174.66,1046.5,1
2.1,2.4,1046.5,1046.5,1
2.4,2.77,932.33,932.33,1
2.77,2.8,932.33,932.33,0
2.8,3.2,932.33,932.33,0
3.2,3.6,880,880,1
3.6,3.97,783.99,783.99,1
3.97,4,783.99,880,0
4,4.2,880,880,0
4.2,4.4,932.33,932.33,1
4.4,4.5,932.33,880,1
4.5,4.8,880,880,1
4.8,4.97,783.99,783.99,1
4.97,5,783.99,698.46,0
5,5.17,698.46,698.46,0
5.17,5.2,698.46,659.26,0
5.2,5.6,659.26,659.26,0
5.6,6,698.46,698.46,1
6,6.37,880,880,1
6.37,6.4,880,783.99,0
6.4,6.8,783.99,783.99,0
6.8,6.97,783.99,783.99,1
6.97,7,783.99,932.33,0
7,7.2,932.33,932.33,0
7.2,7.57,880,880,1
7.57,7.6,880,880,0
7.6,8,880,880,0
8,8.4,987.77,987.77,1
8.4,8.8,1046.5,1046.5,1
8.8,9.2,1046.5,1046.5,1
9.2,9.6,987.77,987.77,1
9.6,9.97,1046.5,1046.5,1
9.97,10,1046.5,1046.5,0
10,10.4,1046.5,1046.5,0
10.4,10.8,987.77,987.77,1
10.8,11.17,1046.5,1046.5,1
11.17,11.2,1046.5,1046.5,0
11.2,11.6,1046.5,1046.5,0
11.6,12,987.77,987.77,1
12,12.1,1174.66,1046.5,1
12.1,12.37,1046.5,1046.5,1
12.37,12.4,1046.5,932.33,0
12.4,12.57,932.33,932.33,0
12.57,12.6,932.33,880,0
12.6,12.8,880,880,0
12.8,13.2,880,880,1
13.2,13.57,932.33,932.33,1
13.57,13.6,932.33,880,0
13.6,14,880,880,0
14,14.4,783.99,783.99,1
14.4,14.77,880,880,1
14.77,14.8,880,880,0
14.8,15.2,880,880,0
15.6,15.97,698.46,698.46,1
15.97,16,698.46,880,0
16,16.4,880,880,0
16.4,16.8,880,880,1
16.8,17.2,880,880,1
17.2,17.57,880,880,1
17.57,17.6,880,987.77,0
17.6,18,987.77,987.77,0
18,18.4,987.77,987.77,1
18.4,18.8,1046.5,1046.5,1
18.8,19.2,1046.5,1046.5,1
19.2,19.6,987.77,987.77,1
19.6,19.97,1046.5,1046.5,1
19.97,20,1046.5,1046.5,0
20,20.4,1046.5,1046.5,0
20.4,20.8,987.77,987.77,1
20.8,21.2,987.77,987.77,1
21.2,21.6,987.77,987.77,1
21.6,22,987.77,987.77,1
22,22.37,1046.5,1046.5,1
22.37,22.4,1046.5,1174.66,0
22.4,22.57,1174.66,1174.66,0
22.57,22.6,1174.66,1046.5,0
22.6,22.77,1046.5,1046.5,0
22.77,22.8,1046.5,987.77,0
22.8,22.97,987.77,987.77,0
22.97,23,987.77,1046.5,0
23,23.17,1046.5,1046.5,0
23.17,23.2,1046.5,1046.5,0
23.2,23.57,1046.5,1046.5,0
23.57,23.6,1046.5,1046.5,0
23.6,23.97,1046.5,1046.5,0
23.97,24,1046.5,1046.5,0
24,24.37,1046.5,1046.5,0
24.37,24.4,1046.5,1046.5,0
24.4,24.77,1046.5,1046.5,0
24.77,24.8,1046.5,1046.5,0
24.8,25.2,1046.5,1046.5,0
25.2,25.6,659.26,659.26,1
25.6,25.97,698.46,698.46,1
25.97,26,698.46,698.46,0
26,26.4,698.46,698.46,0
26.4,26.8,659.26,659.26,1
26.8,27.17,698.46,698.46,1
27.17,27.2,698.46,698.46,0
27.2,27.6,698.46,698.46,0
27.6,28,783.99,783.99,1
28,28.4,880,880,1
28.4,28.8,880,880,1
28.8,29.2,987.77,987.77,1
29.2,29.6,1046.5,1046.5,1
29.6,30,1046.5,1046.5,1
30,30.4,659.26,659.26,1
30.4,30.8,698.46,698.46,1
30.8,31.2,698.46,698.46,1
31.2,31.6,659.26,659.26,1
31.6,31.97,698.46,698.46,1
31.97,32,698.46,783.99,0
32,32.4,783.99,783.99,0
32.8,33.2,523.25,523.25,1
33.2,33.57,523.25,523.25,1
33.57,33.6,523.25,523.25,0
33.6,34,523.25,523.25,0
34,34.4,587.33,587.33,1
34.4,34.8,587.33,587.33,1
34.8,35.2,587.33,587.33,1
35.2,35.6,659.26,659.26,1
35.6,35.97,659.26,659.26,1
35.97,36,659.26,659.26,0
36,36.4,659.26,659.26,0
36.4,36.8,659.26,659.26,1
36.8,37.17,659.26,659.26,1
37.17,37.2,659.26,698.46,0
37.2,37.6,698.46,698.46,0
37.6,38,659.26,659.26,1
38,38.4,698.46,698.46,1
38.4,38.8,698.46,698.46,1
38.8,39.2,698.46,698.46,1
39.2,39.57,783.99,783.99,1
39.57,39.6,783.99,783.99,0
39.6,40,783.99,783.99,0
40,40.4,1046.5,1046.5,1
