tstart,tend,fstart,fend,newnote
0,0.1,987.77,830.61,1
0.1,0.4,830.61,830.61,1
0.4,0.8,830.61,830.61,1
0.8,0.97,783.99,783.99,1
0.97,1,783.99,698.46,0
1,1.17,698.46,698.46,0
1.17,1.2,698.46,622.25,0
1.2,1.30333333333333,622.25,622.25,0
1.30333333333333,1.33333333333333,622.25,698.46,0
1.33333333333333,1.43666666666667,698.46,698.46,0
1.43666666666667,1.46666666666667,698.46,783.99,0
1.46666666666667,1.6,783.99,783.99,0
1.6,2,698.46,698.46,1
2,2.4,783.99,783.99,1
2.4,2.8,783.99,783.99,1
2.8,3.17,783.99,783.99,1
3.17,3.2,783.99,783.99,0
3.2,3.6,783.99,783.99,0
3.6,4,783.99,783.99,1
4,4.4,783.99,783.99,1
4.4,4.8,830.61,830.61,1
4.8,5.17,830.61,830.61,1
5.17,5.2,830.61,783.99,0
5.2,5.6,783.99,783.99,0
5.6,6,698.46,698.46,1
6,6.37,783.99,783.99,1
6.37,6.4,783.99,880,0
6.4,6.8,880,880,0
6.8,6.90333333333333,932.33,932.33,1
6.90333333333333,6.93333333333333,932.33,1046.5,0
6.93333333333333,7.03666666666667,1046.5,1046.5,0
7.03666666666667,7.06666666666667,1046.5,932.33,0
7.06666666666667,7.17,932.33,932.33,0
7.17,7.2,932.33,830.61,0
7.2,7.57,830.61,830.61,0
7.57,7.6,830.61,783.99,0
7.6,8,783.99,783.99,0
8,8.4,783.99,783.99,1
8.4,8.57,783.99,783.99,1
8.57,8.6,783.99,830.61,0
8.6,8.8,830.61,830.61,0
8.8,8.97,698.46,698.46,1
8.97,9,698.46,783.99,0
9,9.17,783.99,783.99,0
9.17,9.2,783.99,830.61,0
9.2,9.37,830.61,830.61,0
9.37,9.4,830.61,932.33,0
9.4,9.6,932.33,932.33,0
9.6,9.77,830.61,830.61,1
9.77,9.8,830.61,783.99,0
9.8,10,783.99,783.99,0
10,10.4,698.46,698.46,1
10.4,10.8,783.99,783.99,1
10.8,10.9,698.46,622.25,1
10.9,11.17,622.25,622.25,1
11.17,11.2,622.25,622.25,0
11.2,11.57,622.25,622.25,0
11.57,11.6,622.25,554.37,0
11.6,11.77,554.37,554.37,0
11.77,11.8,554.37,523.25,0
11.8,12,523.25,523.25,0
12,12.4,523.25,523.25,1
12.4,12.8,523.25,523.25,1
12.8,13.17,698.46,698.46,1
13.17,13.2,698.46,659.26,0
13.2,13.3033333333333,659.26,659.26,0
13.3033333333333,13.3333333333333,659.26,698.46,0
13.3333333333333,13.4366666666667,698.46,698.46,0
13.4366666666667,13.4666666666667,698.46,783.99,0
13.4666666666667,13.6,783.99,783.99,0
13.6,14,698.46,698.46,1
14,14.4,783.99,783.99,1
14.4,14.8,783.99,783.99,1
14.8,15.17,783.99,783.99,1
15.17,15.2,783.99,783.99,0
15.2,15.6,783.99,783.99,0
15.6,16,830.61,830.61,1
16,16.4,830.61,830.61,1
16.4,16.8,1108.73,1108.73,1
16.8,16.9033333333333,1046.5,1046.5,1
16.9033333333333,16.9333333333333,1046.5,1108.73,0
16.9333333333333,17.0366666666667,1108.73,1108.73,0
17.0366666666667,17.0666666666667,1108.73,1046.5,0
