tstart,tend,fstart,fend,newnote
0,0.2,1046.5,1046.5,1
0.2,0.37,1174.66,1174.66,1
0.37,0.4,1174.66,1174.66,0
0.4,0.77,1174.66,932.33,0
0.77,0.8,932.33,932.33,0
0.8,1.17,932.33,932.33,0
1.17,1.2,932.33,932.33,0
1.2,1.57,932.33,932.33,0
1.57,1.6,932.33,932.33,0
1.6,1.97,932.33,932.33,0
1.97,2,932.33,932.33,0
2,2.4,932.33,932.33,0
2.4,2.5,932.33,880,1
2.5,2.8,880,880,1
2.8,3.2,783.99,783.99,1
3.2,3.37,698.46,698.46,1
3.37,3.4,698.46,622.25,0
3.4,3.57,622.25,622.25,0
3.57,3.6,622.25,622.25,0
3.6,3.97,622.25,622.25,0
3.97,4,622.25,622.25,0
4,4.37,622.25,622.25,0
4.37,4.4,622.25,622.25,0
4.4,4.77,622.25,622.25,0
4.77,4.8,622.25,622.25,0
4.8,5.17,622.25,622.25,0
5.17,5.2,622.25,622.25,0
5.2,5.6,622.25,622.25,0
5.6,6,587.33,587.33,1
6,6.4,523.25,523.25,1
6.4,6.57,493.88,493.88,1
6.57,6.6,493.88,523.25,0
6.6,6.77,523.25,523.25,0
6.77,6.8,523.25,587.33,0
6.8,6.97,587.33,587.33,0
6.97,7,587.33,622.25,0
7,7.2,622.25,622.25,0
7.2,7.3,622.25,587.33,1
7.3,7.57,587.33,587.33,1
7.57,7.6,587.33,587.33,0
7.6,8,587.33,587.33,0
8,8.17,587.33,587.33,1
8.17,8.2,587.33,783.99,0
8.2,8.37,783.99,783.99,0
8.37,8.4,783.99,783.99,0
8.4,8.8,783.99,783.99,0
8.8,8.9,622.25,698.46,1
8.9,9.17,698.46,698.46,1
9.17,9.2,698.46,698.46,0
9.2,9.6,698.46,698.46,0
9.6,9.7,698.46,622.25,1
9.7,9.97,622.25,622.25,1
9.97,10,622.25,622.25,0
10,10.4,622.25,622.25,0
10.4,10.77,587.33,587.33,1
10.77,10.8,587.33,622.25,0
10.8,10.97,622.25,622.25,0
10.97,11,622.25,587.33,0
11,11.2,587.33,587.33,0
11.2,11.3,587.33,523.25,1
11.3,11.57,523.25,523.25,1
11.57,11.6,523.25,523.25,0
11.6,12,523.25,523.25,0
12,12.17,523.25,523.25,1
12.17,12.2,523.25,587.33,0
12.2,12.37,587.33,587.33,0
12.37,12.4,587.33,587.33,0
12.4,12.47,587.33,523.25,0
12.47,12.5,523.25,523.25,0
12.5,12.8,523.25,523.25,0
12.8,12.9,523.25,493.88,1
12.9,13.17,493.88,493.88,1
13.17,13.2,493.88,493.88,0
13.2,13.6,493.88,493.88,0
13.6,13.97,523.25,523.25,1
13.97,14,523.25,523.25,0
14,14.37,523.25,523.25,0
14.37,14.4,523.25,523.25,0
14.4,14.77,523.25,523.25,0
14.77,14.8,523.25,523.25,0
14.8,15.2,523.25,523.25,0
15.2,15.6,659.26,659.26,1
15.6,16,659.26,659.26,1
16,16.37,659.26,659.26,1
16.37,16.4,659.26,659.26,0
16.4,16.8,659.26,659.26,0
16.8,16.97,659.26,659.26,1
16.97,17,659.26,698.46,0
17,17.17,698.46,698.46,0
17.17,17.2,698.46,698.46,0
17.2,17.57,698.46,698.46,0
17.57,17.6,698.46,698.46,0
17.6,17.97,698.46,698.46,0
17.97,18,698.46,698.46,0
18,18.4,698.46,698.46,0
18.4,18.8,698.46,698.46,1
18.8,18.97,659.26,659.26,1
18.97,19,659.26,783.99,0
19,19.2,783.99,783.99,0
19.2,19.3,783.99,698.46,1
19.3,19.57,698.46,698.46,1
19.57,19.6,698.46,783.99,0
19.6,19.77,783.99,783.99,0
19.77,19.8,783.99,698.46,0
19.8,20,698.46,698.46,0
20,20.1,698.46,622.25,1
20.1,20.37,622.25,622.25,1
20.37,20.4,622.25,622.25,0
20.4,20.77,622.25,622.25,0
20.77,20.8,622.25,622.25,0
20.8,20.87,622.25,587.33,0
20.87,20.9,587.33,587.33,0
20.9,21.17,587.33,587.33,0
21.17,21.2,587.33,523.25,0
21.2,21.57,523.25,523.25,0
21.57,21.6,523.25,587.33,0
21.6,21.97,587.33,587.33,0
21.97,22,587.33,622.25,0
22,22.37,622.25,622.25,0
22.77,22.8,622.25,622.25,0
22.8,23.17,622.25,622.25,0
23.17,23.2,622.25,622.25,0
23.2,23.57,622.25,622.25,0
23.57,23.6,622.25,622.25,0
23.6,23.97,622.25,622.25,0
23.97,24,622.25,622.25,0
24,24.4,622.25,622.25,0
24.4,24.77,783.99,783.99,1
24.77,24.8,783.99,783.99,0
24.8,25.2,783.99,783.99,0
25.2,25.37,783.99,783.99,1
25.37,25.4,783.99,880,0
25.4,25.57,880,880,0
25.57,25.6,880,698.46,0
25.6,26,698.46,698.46,0
26,26.37,783.99,783.99,1
26.37,26.4,783.99,783.99,0
26.4,26.8,783.99,783.99,0
26.8,27.17,783.99,783.99,1
27.17,27.2,783.99,880,0
27.2,27.6,880,880,0
27.6,27.97,987.77,987.77,1
27.97,28,987.77,987.77,0
28,28.4,987.77,987.77,0
28.4,28.77,1046.5,1046.5,1
28.77,28.8,1046.5,1174.66,0
28.8,29.2,1174.66,1174.66,0
29.2,29.3,1046.5,1174.66,1
29.3,29.57,1174.66,1174.66,1
29.57,29.6,1174.66,987.77,0
29.6,30,987.77,987.77,0
30,30.37,1046.5,1046.5,1
30.37,30.4,1046.5,987.77,0
30.4,30.8,987.77,987.77,0
30.8,31.17,987.77,987.77,1
31.17,31.2,987.77,1174.66,0
31.2,31.57,1174.66,1174.66,0
31.57,31.6,1174.66,1174.66,0
31.6,31.97,1174.66,1174.66,0
31.97,32,1174.66,987.77,0
32,32.4,987.77,987.77,0
32.4,32.57,987.77,987.77,1
32.57,32.6,987.77,1046.5,0
32.6,32.77,1046.5,1046.5,0
32.77,32.8,1046.5,1046.5,0
32.8,33.17,1046.5,1046.5,0
33.17,33.2,1046.5,1046.5,0
33.2,33.57,1046.5,1046.5,0
33.57,33.6,1046.5,1046.5,0
33.6,34,1046.5,1046.5,0
34,34.1,1046.5,987.77,1
34.1,34.4,987.77,987.77,1
34.4,34.8,987.77,987.77,1
34.8,35.2,987.77,987.77,1
35.2,35.6,1046.5,1046.5,1
35.6,35.7,1046.5,987.77,1
35.7,35.97,987.77,1046.5,1
35.97,36,1046.5,1046.5,0
36,36.37,1046.5,1046.5,0
36.37,36.4,1046.5,987.77,0
36.4,36.77,987.77,1174.66,0
36.77,36.8,1174.66,1174.66,0
36.8,37.2,1174.66,1174.66,0
37.2,37.3,1174.66,1046.5,1
37.3,37.37,1046.5,1046.5,1
37.37,37.4,1046.5,1174.66,0
37.4,37.57,1174.66,1174.66,0
37.57,37.6,1174.66,1174.66,0
37.6,37.97,1174.66,932.33,0
37.97,38,932.33,932.33,0
38,38.37,932.33,932.33,0
38.37,38.4,932.33,932.33,0
38.4,38.77,932.33,932.33,0
38.77,38.8,932.33,932.33,0
38.8,38.87,932.33,880,0
38.87,38.9,880,880,0
38.9,39.17,880,880,0
39.17,39.2,880,783.99,0
39.2,39.57,783.99,783.99,0
39.57,39.6,783.99,880,0
39.6,39.97,880,880,0
39.97,40,880,880,0
40,40.4,880,880,0
40.4,40.77,932.33,932.33,1
40.77,40.8,932.33,932.33,0
40.8,41.2,932.33,932.33,0
41.2,41.6,932.33,932.33,1
41.6,41.77,932.33,932.33,1
41.77,41.8,932.33,1174.66,0
41.8,42,1174.66,1174.66,0
42,42.1,1174.66,1046.5,1
42.1,42.37,1046.5,1046.5,1
42.37,42.4,1046.5,1046.5,0
42.4,42.8,1046.5,1046.5,0
42.8,42.9,1046.5,932.33,1
42.9,43.17,932.33,932.33,1
43.17,43.2,932.33,932.33,0
43.2,43.6,932.33,932.33,0
43.6,43.7,932.33,880,1
43.7,43.97,880,880,1
43.97,44,880,932.33,0
44,44.17,932.33,932.33,0
44.17,44.2,932.33,880,0
44.2,44.4,880,880,0
44.4,44.5,880,783.99,1
44.5,44.77,783.99,783.99,1
44.77,44.8,783.99,880,0
44.8,45.2,880,880,0
45.2,45.3,880,698.46,1
45.3,45.57,698.46,698.46,1
45.57,45.6,698.46,698.46,0
45.6,46,698.46,698.46,0
46,46.17,783.99,783.99,1
46.17,46.2,783.99,880,0
46.2,46.37,880,880,0
46.37,46.4,880,698.46,0
46.4,46.57,698.46,698.46,0
46.57,46.6,698.46,783.99,0
46.6,46.8,783.99,783.99,0
46.8,46.97,698.46,698.46,1
46.97,47,698.46,622.25,0
47,47.17,622.25,622.25,0
47.17,47.2,622.25,622.25,0
47.2,47.57,622.25,622.25,0
47.57,47.6,622.25,622.25,0
47.6,47.97,622.25,622.25,0
47.97,48,622.25,622.25,0
48,48.37,622.25,622.25,0
48.37,48.4,622.25,587.33,0
48.4,48.77,587.33,587.33,0
48.77,48.8,587.33,523.25,0
48.8,49.17,523.25,523.25,0
49.17,49.2,523.25,587.33,0
49.2,49.57,587.33,587.33,0
49.57,49.6,587.33,587.33,0
49.6,50,587.33,587.33,0
50,50.37,587.33,587.33,1
50.37,50.4,587.33,587.33,0
50.4,50.8,587.33,587.33,0
50.8,51.17,587.33,932.33,1
51.17,51.2,932.33,932.33,0
51.2,51.6,932.33,932.33,0
51.6,51.7,932.33,880,1
51.7,51.97,880,880,1
51.97,52,880,880,0
52,52.4,880,880,0
52.4,52.57,1046.5,1046.5,1
52.57,52.6,1046.5,932.33,0
52.6,52.77,932.33,932.33,0
52.77,52.8,932.33,932.33,0
52.8,53.17,932.33,932.33,0
53.17,53.2,932.33,932.33,0
53.2,53.57,932.33,932.33,0
53.57,53.6,932.33,932.33,0
53.6,53.97,932.33,932.33,0
53.97,54,932.33,932.33,0
54,54.37,932.33,932.33,0
54.37,54.4,932.33,932.33,0
54.4,54.8,932.33,932.33,0
54.8,54.9,932.33,880,1
54.9,55.17,880,880,1
55.17,55.2,880,932.33,0
55.2,55.37,932.33,932.33,0
55.37,55.4,932.33,880,0
55.4,55.6,880,880,0
55.6,55.7,880,932.33,1
55.7,55.97,932.33,932.33,1
55.97,56,932.33,880,0
56,56.4,880,880,0
56.4,56.5,783.99,698.46,1
56.5,56.77,698.46,698.46,1
56.77,56.8,698.46,698.46,0
56.8,57.17,698.46,698.46,0
57.17,57.2,698.46,783.99,0
57.2,57.3033333333333,783.99,783.99,0
57.3033333333333,57.3333333333333,783.99,880,0
57.3333333333333,57.4366666666667,880,880,0
57.4366666666667,57.4666666666667,880,783.99,0
57.4666666666667,57.57,783.99,783.99,0
57.57,57.6,783.99,783.99,0
57.6,57.67,783.99,698.46,0
57.67,57.7,698.46,698.46,0
57.7,57.77,698.46,698.46,0
57.77,57.8,698.46,783.99,0
57.8,58,783.99,783.99,0
58,58.17,698.46,698.46,1
58.17,58.2,698.46,622.25,0
58.2,58.37,622.25,622.25,0
58.37,58.4,622.25,622.25,0
58.4,58.77,622.25,622.25,0
58.77,58.8,622.25,587.33,0
58.8,58.97,587.33,587.33,0
58.97,59,587.33,523.25,0
59,59.17,523.25,523.25,0
