tstart,tend,fstart,fend,newnote
0,0.37,880,880,1
0.37,0.4,880,880,0
0.4,0.8,880,880,0
0.8,1.2,880,880,1
1.2,1.57,783.99,783.99,1
1.57,1.6,783.99,880,0
1.6,2,880,880,0
2,2.4,659.26,659.26,1
2.4,2.77,783.99,783.99,1
2.77,2.8,783.99,783.99,0
2.8,3.17,783.99,783.99,0
3.17,3.2,783.99,783.99,0
3.2,3.6,783.99,783.99,0
3.6,3.77,880,880,1
3.77,3.8,880,783.99,0
3.8,4,783.99,783.99,0
4,4.37,880,880,1
4.37,4.4,880,880,0
4.4,4.8,880,880,0
4.8,4.97,783.99,783.99,1
4.97,5,783.99,880,0
5,5.2,880,880,0
5.2,5.6,987.77,987.77,1
5.6,6,783.99,783.99,1
6,6.4,783.99,783.99,1
6.4,6.8,659.26,659.26,1
6.8,7.2,587.33,587.33,1
7.2,7.3,587.33,659.26,1
7.3,7.6,659.26,659.26,1
7.6,8,659.26,659.26,1
8,8.4,587.33,587.33,1
8.4,8.77,523.25,523.25,1
8.77,8.8,523.25,523.25,0
8.8,9.2,523.25,523.25,0
9.2,9.4,523.25,523.25,1
9.4,9.6,587.33,587.33,1
9.6,9.97,659.26,659.26,1
9.97,10,659.26,783.99,0
10,10.4,783.99,783.99,0
10.4,10.77,659.26,659.26,1
10.77,10.8,659.26,587.33,0
10.8,11.2,587.33,587.33,0
11.2,11.6,587.33,587.33,1
11.6,12,523.25,523.25,1
12,12.4,523.25,523.25,1
12.4,12.8,523.25,523.25,1
12.8,13.2,523.25,523.25,1
13.2,13.57,523.25,523.25,1
13.57,13.6,523.25,523.25,0
13.6,14,523.25,523.25,0
14,14.4,523.25,523.25,1
14.4,14.77,880,880,1
14.77,14.8,880,880,0
14.8,15.2,880,880,0
15.2,15.6,880,880,1
15.6,16,880,880,1
16,16.4,880,880,1
16.4,16.8,880,880,1
16.8,16.97,880,880,1
16.97,17,880,783.99,0
17,17.17,783.99,783.99,0
17.17,17.2,783.99,987.77,0
17.2,17.6,987.77,987.77,0
17.6,18,880,880,1
18,18.37,783.99,783.99,1
18.37,18.4,783.99,783.99,0
18.4,18.8,783.99,783.99,0
18.8,19.2,523.25,523.25,1
19.2,19.6,783.99,783.99,1
19.6,19.97,880,880,1
19.97,20,880,783.99,0
20,20.4,783.99,783.99,0
20.4,20.77,1046.5,1046.5,1
20.77,20.8,1046.5,1046.5,0
20.8,21.2,1046.5,1046.5,0
21.2,21.6,1046.5,1046.5,1
21.6,21.97,1046.5,1046.5,1
21.97,22,1046.5,1046.5,0
22,22.4,1046.5,1046.5,0
22.4,22.8,1046.5,1046.5,1
22.8,22.97,1046.5,1046.5,1
22.97,23,1046.5,987.77,0
23,23.17,987.77,987.77,0
23.17,23.2,987.77,1046.5,0
23.2,23.37,1046.5,1046.5,0
23.37,23.4,1046.5,1174.66,0
23.4,23.6,1174.66,1174.66,0
23.6,24,1046.5,1046.5,1
24,24.4,1174.66,1174.66,1
24.4,24.8,1174.66,1174.66,1
24.8,25.17,1174.66,1174.66,1
25.17,25.2,1174.66,1174.66,0
25.2,25.6,1174.66,1174.66,0
25.6,26,1174.66,1174.66,1
26,26.17,1174.66,1174.66,1
26.17,26.2,1174.66,1046.5,0
26.2,26.4,1046.5,1046.5,0
26.4,26.5,1046.5,1318.51,1
26.5,26.77,1318.51,1318.51,1
26.77,26.8,1318.51,1318.51,0
26.8,27.2,1318.51,1318.51,0
27.2,27.57,1174.66,1174.66,1
27.57,27.6,1174.66,987.77,0
27.6,28,987.77,987.77,0
28,28.37,1046.5,1046.5,1
28.37,28.4,1046.5,880,0
28.4,28.8,880,880,0
28.8,28.9,880,1046.5,1
28.9,29.2,1046.5,1046.5,1
29.2,29.6,1046.5,1046.5,1
29.6,30,880,880,1
30,30.4,880,880,1
30.4,30.57,880,880,1
30.57,30.6,880,783.99,0
30.6,30.77,783.99,783.99,0
30.77,30.8,783.99,880,0
30.8,30.97,880,880,0
30.97,31,880,783.99,0
31,31.2,783.99,783.99,0
31.2,31.57,880,880,1
31.57,31.6,880,880,0
31.6,31.97,880,880,0
31.97,32,880,880,0
32,32.4,880,880,0
32.4,32.8,1046.5,1046.5,1
32.8,33.2,1046.5,1046.5,1
33.2,33.6,1046.5,1046.5,1
33.6,33.97,987.77,987.77,1
33.97,34,987.77,880,0
34,34.4,880,880,0
34.4,34.5,880,987.77,1
34.5,34.8,987.77,987.77,1
34.8,35.17,987.77,987.77,1
35.17,35.2,987.77,880,0
35.2,35.6,880,880,0
35.6,36,783.99,783.99,1
