tstart,tend,fstart,fend,newnote
0,0.4,523.25,523.25,1
0.4,0.77,523.25,523.25,1
0.77,0.8,523.25,587.33,0
0.8,0.97,587.33,587.33,0
0.97,1,587.33,523.25,0
1,1.2,523.25,523.25,0
1.2,1.6,493.88,493.88,1
1.6,1.97,493.88,523.25,1
1.97,2,523.25,523.25,0
2,2.4,523.25,523.25,0
2.4,2.8,587.33,587.33,1
2.8,3.17,587.33,622.25,1
3.17,3.2,622.25,622.25,0
3.2,3.6,622.25,622.25,0
3.6,3.97,587.33,587.33,1
3.97,4,587.33,587.33,0
4,4.37,587.33,622.25,0
4.37,4.4,622.25,622.25,0
4.4,4.8,622.25,622.25,0
4.8,5.2,698.46,698.46,1
5.2,5.57,783.99,783.99,1
5.57,5.6,783.99,783.99,0
5.6,6,783.99,783.99,0
6,6.4,698.46,698.46,1
6.4,6.77,622.25,587.33,1
6.77,6.8,587.33,587.33,0
6.8,7.2,587.33,587.33,0
7.2,7.37,523.25,523.25,1
7.37,7.4,523.25,698.46,0
7.4,7.6,698.46,698.46,0
7.6,7.7,698.46,622.25,1
7.7,7.97,622.25,587.33,1
7.97,8,587.33,587.33,0
8,8.4,587.33,587.33,0
8.4,8.77,523.25,523.25,1
8.77,8.8,523.25,523.25,0
8.8,9.17,523.25,523.25,0
9.17,9.2,523.25,523.25,0
9.2,9.6,523.25,523.25,0
9.6,9.7,523.25,659.26,1
9.7,10,659.26,659.26,1
10,10.37,659.26,659.26,1
10.37,10.4,659.26,659.26,0
10.4,10.8,659.26,659.26,0
10.8,11.2,659.26,659.26,1
11.2,11.57,659.26,659.26,1
11.57,11.6,659.26,659.26,0
11.6,12,659.26,659.26,0
12,12.4,698.46,698.46,1
12.4,12.77,698.46,698.46,1
12.77,12.8,698.46,698.46,0
12.8,13.2,698.46,698.46,0
13.2,13.3033333333333,659.26,659.26,1
13.3033333333333,13.3333333333333,659.26,698.46,0
13.3333333333333,13.4366666666667,698.46,698.46,0
13.4366666666667,13.4666666666667,698.46,783.99,0
13.4666666666667,13.57,783.99,783.99,0
13.57,13.6,783.99,830.61,0
13.6,13.97,830.61,830.61,0
13.97,14,830.61,783.99,0
14,14.4,783.99,783.99,0
14.4,14.5,698.46,783.99,1
14.5,14.8,783.99,783.99,1
14.8,15.17,783.99,783.99,1
15.17,15.2,783.99,783.99,0
15.2,15.6,783.99,783.99,0
15.6,16,698.46,698.46,1
16,16.37,622.25,587.33,1
16.37,16.4,587.33,587.33,0
16.4,16.8,587.33,587.33,0
16.8,16.97,523.25,523.25,1
16.97,17,523.25,698.46,0
17,17.2,698.46,698.46,0
17.2,17.3,698.46,622.25,1
17.3,17.57,622.25,587.33,1
17.57,17.6,587.33,587.33,0
17.6,18,587.33,587.33,0
18,18.37,523.25,523.25,1
18.37,18.4,523.25,523.25,0
18.4,18.77,523.25,523.25,0
18.77,18.8,523.25,523.25,0
18.8,19.2,523.25,523.25,0
19.2,19.6,523.25,523.25,1
19.6,19.97,523.25,523.25,1
19.97,20,523.25,523.25,0
20,20.4,523.25,523.25,0
20.4,20.77,587.33,698.46,1
20.77,20.8,698.46,698.46,0
20.8,21.2,698.46,698.46,0
21.2,21.57,698.46,698.46,1
21.57,21.6,698.46,698.46,0
21.6,22,698.46,698.46,0
22,22.37,783.99,783.99,1
22.37,22.4,783.99,830.61,0
22.4,22.5033333333333,830.61,830.61,0
22.5033333333333,22.5333333333333,830.61,932.33,0
22.5333333333333,22.6366666666667,932.33,932.33,0
22.6366666666667,22.6666666666667,932.33,830.61,0
22.6666666666667,22.8,830.61,830.61,0
22.8,22.9,830.61,783.99,1
22.9,23.17,783.99,783.99,1
23.17,23.2,783.99,783.99,0
23.2,23.57,783.99,783.99,0
23.57,23.6,783.99,783.99,0
23.6,24,783.99,783.99,0
24,24.4,783.99,783.99,1
24.4,24.77,783.99,783.99,1
24.77,24.8,783.99,830.61,0
24.8,24.97,830.61,830.61,0
24.97,25,830.61,783.99,0
25,25.2,783.99,783.99,0
25.2,25.3,783.99,698.46,1
25.3,25.57,698.46,698.46,1
