tstart,tend,fstart,fend,newnote
0,0.1,587.33,932.33,1
0.1,0.4,932.33,932.33,1
0.4,0.8,932.33,932.33,1
0.8,1.2,932.33,932.33,1
1.2,1.6,880,880,1
1.6,2,783.99,783.99,1
2,2.4,783.99,783.99,1
2.4,2.8,783.99,783.99,1
2.8,3.17,783.99,783.99,1
3.17,3.2,783.99,783.99,0
3.2,3.6,783.99,783.99,0
3.6,3.7,783.99,880,1
3.7,4,880,880,1
4,4.4,783.99,783.99,1
4.4,4.8,783.99,783.99,1
4.8,5.17,698.46,698.46,1
5.17,5.2,698.46,587.33,0
5.2,5.27,587.33,698.46,0
5.27,5.3,698.46,698.46,0
5.3,5.6,698.46,698.46,0
5.6,6,622.25,622.25,1
6,6.37,587.33,587.33,1
6.37,6.4,587.33,622.25,0
6.4,6.47,622.25,587.33,0
6.47,6.5,587.33,587.33,0
6.5,6.77,587.33,587.33,0
6.77,6.8,587.33,523.25,0
6.8,6.97,523.25,523.25,0
6.97,7,523.25,587.33,0
7,7.2,587.33,587.33,0
7.2,7.3,587.33,932.33,1
7.3,7.6,932.33,932.33,1
7.6,8,932.33,932.33,1
8,8.4,932.33,932.33,1
8.4,8.8,880,880,1
8.8,9.17,783.99,783.99,1
9.17,9.2,783.99,783.99,0
9.2,9.57,783.99,783.99,0
9.57,9.6,783.99,783.99,0
9.6,9.97,783.99,783.99,0
9.97,10,783.99,783.99,0
10,10.37,783.99,783.99,0
10.37,10.4,783.99,783.99,0
10.4,10.8,783.99,783.99,0
10.8,11.2,783.99,783.99,1
11.2,11.6,698.46,698.46,1
11.6,12,659.26,659.26,1
12,12.37,698.46,698.46,1
12.37,12.4,698.46,880,0
12.4,12.8,880,880,0
12.8,13.2,880,880,1
13.2,13.6,880,880,1
13.6,13.97,880,880,1
13.97,14,880,932.33,0
14,14.4,932.33,932.33,0
14.4,14.5,932.33,880,1
14.5,14.77,880,880,1
14.77,14.8,880,1046.5,0
14.8,15.2,1046.5,1046.5,0
15.2,15.6,932.33,932.33,1
15.6,16,880,880,1
16,16.37,783.99,783.99,1
16.37,16.4,783.99,880,0
16.4,16.47,880,783.99,0
16.47,16.5,783.99,783.99,0
16.5,16.8,783.99,783.99,0
16.8,16.9,783.99,698.46,1
16.9,17.17,698.46,698.46,1
17.17,17.2,698.46,783.99,0
17.2,17.37,783.99,783.99,0
17.37,17.4,783.99,880,0
17.4,17.6,880,880,0
17.6,18,783.99,783.99,1
18,18.17,698.46,698.46,1
18.17,18.2,698.46,622.25,0
18.2,18.37,622.25,622.25,0
18.37,18.4,622.25,587.33,0
18.4,18.47,587.33,622.25,0
18.47,18.5,622.25,622.25,0
18.5,18.57,622.25,622.25,0
18.57,18.6,622.25,523.25,0
18.6,18.77,523.25,523.25,0
18.77,18.8,523.25,587.33,0
18.8,19.17,587.33,587.33,0
19.17,19.2,587.33,587.33,0
19.2,19.57,587.33,587.33,0
19.57,19.6,587.33,587.33,0
19.6,20,587.33,587.33,0
20,20.1,523.25,783.99,1
20.1,20.4,783.99,783.99,1
20.4,20.8,783.99,783.99,1
20.8,21.2,783.99,783.99,1
21.2,21.6,783.99,783.99,1
21.6,21.97,783.99,783.99,1
21.97,22,783.99,880,0
22,22.4,880,880,0
