tstart,tend,fstart,fend,newnote
0,0.4,523.25,523.25,1
0.4,0.77,523.25,523.25,1
0.77,0.8,523.25,523.25,0
0.8,1.2,523.25,523.25,0
1.2,1.6,587.33,587.33,1
1.6,1.97,587.33,587.33,1
1.97,2,587.33,783.99,0
2,2.37,783.99,783.99,0
2.37,2.4,783.99,698.46,0
2.4,2.8,698.46,698.46,0
2.8,3.2,783.99,783.99,1
3.2,3.37,698.46,698.46,1
3.37,3.4,698.46,622.25,0
3.4,3.57,622.25,622.25,0
3.57,3.6,622.25,622.25,0
3.6,3.97,622.25,622.25,0
3.97,4,622.25,622.25,0
4,4.37,622.25,622.25,0
4.37,4.4,622.25,587.33,0
4.4,4.57,587.33,587.33,0
4.57,4.6,587.33,523.25,0
4.6,4.8,523.25,523.25,0
4.8,5.2,523.25,523.25,1
5.2,5.57,587.33,587.33,1
5.57,5.6,587.33,622.25,0
5.6,6,622.25,622.25,0
6,6.4,587.33,587.33,1
6.4,6.77,523.25,523.25,1
6.77,6.8,523.25,587.33,0
6.8,7.2,587.33,587.33,0
7.2,7.6,587.33,587.33,1
7.6,8,466.16,466.16,1
8,8.37,523.25,523.25,1
8.37,8.4,523.25,523.25,0
8.4,8.77,523.25,523.25,0
8.77,8.8,523.25,523.25,0
8.8,9.17,523.25,523.25,0
9.17,9.2,523.25,523.25,0
9.2,9.57,523.25,523.25,0
9.57,9.6,523.25,523.25,0
9.6,9.97,523.25,523.25,0
9.97,10,523.25,587.33,0
10,10.37,587.33,587.33,0
10.37,10.4,587.33,493.88,0
10.4,10.77,493.88,493.88,0
10.77,10.8,493.88,493.88,0
10.8,11.2,493.88,493.88,0
11.2,11.37,523.25,523.25,1
11.37,11.4,523.25,622.25,0
11.4,11.6,622.25,622.25,0
11.6,11.97,622.25,622.25,1
11.97,12,622.25,622.25,0
12,12.4,622.25,622.25,0
12.4,12.8,622.25,622.25,1
12.8,13.2,622.25,622.25,1
13.2,13.6,622.25,622.25,1
13.6,14,622.25,622.25,1
14,14.4,587.33,587.33,1
14.4,14.8,523.25,523.25,1
14.8,15.17,587.33,587.33,1
15.17,15.2,587.33,622.25,0
15.2,15.6,622.25,622.25,0
15.6,16,587.33,587.33,1
16,16.37,523.25,523.25,1
16.37,16.4,523.25,587.33,0
16.4,16.8,587.33,587.33,0
16.8,17.2,466.16,466.16,1
17.2,17.6,523.25,523.25,1
17.6,17.7,523.25,698.46,1
17.7,18,698.46,698.46,1
18,18.37,698.46,698.46,1
18.37,18.4,698.46,783.99,0
18.4,18.8,783.99,783.99,0
18.8,19.2,783.99,783.99,1
19.2,19.57,783.99,783.99,1
19.57,19.6,783.99,698.46,0
19.6,19.97,698.46,932.33,0
19.97,20,932.33,932.33,0
20,20.4,932.33,932.33,0
20.4,20.8,880,880,1
20.8,20.9,880,783.99,1
20.9,21.17,783.99,783.99,1
21.17,21.2,783.99,783.99,0
21.2,21.57,783.99,783.99,0
21.57,21.6,783.99,783.99,0
21.6,21.97,783.99,783.99,0
21.97,22,783.99,783.99,0
22,22.37,783.99,783.99,0
22.37,22.4,783.99,783.99,0
22.4,22.77,783.99,783.99,0
22.77,22.8,783.99,880,0
22.8,23.17,880,698.46,0
23.17,23.2,698.46,698.46,0
23.2,23.57,698.46,698.46,0
23.57,23.6,698.46,698.46,0
23.6,24,698.46,698.46,0
24,24.4,698.46,698.46,1
24.4,24.77,783.99,783.99,1
24.77,24.8,783.99,783.99,0
24.8,25.2,783.99,783.99,0
25.2,25.6,783.99,783.99,1
25.6,25.7,783.99,1046.5,1
25.7,26,1046.5,1046.5,1
26,26.4,1046.5,1046.5,1
26.4,26.8,880,880,1
26.8,27.2,783.99,783.99,1
27.2,27.6,783.99,783.99,1
27.6,27.97,698.46,698.46,1
27.97,28,698.46,698.46,0
28,28.4,698.46,698.46,0
28.4,28.8,783.99,783.99,1
28.8,29.17,698.46,698.46,1
29.17,29.2,698.46,622.25,0
29.2,29.57,622.25,622.25,0
29.57,29.6,622.25,587.33,0
29.6,29.97,587.33,587.33,0
29.97,30,587.33,523.25,0
