tstart,tend,fstart,fend,newnote
0,0.4,1046.5,1046.5,1
0.4,0.57,1046.5,1046.5,1
0.57,0.6,1046.5,1174.66,0
0.6,0.8,1174.66,1174.66,0
0.8,0.9,1174.66,1046.5,1
0.9,1.2,1046.5,1046.5,1
1.2,1.6,932.33,932.33,1
1.6,1.97,880,880,1
1.97,2,880,783.99,0
2,2.4,783.99,783.99,0
2.4,2.57,698.46,698.46,1
2.57,2.6,698.46,659.26,0
2.6,2.77,659.26,659.26,0
2.77,2.8,659.26,698.46,0
2.8,3.2,698.46,698.46,0
3.2,3.6,783.99,783.99,1
3.6,4,783.99,783.99,1
4,4.17,783.99,783.99,1
4.17,4.2,783.99,1046.5,0
4.2,4.37,1046.5,1046.5,0
4.37,4.4,1046.5,1046.5,0
4.4,4.77,1046.5,1046.5,0
4.77,4.8,1046.5,1046.5,0
4.8,5.17,1046.5,1046.5,0
5.17,5.2,1046.5,1046.5,0
5.2,5.57,1046.5,1046.5,0
5.57,5.6,1046.5,1046.5,0
5.6,6,1046.5,1046.5,0
6,6.4,1046.5,1046.5,1
6.4,6.8,1046.5,1046.5,1
6.8,6.97,1046.5,1046.5,1
6.97,7,1046.5,1174.66,0
7,7.2,1174.66,1174.66,0
7.2,7.6,1046.5,1046.5,1
7.6,8,932.33,932.33,1
8,8.4,880,880,1
8.4,8.8,783.99,783.99,1
8.8,9.2,698.46,698.46,1
9.2,9.6,659.26,659.26,1
9.6,10,659.26,659.26,1
10,10.4,659.26,659.26,1
10.4,10.77,659.26,659.26,1
10.77,10.8,659.26,698.46,0
10.8,11.2,698.46,698.46,0
11.2,11.57,698.46,698.46,1
11.57,11.6,698.46,698.46,0
11.6,11.97,698.46,698.46,0
11.97,12,698.46,698.46,0
12,12.37,698.46,698.46,0
12.37,12.4,698.46,932.33,0
12.4,12.8,932.33,932.33,0
12.8,13.2,932.33,932.33,1
13.2,13.6,932.33,932.33,1
13.6,14,932.33,932.33,1
14,14.17,932.33,932.33,1
14.17,14.2,932.33,880,0
14.2,14.4,880,880,0
14.4,14.8,880,880,1
14.8,15.2,880,880,1
15.2,15.6,880,880,1
15.6,16,880,880,1
16,16.4,880,880,1
16.4,16.8,880,880,1
16.8,17.17,880,880,1
17.17,17.2,880,932.33,0
17.2,17.57,932.33,932.33,0
17.57,17.6,932.33,932.33,0
17.6,17.97,932.33,932.33,0
17.97,18,932.33,932.33,0
18,18.37,932.33,932.33,0
18.37,18.4,932.33,932.33,0
18.4,18.77,932.33,932.33,0
18.77,18.8,932.33,932.33,0
18.8,19.2,932.33,932.33,0
19.2,19.6,1046.5,1046.5,1
19.6,19.77,1046.5,1046.5,1
19.77,19.8,1046.5,1396.91,0
19.8,20,1396.91,1396.91,0
20,20.4,1318.51,1318.51,1
20.4,20.8,1396.91,1396.91,1
20.8,21.2,1174.66,1174.66,1
21.2,21.6,1244.51,1244.51,1
21.6,21.97,1046.5,1046.5,1
21.97,22,1046.5,1174.66,0
22,22.4,1174.66,1174.66,0
22.4,22.77,987.77,987.77,1
22.77,22.8,987.77,987.77,0
22.8,23.17,987.77,987.77,0
23.17,23.2,987.77,1046.5,0
23.2,23.57,1046.5,1046.5,0
23.57,23.6,1046.5,1046.5,0
23.6,23.97,1046.5,1046.5,0
23.97,24,1046.5,1046.5,0
24,24.37,1046.5,1046.5,0
24.37,24.4,1046.5,1046.5,0
24.4,24.77,1046.5,1046.5,0
24.77,24.8,1046.5,1046.5,0
24.8,25.2,1046.5,1046.5,0
25.2,25.6,1046.5,1046.5,1
25.6,26,1046.5,1046.5,1
26,26.17,1046.5,1046.5,1
26.17,26.2,1046.5,1174.66,0
26.2,26.4,1174.66,1174.66,0
26.4,26.5,1174.66,1046.5,1
26.5,26.77,1046.5,1046.5,1
26.77,26.8,1046.5,1046.5,0
26.8,27.2,1046.5,1046.5,0
27.2,27.6,932.33,932.33,1
27.6,28,880,880,1
28,28.37,783.99,783.99,1
28.37,28.4,783.99,880,0
28.4,28.57,880,880,0
28.57,28.6,880,783.99,0
28.6,28.8,783.99,783.99,0
28.8,29.2,698.46,698.46,1
29.2,29.6,659.26,659.26,1
29.6,29.97,698.46,698.46,1
29.97,30,698.46,698.46,0
30,30.37,698.46,698.46,0
30.37,30.4,698.46,698.46,0
30.4,30.77,698.46,698.46,0
30.77,30.8,698.46,698.46,0
30.8,31.17,698.46,698.46,0
31.17,31.2,698.46,698.46,0
31.2,31.57,698.46,698.46,0
31.57,31.6,698.46,698.46,0
31.6,32,698.46,698.46,0
32,32.4,698.46,698.46,1
32.4,32.57,698.46,698.46,1
32.57,32.6,698.46,932.33,0
32.6,32.8,932.33,932.33,0
32.8,33.2,932.33,932.33,1
33.2,33.6,880,880,1
33.6,34,880,880,1
34,34.4,880,880,1
34.4,34.8,880,880,1
34.8,35.2,987.77,987.77,1
35.2,35.6,987.77,987.77,1
35.6,36,987.77,987.77,1
36,36.37,1046.5,1046.5,1
36.37,36.4,1046.5,1046.5,0
36.4,36.77,1046.5,1046.5,0
36.77,36.8,1046.5,1046.5,0
36.8,37.17,1046.5,1046.5,0
37.17,37.2,1046.5,1046.5,0
37.2,37.57,1046.5,1046.5,0
37.57,37.6,1046.5,1046.5,0
37.6,37.97,1046.5,1046.5,0
37.97,38,1046.5,1046.5,0
38,38.4,1046.5,1046.5,0
38.4,38.8,698.46,698.46,1
38.8,39.2,698.46,698.46,1
39.2,39.6,783.99,783.99,1
39.6,40,783.99,783.99,1
40,40.37,783.99,783.99,1
40.37,40.4,783.99,783.99,0
40.4,40.8,783.99,783.99,0
40.8,41.2,880,880,1
41.2,41.6,783.99,783.99,1
41.6,41.97,880,880,1
41.97,42,880,1046.5,0
42,42.2,1046.5,1046.5,0
42.2,42.4,932.33,932.33,1
