tstart,tend,fstart,fend,newnote
0,0.4,523.25,523.25,1
0.4,0.8,587.33,587.33,1
0.8,1.2,659.26,659.26,1
1.2,1.6,783.99,783.99,1
1.6,1.7,698.46,783.99,1
1.7,1.77,783.99,783.99,1
1.77,1.8,783.99,698.46,0
1.8,1.97,698.46,698.46,0
1.97,2,698.46,659.26,0
2,2.4,659.26,659.26,0
2.4,2.8,659.26,659.26,1
2.8,3.2,587.33,587.33,1
3.2,3.6,587.33,587.33,1
3.6,4,659.26,659.26,1
4,4.4,659.26,659.26,1
4.4,4.57,659.26,659.26,1
4.57,4.6,659.26,698.46,0
4.6,4.77,698.46,698.46,0
4.77,4.8,698.46,659.26,0
4.8,4.87,659.26,698.46,0
4.87,4.9,698.46,698.46,0
4.9,4.90333333333333,698.46,698.46,0
4.90333333333333,4.93333333333333,698.46,659.26,0
4.93333333333333,5.03666666666667,659.26,659.26,0
5.03666666666667,5.06666666666667,659.26,587.33,0
5.06666666666667,5.2,587.33,587.33,0
5.2,5.57,587.33,587.33,1
5.57,5.6,587.33,659.26,0
5.6,6,659.26,659.26,0
6,6.37,587.33,587.33,1
6.37,6.4,587.33,587.33,0
6.4,6.8,587.33,587.33,0
6.8,7.2,587.33,587.33,1
7.2,7.6,587.33,587.33,1
7.6,7.70333333333333,587.33,587.33,1
7.70333333333333,7.73333333333333,587.33,659.26,0
7.73333333333333,7.83666666666667,659.26,659.26,0
7.83666666666667,7.86666666666667,659.26,698.46,0
7.86666666666667,7.97,698.46,698.46,0
7.97,8,698.46,783.99,0
8,8.17,783.99,783.99,0
8.17,8.2,783.99,659.26,0
8.2,8.37,659.26,659.26,0
8.37,8.4,659.26,783.99,0
8.4,8.57,783.99,783.99,0
8.57,8.6,783.99,783.99,0
8.6,8.77,783.99,783.99,0
8.77,8.8,783.99,698.46,0
8.8,8.97,698.46,698.46,0
8.97,9,698.46,698.46,0
9,9.17,698.46,698.46,0
9.17,9.2,698.46,659.26,0
9.2,9.37,659.26,659.26,0
9.37,9.4,659.26,659.26,0
9.4,9.57,659.26,659.26,0
9.57,9.6,659.26,587.33,0
9.6,9.8,587.33,587.33,0
9.8,9.97,523.25,523.25,1
9.97,10,523.25,698.46,0
10,10.17,698.46,698.46,0
10.17,10.2,698.46,659.26,0
10.2,10.37,659.26,659.26,0
10.37,10.4,659.26,587.33,0
10.4,10.57,587.33,587.33,0
10.57,10.6,587.33,523.25,0
10.6,10.77,523.25,523.25,0
10.77,10.8,523.25,783.99,0
10.8,11.2,783.99,783.99,0
11.2,11.6,783.99,783.99,1
11.6,11.97,783.99,783.99,1
11.97,12,783.99,783.99,0
12,12.4,783.99,783.99,0
12.4,12.8,783.99,783.99,1
12.8,12.97,739.99,739.99,1
12.97,13,739.99,783.99,0
13,13.17,783.99,783.99,0
13.17,13.2,783.99,880,0
13.2,13.4,880,880,0
13.4,13.6,987.77,987.77,1
13.6,13.97,783.99,783.99,1
13.97,14,783.99,739.99,0
14,14.4,739.99,739.99,0
14.4,14.5033333333333,880,880,1
14.5033333333333,14.5333333333333,880,783.99,0
14.5333333333333,14.6366666666667,783.99,783.99,0
14.6366666666667,14.6666666666667,783.99,783.99,0
14.6666666666667,14.8,783.99,783.99,0
14.8,15.2,739.99,739.99,1
15.2,15.57,783.99,783.99,1
15.57,15.6,783.99,698.46,0
15.6,15.8,698.46,698.46,0
15.8,16,659.26,659.26,1
16,16.37,659.26,659.26,1
16.37,16.4,659.26,698.46,0
16.4,16.8,698.46,698.46,0
16.8,16.97,783.99,783.99,1
16.97,17,783.99,783.99,0
17,17.17,783.99,783.99,0
17.17,17.2,783.99,698.46,0
17.2,17.37,698.46,698.46,0
17.37,17.4,698.46,698.46,0
17.4,17.6,698.46,698.46,0
17.6,18,659.26,659.26,1
18,18.1033333333333,587.33,587.33,1
18.1033333333333,18.1333333333333,587.33,523.25,0
18.1333333333333,18.2366666666667,523.25,523.25,0
18.2366666666667,18.2666666666667,523.25,493.88,0
18.2666666666667,18.4,493.88,493.88,0
18.4,18.77,523.25,523.25,1
18.77,18.8,523.25,659.26,0
18.8,19.17,659.26,659.26,0
19.17,19.2,659.26,659.26,0
19.2,19.57,659.26,659.26,0
19.57,19.6,659.26,493.88,0
19.6,20,493.88,493.88,0
20,20.4,493.88,493.88,1
20.4,20.8,523.25,523.25,1
20.8,21.2,587.33,587.33,1
21.2,21.57,587.33,587.33,1
21.57,21.6,587.33,587.33,0
21.6,22,587.33,587.33,0
22,22.4,587.33,587.33,1
22.4,22.8,587.33,587.33,1
22.8,23.2,587.33,587.33,1
23.2,23.6,659.26,659.26,1
23.6,24,783.99,783.99,1
24,24.4,783.99,783.99,1
24.4,24.8,880,880,1
24.8,25.17,880,880,1
25.17,25.2,880,880,0
25.2,25.6,880,880,0
25.6,26,880,880,1
26,26.17,880,880,1
26.17,26.2,880,987.77,0
26.2,26.37,987.77,987.77,0
26.37,26.4,987.77,1046.5,0
26.4,26.6,1046.5,1046.5,0
26.6,26.8,1174.66,1174.66,1
26.8,26.97,1046.5,1046.5,1
26.97,27,1046.5,987.77,0
27,27.2,987.77,987.77,0
27.2,27.57,880,880,1
27.57,27.6,880,987.77,0
27.6,27.8,987.77,987.77,0
27.8,28,880,880,1
28,28.4,783.99,783.99,1
28.4,28.8,783.99,783.99,1
28.8,29.2,698.46,698.46,1
29.2,29.6,659.26,659.26,1
29.6,29.97,587.33,587.33,1
29.97,30,587.33,587.33,0
30,30.4,587.33,587.33,0
30.4,30.77,659.26,659.26,1
30.77,30.8,659.26,783.99,0
30.8,31.2,783.99,783.99,0
31.2,31.6,783.99,783.99,1
31.6,32,739.99,739.99,1
32,32.4,783.99,783.99,1
32.4,32.8,783.99,783.99,1
32.8,32.97,739.99,739.99,1
32.97,33,739.99,783.99,0
33,33.17,783.99,783.99,0
33.17,33.2,783.99,880,0
33.2,33.4,880,880,0
33.4,33.6,987.77,987.77,1
33.6,33.7,880,987.77,1
33.7,33.77,987.77,987.77,1
33.77,33.8,987.77,880,0
33.8,34,880,880,0
34,34.17,783.99,783.99,1
34.17,34.2,783.99,739.99,0
34.2,34.4,739.99,739.99,0
34.4,34.77,783.99,783.99,1
34.77,34.8,783.99,698.46,0
34.8,35,698.46,698.46,0
35,35.2,659.26,659.26,1
35.2,35.6,659.26,659.26,1
35.6,35.77,659.26,659.26,1
35.77,35.8,659.26,698.46,0
35.8,35.97,698.46,698.46,0
35.97,36,698.46,783.99,0
36,36.2,783.99,783.99,0
36.2,36.4,698.46,698.46,1
36.4,36.8,659.26,659.26,1
36.8,36.97,587.33,587.33,1
36.97,37,587.33,523.25,0
37,37.17,523.25,523.25,0
37.17,37.2,523.25,493.88,0
37.2,37.6,493.88,493.88,0
37.6,37.97,523.25,523.25,1
37.97,38,523.25,659.26,0
38,38.37,659.26,659.26,0
38.37,38.4,659.26,659.26,0
38.4,38.77,659.26,659.26,0
38.77,38.8,659.26,493.88,0
38.8,39.17,493.88,493.88,0
39.17,39.2,493.88,493.88,0
39.2,39.57,493.88,493.88,0
39.57,39.6,493.88,783.99,0
39.6,39.97,783.99,783.99,0
39.97,40,783.99,493.88,0
40,40.4,493.88,493.88,0
40.4,40.8,493.88,493.88,1
40.8,41.2,523.25,523.25,1
41.2,41.57,523.25,523.25,1
41.57,41.6,523.25,587.33,0
41.6,42,587.33,587.33,0
42,42.37,587.33,587.33,1
42.37,42.4,587.33,587.33,0
42.4,42.8,587.33,587.33,0
42.8,43.2,587.33,587.33,1
43.2,43.6,659.26,659.26,1
43.6,43.97,587.33,587.33,1
43.97,44,587.33,659.26,0
44,44.4,659.26,659.26,0
44.4,44.57,587.33,587.33,1
44.57,44.6,587.33,659.26,0
44.6,44.77,659.26,659.26,0
44.77,44.8,659.26,698.46,0
44.8,45.2,698.46,698.46,0
45.2,45.6,659.26,659.26,1
45.6,45.77,587.33,587.33,1
45.77,45.8,587.33,659.26,0
45.8,46,659.26,659.26,0
46,46.4,523.25,523.25,1
46.4,46.77,587.33,587.33,1
46.77,46.8,587.33,587.33,0
46.8,47.2,587.33,587.33,0
47.2,47.6,587.33,587.33,1
47.6,48,587.33,587.33,1
48,48.4,659.26,659.26,1
48.4,48.8,587.33,587.33,1
48.8,48.97,659.26,659.26,1
48.97,49,659.26,698.46,0
49,49.17,698.46,698.46,0
49.17,49.2,698.46,783.99,0
49.2,49.57,783.99,783.99,0
49.57,49.6,783.99,698.46,0
49.6,49.77,698.46,698.46,0
49.77,49.8,698.46,659.26,0
49.8,49.97,659.26,659.26,0
49.97,50,659.26,659.26,0
50,50.37,659.26,659.26,0
50.37,50.4,659.26,659.26,0
50.4,50.8,659.26,659.26,0
50.8,50.97,659.26,659.26,1
50.97,51,659.26,783.99,0
51,51.2,783.99,783.99,0
51.2,51.6,783.99,783.99,1
51.6,52,783.99,783.99,1
52,52.4,739.99,739.99,1
52.4,52.8,783.99,783.99,1
52.8,53.2,783.99,783.99,1
53.2,53.6,739.99,739.99,1
53.6,53.77,783.99,783.99,1
53.77,53.8,783.99,783.99,0
53.8,53.97,783.99,783.99,0
53.97,54,783.99,880,0
54,54.2,880,880,0
54.2,54.4,987.77,987.77,1
54.4,54.8,739.99,739.99,1
54.8,55.17,783.99,783.99,1
55.17,55.2,783.99,698.46,0
55.2,55.4,698.46,698.46,0
55.4,55.6,659.26,659.26,1
55.6,55.97,659.26,659.26,1
55.97,56,659.26,783.99,0
56,56.4,783.99,783.99,0
56.4,56.5,698.46,783.99,1
56.5,56.57,783.99,783.99,1
56.57,56.6,783.99,698.46,0
56.6,56.77,698.46,698.46,0
56.77,56.8,698.46,659.26,0
56.8,56.97,659.26,659.26,0
56.97,57,659.26,698.46,0
57,57.2,698.46,698.46,0
57.2,57.6,659.26,659.26,1
57.6,57.7033333333333,587.33,587.33,1
57.7033333333333,57.7333333333333,587.33,523.25,0
57.7333333333333,57.8366666666667,523.25,523.25,0
57.8366666666667,57.8666666666667,523.25,493.88,0
57.8666666666667,58,493.88,493.88,0
58,58.4,523.25,523.25,1
58.4,58.77,659.26,659.26,1
58.77,58.8,659.26,587.33,0
58.8,58.97,587.33,587.33,0
58.97,59,587.33,659.26,0
59,59.17,659.26,659.26,0
59.17,59.2,659.26,659.26,0
59.2,59.57,659.26,659.26,0
59.57,59.6,659.26,659.26,0
59.6,59.97,659.26,659.26,0
59.97,60,659.26,659.26,0
60,60.4,659.26,659.26,0
60.4,60.8,587.33,587.33,1
60.8,61.2,587.33,587.33,1
61.2,61.57,587.33,587.33,1
61.57,61.6,587.33,587.33,0
61.6,62,587.33,587.33,0
62,62.4,587.33,587.33,1
62.4,62.8,587.33,587.33,1
62.8,63.17,659.26,659.26,1
63.17,63.2,659.26,783.99,0
63.2,63.6,783.99,783.99,0
63.6,64,783.99,783.99,1
64,64.4,880,880,1
64.4,64.8,880,880,1
64.8,65.2,880,880,1
65.2,65.6,1174.66,1174.66,1
65.6,65.7,1046.5,1174.66,1
65.7,65.97,1174.66,1046.5,1
65.97,66,1046.5,1046.5,0
66,66.4,1046.5,1046.5,0
66.4,66.57,1046.5,1046.5,1
66.57,66.6,1046.5,987.77,0
66.6,66.8,987.77,987.77,0
66.8,67.17,880,880,1
67.17,67.2,880,987.77,0
67.2,67.37,987.77,987.77,0
67.37,67.4,987.77,880,0
67.4,67.6,880,880,0
67.6,67.7,783.99,880,1
67.7,68,880,880,1
68,68.37,783.99,783.99,1
68.37,68.4,783.99,698.46,0
68.4,68.8,698.46,698.46,0
68.8,69.2,698.46,698.46,1
69.2,69.57,659.26,659.26,1
69.57,69.6,659.26,698.46,0
69.6,70,698.46,698.46,0
70,70.2,698.46,698.46,1
70.2,70.4,659.26,659.26,1
70.4,70.8,587.33,587.33,1
70.8,71.2,587.33,587.33,1
71.2,71.6,739.99,739.99,1
71.6,72,739.99,739.99,1
72,72.4,739.99,739.99,1
72.4,72.8,739.99,739.99,1
72.8,73.17,739.99,587.33,1
73.17,73.2,587.33,587.33,0
73.2,73.6,587.33,587.33,0
73.6,73.97,587.33,587.33,1
73.97,74,587.33,739.99,0
74,74.4,739.99,739.99,0
74.4,74.8,783.99,783.99,1
74.8,74.87,739.99,739.99,1
74.87,74.9,739.99,783.99,0
74.9,74.97,783.99,783.99,0
74.97,75,783.99,880,0
75,75.07,880,880,0
75.07,75.1,880,783.99,0
75.1,75.17,783.99,783.99,0
75.17,75.2,783.99,739.99,0
75.2,75.37,739.99,739.99,0
75.37,75.4,739.99,783.99,0
75.4,75.57,783.99,783.99,0
75.57,75.6,783.99,698.46,0
75.6,75.8,698.46,698.46,0
75.8,76,659.26,659.26,1
76,76.4,659.26,659.26,1
76.4,76.57,659.26,659.26,1
76.57,76.6,659.26,698.46,0
76.6,76.77,698.46,698.46,0
76.77,76.8,698.46,783.99,0
76.8,77,783.99,783.99,0
77,77.2,698.46,698.46,1
77.2,77.6,659.26,659.26,1
77.6,77.77,587.33,587.33,1
77.77,77.8,587.33,523.25,0
77.8,77.97,523.25,523.25,0
77.97,78,523.25,493.88,0
78,78.4,493.88,493.88,0
78.4,78.77,523.25,523.25,1
78.77,78.8,523.25,659.26,0
78.8,79.17,659.26,659.26,0
79.17,79.2,659.26,659.26,0
79.2,79.57,659.26,493.88,0
79.57,79.6,493.88,493.88,0
79.6,79.97,493.88,493.88,0
79.97,80,493.88,493.88,0
80,80.37,493.88,493.88,0
80.37,80.4,493.88,783.99,0
80.4,80.77,783.99,493.88,0
80.77,80.8,493.88,493.88,0
80.8,81.2,493.88,493.88,0
81.2,81.6,493.88,493.88,1
81.6,82,523.25,523.25,1
