tstart,tend,fstart,fend,newnote
0,0.37,698.46,698.46,1
0.37,0.4,698.46,830.61,0
0.4,0.8,830.61,830.61,0
0.8,1.2,830.61,830.61,1
1.2,1.37,830.61,830.61,1
1.37,1.4,830.61,932.33,0
1.4,1.6,932.33,932.33,0
1.6,1.97,1046.5,1046.5,1
1.97,2,1046.5,1108.73,0
2,2.4,1108.73,1108.73,0
2.4,2.5,1108.73,932.33,1
2.5,2.8,932.33,932.33,1
2.8,3.17,1046.5,1046.5,1
3.17,3.2,1046.5,1108.73,0
3.2,3.37,1108.73,1108.73,0
3.37,3.4,1108.73,1244.51,0
3.4,3.6,1244.51,1244.51,0
3.6,3.7,1396.91,1244.51,1
3.7,4,1244.51,1244.51,1
4,4.37,1108.73,1108.73,1
4.37,4.4,1108.73,1244.51,0
4.4,4.57,1244.51,1244.51,0
4.57,4.6,1244.51,1108.73,0
4.6,4.77,1108.73,1108.73,0
4.77,4.8,1108.73,1108.73,0
4.8,4.87,1108.73,1046.5,0
4.87,4.9,1046.5,1046.5,0
4.9,5.17,1046.5,1046.5,0
5.17,5.2,1046.5,1046.5,0
5.2,5.6,1046.5,1046.5,0
5.6,5.97,1046.5,1046.5,1
5.97,6,1046.5,1046.5,0
6,6.37,1046.5,1046.5,0
6.37,6.4,1046.5,1046.5,0
6.4,6.77,1046.5,1046.5,0
6.77,6.8,1046.5,1046.5,0
6.8,7.2,1046.5,1046.5,0
7.2,7.37,1046.5,1046.5,1
7.37,7.4,1046.5,932.33,0
7.4,7.6,932.33,932.33,0
7.6,7.77,932.33,932.33,1
7.77,7.8,932.33,1046.5,0
7.8,7.97,1046.5,1046.5,0
7.97,8,1046.5,932.33,0
8,8.2,932.33,932.33,0
8.2,8.4,1108.73,1108.73,1
8.4,8.8,1108.73,1108.73,1
8.8,9.17,1046.5,1046.5,1
9.17,9.2,1046.5,1046.5,0
9.2,9.6,1046.5,1046.5,0
9.6,9.7,1046.5,932.33,1
9.7,10,932.33,932.33,1
10,10.17,932.33,932.33,1
10.17,10.2,932.33,783.99,0
10.2,10.37,783.99,783.99,0
10.37,10.4,783.99,783.99,0
10.4,10.57,783.99,783.99,0
10.57,10.6,783.99,932.33,0
10.6,10.8,932.33,932.33,0
10.8,10.9,932.33,830.61,1
10.9,11.2,830.61,830.61,1
11.2,11.57,783.99,783.99,1
11.57,11.6,783.99,830.61,0
11.6,11.97,830.61,830.61,0
11.97,12,830.61,698.46,0
12,12.17,698.46,698.46,0
12.17,12.2,698.46,783.99,0
12.2,12.37,783.99,783.99,0
12.37,12.4,783.99,622.25,0
12.4,12.77,622.25,622.25,0
12.77,12.8,622.25,622.25,0
12.8,13.17,622.25,622.25,0
13.17,13.2,622.25,622.25,0
13.2,13.57,622.25,622.25,0
13.57,13.6,622.25,622.25,0
13.6,13.97,622.25,622.25,0
13.97,14,622.25,622.25,0
14,14.4,622.25,622.25,0
14.4,14.8,698.46,698.46,1
14.8,14.97,932.33,932.33,1
14.97,15,932.33,830.61,0
15,15.2,830.61,830.61,0
15.2,15.6,830.61,830.61,1
15.6,16,932.33,932.33,1
16,16.37,1046.5,1046.5,1
16.37,16.4,1046.5,554.37,0
16.4,16.8,554.37,554.37,0
16.8,16.9,1108.73,932.33,1
16.9,17.17,932.33,932.33,1
17.17,17.2,932.33,1046.5,0
17.2,17.37,1046.5,1046.5,0
17.37,17.4,1046.5,1108.73,0
17.4,17.6,1108.73,1108.73,0
17.6,18,1108.73,1108.73,1
18,18.1,1108.73,1046.5,1
18.1,18.4,1046.5,1046.5,1
18.4,18.57,932.33,932.33,1
18.57,18.6,932.33,830.61,0
18.6,18.77,830.61,830.61,0
18.77,18.8,830.61,783.99,0
18.8,19.2,783.99,783.99,0
19.2,19.6,830.61,830.61,1
19.6,20,830.61,830.61,1
20,20.4,830.61,830.61,1
20.4,20.77,932.33,932.33,1
20.77,20.8,932.33,932.33,0
20.8,21.17,932.33,932.33,0
21.17,21.2,932.33,1046.5,0
21.2,21.6,1046.5,1046.5,0
21.6,21.97,1046.5,1046.5,1
21.97,22,1046.5,1046.5,0
22,22.37,1046.5,1046.5,0
22.37,22.4,1046.5,1046.5,0
22.4,22.77,1046.5,1046.5,0
22.77,22.8,1046.5,1046.5,0
22.8,23.17,1046.5,1046.5,0
23.17,23.2,1046.5,1046.5,0
23.2,23.6,1046.5,1046.5,0
23.6,24,1046.5,1046.5,1
24,24.17,987.77,987.77,1
24.17,24.2,987.77,1046.5,0
24.2,24.4,1046.5,1046.5,0
24.4,24.57,1046.5,1046.5,1
24.57,24.6,1046.5,830.61,0
24.6,24.8,830.61,830.61,0
24.8,25.2,830.61,830.61,1
25.2,25.57,932.33,932.33,1
25.57,25.6,932.33,932.33,0
25.6,25.97,932.33,932.33,0
25.97,26,932.33,1046.5,0
26,26.4,1046.5,1046.5,0
26.4,26.6,1046.5,1046.5,1
26.6,26.77,1108.73,1108.73,1
26.77,26.8,1108.73,1108.73,0
26.8,27.17,1108.73,1108.73,0
27.17,27.2,1108.73,1046.5,0
27.2,27.37,1046.5,1046.5,0
27.37,27.4,1046.5,932.33,0
27.4,27.57,932.33,932.33,0
27.57,27.6,932.33,1046.5,0
27.6,27.97,1046.5,1046.5,0
27.97,28,1046.5,1046.5,0
28,28.37,1046.5,1046.5,0
28.37,28.4,1046.5,1046.5,0
28.4,28.8,1046.5,1046.5,0
28.8,29.2,1046.5,1046.5,1
29.2,29.37,1046.5,1046.5,1
29.37,29.4,1046.5,1108.73,0
29.4,29.57,1108.73,1108.73,0
29.57,29.6,1108.73,1244.51,0
29.6,30,1244.51,1244.51,0
30,30.17,1244.51,1244.51,1
30.17,30.2,1244.51,1046.5,0
30.2,30.4,1046.5,1046.5,0
30.4,30.57,1244.51,1244.51,1
30.57,30.6,1244.51,1108.73,0
30.6,30.77,1108.73,1108.73,0
30.77,30.8,1108.73,1046.5,0
30.8,31.2,1046.5,1046.5,0
31.2,31.3,1046.5,932.33,1
31.3,31.6,932.33,932.33,1
31.6,31.77,932.33,932.33,1
31.77,31.8,932.33,783.99,0
31.8,31.97,783.99,783.99,0
31.97,32,783.99,932.33,0
32,32.4,932.33,932.33,0
32.4,32.5,932.33,830.61,1
32.5,32.8,830.61,830.61,1
32.8,33.17,783.99,783.99,1
33.17,33.2,783.99,830.61,0
33.2,33.6,830.61,830.61,0
33.6,33.7,830.61,698.46,1
33.7,34,698.46,698.46,1
34,34.17,932.33,932.33,1
34.17,34.2,932.33,830.61,0
34.2,34.4,830.61,830.61,0
34.4,34.8,830.61,830.61,1
34.8,35.2,932.33,932.33,1
35.2,35.57,1046.5,1046.5,1
35.57,35.6,1046.5,1108.73,0
35.6,35.97,1108.73,1108.73,0
35.97,36,1108.73,932.33,0
36,36.17,932.33,932.33,0
36.17,36.2,932.33,1046.5,0
36.2,36.37,1046.5,1046.5,0
36.37,36.4,1046.5,1046.5,0
36.4,36.77,1046.5,1046.5,0
36.77,36.8,1046.5,1046.5,0
36.8,37.17,1046.5,1046.5,0
37.17,37.2,1046.5,1046.5,0
37.2,37.57,1046.5,1046.5,0
37.57,37.6,1046.5,1046.5,0
37.6,37.97,1046.5,1046.5,0
37.97,38,1046.5,1046.5,0
38,38.4,1046.5,1046.5,0
38.4,38.57,1046.5,1046.5,1
38.57,38.6,1046.5,932.33,0
38.6,38.8,932.33,932.33,0
38.8,39.17,1046.5,1046.5,1
39.17,39.2,1046.5,932.33,0
39.2,39.4,932.33,932.33,0
39.4,39.6,1108.73,1108.73,1
39.6,40,1108.73,1108.73,1
40,40.4,1046.5,1046.5,1
40.4,40.8,1046.5,1046.5,1
40.8,40.97,1046.5,1046.5,1
40.97,41,1046.5,932.33,0
41,41.2,932.33,932.33,0
41.2,41.57,932.33,932.33,1
41.57,41.6,932.33,783.99,0
41.6,41.77,783.99,783.99,0
41.77,41.8,783.99,932.33,0
41.8,42,932.33,932.33,0
42,42.1,932.33,830.61,1
42.1,42.4,830.61,830.61,1
42.4,42.77,783.99,783.99,1
42.77,42.8,783.99,830.61,0
42.8,43.2,830.61,830.61,0
43.2,43.4,698.46,698.46,1
43.4,43.6,783.99,783.99,1
43.6,43.77,783.99,783.99,1
43.77,43.8,783.99,622.25,0
43.8,43.97,622.25,622.25,0
43.97,44,622.25,622.25,0
44,44.4,622.25,622.25,0
44.4,44.8,554.37,554.37,1
44.8,45.17,523.25,523.25,1
45.17,45.2,523.25,523.25,0
45.2,45.6,523.25,523.25,0
45.6,46,698.46,698.46,1
46,46.17,932.33,932.33,1
46.17,46.2,932.33,830.61,0
46.2,46.4,830.61,830.61,0
46.4,46.8,830.61,830.61,1
46.8,47.2,932.33,932.33,1
47.2,47.57,1046.5,1046.5,1
47.57,47.6,1046.5,1108.73,0
47.6,48,1108.73,1108.73,0
48,48.1,1108.73,932.33,1
48.1,48.37,932.33,932.33,1
48.37,48.4,932.33,1046.5,0
48.4,48.57,1046.5,1046.5,0
48.57,48.6,1046.5,1108.73,0
48.6,48.8,1108.73,1108.73,0
48.8,49.2,1108.73,1108.73,1
49.2,49.3,1108.73,1046.5,1
49.3,49.6,1046.5,1046.5,1
49.6,49.77,932.33,932.33,1
49.77,49.8,932.33,830.61,0
49.8,49.97,830.61,830.61,0
49.97,50,830.61,783.99,0
50,50.4,783.99,783.99,0
50.4,50.77,523.25,523.25,1
50.77,50.8,523.25,830.61,0
50.8,51.2,830.61,830.61,0
51.2,51.6,830.61,830.61,1
51.6,52,830.61,830.61,1
52,52.1,830.61,783.99,1
52.1,52.4,783.99,783.99,1
52.4,52.8,783.99,783.99,1
52.8,52.9,783.99,622.25,1
52.9,53.2,622.25,622.25,1
53.2,53.6,622.25,622.25,1
53.6,54,622.25,622.25,1
54,54.17,622.25,622.25,1
54.17,54.2,622.25,698.46,0
54.2,54.4,698.46,698.46,0
54.4,54.77,622.25,622.25,1
54.77,54.8,622.25,554.37,0
54.8,55,554.37,554.37,0
55,55.2,523.25,523.25,1
55.2,55.6,523.25,523.25,1
55.6,55.97,554.37,554.37,1
55.97,56,554.37,698.46,0
56,56.4,698.46,698.46,0
56.4,56.8,698.46,698.46,1
56.8,57.17,783.99,783.99,1
57.17,57.2,783.99,698.46,0
57.2,57.37,698.46,698.46,0
57.37,57.4,698.46,783.99,0
57.4,57.57,783.99,783.99,0
57.57,57.6,783.99,932.33,0
57.6,57.77,932.33,932.33,0
57.77,57.8,932.33,830.61,0
57.8,57.97,830.61,830.61,0
57.97,58,830.61,830.61,0
58,58.37,830.61,830.61,0
58.37,58.4,830.61,932.33,0
58.4,58.77,932.33,932.33,0
58.77,58.8,932.33,932.33,0
58.8,58.87,932.33,783.99,0
58.87,58.9,783.99,783.99,0
58.9,59.17,783.99,783.99,0
59.17,59.2,783.99,783.99,0
59.2,59.57,783.99,783.99,0
59.57,59.6,783.99,830.61,0
59.6,60,830.61,830.61,0
60,60.17,698.46,698.46,1
60.17,60.2,698.46,783.99,0
60.2,60.37,783.99,783.99,0
60.37,60.4,783.99,698.46,0
60.4,60.8,698.46,698.46,0
60.8,61.2,783.99,783.99,1
61.2,61.6,783.99,783.99,1
61.6,61.77,932.33,932.33,1
61.77,61.8,932.33,830.61,0
61.8,62,830.61,830.61,0
62,62.4,830.61,830.61,1
62.4,62.8,830.61,830.61,1
62.8,62.97,830.61,830.61,1
62.97,63,830.61,1046.5,0
63,63.2,1046.5,1046.5,0
63.2,63.37,1046.5,1046.5,1
63.37,63.4,1046.5,932.33,0
63.4,63.6,932.33,932.33,0
63.6,63.7,932.33,830.61,1
63.7,64,830.61,830.61,1
64,64.37,783.99,783.99,1
64.37,64.4,783.99,783.99,0
64.4,64.8,783.99,783.99,0
64.8,64.97,698.46,698.46,1
64.97,65,698.46,783.99,0
65,65.2,783.99,783.99,0
65.2,65.37,783.99,783.99,1
65.37,65.4,783.99,622.25,0
65.4,65.57,622.25,622.25,0
65.57,65.6,622.25,622.25,0
65.6,66,622.25,622.25,0
66,66.4,554.37,554.37,1
66.4,66.8,523.25,523.25,1
66.8,67.2,523.25,523.25,1
67.2,67.37,523.25,523.25,1
67.37,67.4,523.25,830.61,0
67.4,67.6,830.61,830.61,0
67.6,68,830.61,830.61,1
68,68.4,830.61,830.61,1
68.4,68.57,830.61,830.61,1
68.57,68.6,830.61,932.33,0
68.6,68.8,932.33,932.33,0
68.8,69.2,1046.5,1046.5,1
69.2,69.6,1046.5,1046.5,1
69.6,69.77,1046.5,1046.5,1
69.77,69.8,1046.5,1108.73,0
69.8,69.97,1108.73,1108.73,0
69.97,70,1108.73,1108.73,0
70,70.4,1108.73,1108.73,0
70.4,70.5,1108.73,1046.5,1
70.5,70.8,1046.5,1046.5,1
70.8,71.2,987.77,987.77,1
71.2,71.6,1046.5,1046.5,1
71.6,72,1046.5,1046.5,1
72,72.17,932.33,932.33,1
72.17,72.2,932.33,1046.5,0
72.2,72.4,1046.5,1046.5,0
72.4,72.77,932.33,932.33,1
72.77,72.8,932.33,1244.51,0
72.8,73.2,1244.51,1244.51,0
73.2,73.3,1244.51,1108.73,1
73.3,73.6,1108.73,1108.73,1
73.6,74,1046.5,1046.5,1
74,74.4,1046.5,1046.5,1
74.4,74.57,932.33,932.33,1
74.57,74.6,932.33,1046.5,0
74.6,74.77,1046.5,1046.5,0
74.77,74.8,1046.5,932.33,0
74.8,75,932.33,932.33,0
75,75.2,1108.73,1108.73,1
75.2,75.6,1108.73,1108.73,1
75.6,75.7,1108.73,1046.5,1
75.7,76,1046.5,1046.5,1
76,76.17,932.33,932.33,1
76.17,76.2,932.33,830.61,0
76.2,76.37,830.61,830.61,0
76.37,76.4,830.61,783.99,0
